dataset,method,round,phase,existing_id,existing_ood,newcomer_id,newcomer_ood
cifar10,FedBN,32,phase1,0.5115,0.11795833,,
cifar10,FedBN,33,phase1,0.5145,0.11995833,,
cifar10,FedBN,34,phase1,0.51516667,0.11783333,,
cifar10,FedBN,35,phase1,0.51733333,0.11895833,,
cifar10,FedBN,36,phase1,0.52416667,0.11533333,,
cifar10,FedBN,37,phase1,0.5235,0.11408333,,
cifar10,FedBN,38,phase1,0.5275,0.11275,,
cifar10,FedBN,39,phase1,0.52883333,0.11070833,,
cifar10,FedBN,40,phase1,0.52916667,0.11416667,,
cifar10,FedBN,41,phase1,0.52766667,0.11108333,,
cifar10,FedBN,42,phase1,0.53166667,0.11029167,,
cifar10,FedBN,43,phase1,0.535,0.11716667,,
cifar10,FedBN,44,phase1,0.5395,0.10275,,
cifar10,FedBN,45,phase1,0.54066667,0.10883333,,
cifar10,FedBN,46,phase1,0.54266667,0.10929167,,
cifar10,FedBN,47,phase1,0.54616667,0.109625,,
cifar10,FedBN,48,phase1,0.547,0.11333333,,
cifar10,FedBN,49,phase1,0.55466667,0.11158333,,
cifar10,FedBN,50,phase1,0.556,0.11016667,,
cifar10,FedBN,51,phase2,0.55733333,0.106125,0.0,0.125
cifar10,FedBN,52,phase2,0.5415,0.08229167,0.0,0.1536875
cifar10,FedBN,53,phase2,0.54133333,0.08208333,0.0,0.190625
cifar10,FedBN,54,phase2,0.54216667,0.081,0.0,0.2415625
cifar10,FedBN,55,phase2,0.53583333,0.08370833,0.04025,0.27575
cifar10,FedBN,56,phase2,0.50133333,0.09504167,0.1625,0.2836875
cifar10,FedBN,57,phase2,0.477,0.09904167,0.2125,0.2830625
cifar10,FedBN,58,phase2,0.47,0.09708333,0.24225,0.2805
cifar10,FedBN,59,phase2,0.46966667,0.09804167,0.26175,0.28325
cifar10,FedBN,60,phase2,0.471,0.10095833,0.279,0.281625
cifar10,FedBN,61,phase2,0.47466667,0.10720833,0.29125,0.28175
cifar10,FedBN,62,phase2,0.474,0.10475,0.30225,0.2795
cifar10,FedBN,63,phase2,0.4765,0.10558333,0.30375,0.280875
cifar10,FedBN,64,phase2,0.479,0.11004167,0.3195,0.2833125
cifar10,FedBN,65,phase2,0.47866667,0.10941667,0.32575,0.283
cifar10,FedBN,66,phase2,0.48433333,0.11016667,0.3345,0.281875
cifar10,FedBN,67,phase2,0.48366667,0.11120833,0.33725,0.281875
cifar10,FedBN,68,phase2,0.48866667,0.11025,0.3545,0.2805
cifar10,FedBN,69,phase2,0.49333333,0.11283333,0.36175,0.28075
cifar10,FedBN,70,phase2,0.4915,0.11795833,0.3615,0.2830625
cifar10,FedBN,71,phase2,0.497,0.11854167,0.371,0.2844375
cifar10,FedBN,72,phase2,0.49616667,0.12079167,0.37025,0.282625
cifar10,FedBN,73,phase2,0.4965,0.12033333,0.3835,0.2821875
cifar10,FedBN,74,phase2,0.506,0.12525,0.38625,0.287
cifar10,FedBN,75,phase2,0.505,0.122875,0.40225,0.2835625
cifar10,FedBN,76,phase2,0.50383333,0.12829167,0.403,0.28325
cifar10,FedBN,77,phase2,0.50383333,0.12470833,0.42725,0.2858125
cifar10,FedBN,78,phase2,0.50816667,0.12645833,0.43325,0.2860625
cifar10,FedBN,79,phase2,0.50783333,0.12683333,0.43425,0.2846875
cifar10,FedBN,80,phase2,0.5085,0.13041667,0.44175,0.287125
cifar10,FedBN,81,phase2,0.51366667,0.13275,0.4515,0.2893125
cifar10,FedBN,82,phase2,0.508,0.12654167,0.467,0.2843125
cifar10,FedBN,83,phase2,0.51133333,0.13091667,0.47375,0.2869375
cifar10,FedBN,84,phase2,0.51116667,0.13375,0.4785,0.286375
cifar10,FedBN,85,phase2,0.515,0.13645833,0.49325,0.286
cifar10,FedBN,86,phase2,0.51516667,0.14525,0.491,0.2848125
cifar10,FedBN,87,phase2,0.51466667,0.146125,0.50175,0.286
cifar10,FedBN,88,phase2,0.5115,0.14741667,0.51825,0.2885625
cifar10,FedBN,89,phase2,0.5135,0.15258333,0.512,0.2845625
cifar10,FedBN,90,phase2,0.51183333,0.15420833,0.5165,0.285625
cifar10,FedBN,91,phase2,0.52033333,0.154875,0.5245,0.2885
cifar10,FedBN,92,phase2,0.51166667,0.15954167,0.5325,0.285625
cifar10,FedBN,93,phase2,0.51733333,0.16325,0.529,0.2861875
cifar10,FedBN,94,phase2,0.51783333,0.157875,0.548,0.28125
cifar10,FedBN,95,phase2,0.51633333,0.15883333,0.5495,0.281375
cifar10,FedBN,96,phase2,0.51783333,0.16370833,0.551,0.2829375
cifar10,FedBN,97,phase2,0.52383333,0.16766667,0.5495,0.2828125
cifar10,FedBN,98,phase2,0.52583333,0.17125,0.55125,0.284
cifar10,FedBN,99,phase2,0.52766667,0.16445833,0.566,0.2825625
cifar10,FedBN,100,phase2,0.52483333,0.15954167,0.5765,0.2785625
cifar10,FedCP,0,phase1,0.16666667,0.08333333,,
cifar10,FedCP,1,phase1,0.33766667,0.04083333,,
cifar10,FedCP,2,phase1,0.50283333,0.0,,
cifar10,FedCP,3,phase1,0.594,0.0,,
cifar10,FedCP,4,phase1,0.68583333,0.0,,
cifar10,FedCP,5,phase1,0.70466667,0.0,,
cifar10,FedCP,6,phase1,0.715,0.0,,
cifar10,FedCP,7,phase1,0.72533333,0.0,,
cifar10,FedCP,8,phase1,0.7325,0.0,,
cifar10,FedCP,9,phase1,0.73583333,0.0,,
cifar10,FedCP,10,phase1,0.73983333,0.0,,
cifar10,FedCP,11,phase1,0.74066667,0.0,,
cifar10,FedCP,12,phase1,0.7405,0.0,,
cifar10,FedCP,13,phase1,0.74516667,0.0,,
cifar10,FedCP,14,phase1,0.75,0.0,,
cifar10,FedCP,15,phase1,0.7515,0.0,,
cifar10,FedCP,16,phase1,0.75466667,0.0,,
cifar10,FedCP,17,phase1,0.75616667,0.0,,
cifar10,FedCP,18,phase1,0.75683333,0.0,,
cifar10,FedCP,19,phase1,0.75866667,0.0,,
cifar10,FedCP,20,phase1,0.76166667,0.0,,
cifar10,FedCP,21,phase1,0.763,0.0,,
cifar10,FedCP,22,phase1,0.76466667,0.0,,
cifar10,FedCP,23,phase1,0.76683333,0.0,,
cifar10,FedCP,24,phase1,0.77133333,0.0,,
cifar10,FedCP,25,phase1,0.77116667,0.0,,
cifar10,FedCP,26,phase1,0.77533333,0.0,,
cifar10,FedCP,27,phase1,0.77866667,0.0,,
cifar10,FedCP,28,phase1,0.78233333,0.0,,
cifar10,FedCP,29,phase1,0.782,0.0,,
cifar10,FedCP,30,phase1,0.7845,0.0,,
cifar10,FedCP,31,phase1,0.78533333,0.0,,
cifar10,FedCP,32,phase1,0.78666667,0.0,,
cifar10,FedCP,33,phase1,0.78633333,0.0,,
cifar10,FedCP,34,phase1,0.7895,0.0,,
cifar10,FedCP,35,phase1,0.79366667,0.0,,
cifar10,FedCP,36,phase1,0.79333333,0.0,,
cifar10,FedCP,37,phase1,0.79783333,0.0,,
cifar10,FedCP,38,phase1,0.79966667,0.0,,
cifar10,FedCP,39,phase1,0.804,0.0,,
cifar10,FedCP,40,phase1,0.80866667,0.0,,
cifar10,FedCP,41,phase1,0.81033333,0.0,,
cifar10,FedCP,42,phase1,0.81083333,0.0,,
cifar10,FedCP,43,phase1,0.81166667,0.0,,
cifar10,FedCP,44,phase1,0.81583333,0.0,,
cifar10,FedCP,45,phase1,0.8155,0.0,,
cifar10,FedCP,46,phase1,0.8175,0.0,,
cifar10,FedCP,47,phase1,0.819,0.0,,
cifar10,FedCP,48,phase1,0.81966667,0.0,,
cifar10,FedCP,49,phase1,0.82266667,0.0,,
cifar10,FedCP,50,phase1,0.82333333,0.0,,
cifar10,FedCP,51,phase2,0.82483333,0.0,0.0,0.125
cifar10,FedCP,52,phase2,0.81133333,0.0,0.2655,0.0674375
cifar10,FedCP,53,phase2,0.81166667,0.0,0.5065,0.0
cifar10,FedCP,54,phase2,0.81383333,0.0,0.65725,0.0
cifar10,FedCP,55,phase2,0.81666667,0.0,0.7155,0.0
cifar10,FedCP,56,phase2,0.81766667,0.0,0.73375,0.0
cifar10,FedCP,57,phase2,0.82116667,0.0,0.7355,0.0
cifar10,FedCP,58,phase2,0.82216667,0.0,0.746,0.0
cifar10,FedCP,59,phase2,0.8215,0.0,0.75225,0.0
cifar10,FedCP,60,phase2,0.82333333,0.0,0.75525,0.0
cifar10,FedCP,61,phase2,0.8225,0.0,0.76,0.0
cifar10,FedCP,62,phase2,0.8225,0.0,0.76825,0.0
cifar10,FedCP,63,phase2,0.827,0.0,0.776,0.0
cifar10,FedCP,64,phase2,0.82866667,0.0,0.77725,0.0
cifar10,FedCP,65,phase2,0.82583333,0.0,0.7885,0.0
cifar10,FedCP,66,phase2,0.83,0.0,0.7885,0.0
cifar10,FedCP,67,phase2,0.83066667,0.0,0.7965,0.0
cifar10,FedCP,68,phase2,0.82616667,0.0,0.80525,0.0
cifar10,FedCP,69,phase2,0.82566667,0.0,0.8045,0.0
cifar10,FedCP,70,phase2,0.8295,0.0,0.80575,0.0
cifar10,FedCP,71,phase2,0.82916667,0.0,0.81175,0.0
cifar10,FedCP,72,phase2,0.831,0.0,0.813,0.0
cifar10,FedCP,73,phase2,0.83583333,0.0,0.81825,0.0
cifar10,FedCP,74,phase2,0.8345,0.0,0.818,0.0
cifar10,FedCP,75,phase2,0.83416667,0.0,0.82225,0.0
cifar10,FedCP,76,phase2,0.83566667,0.0,0.8285,0.0
cifar10,FedCP,77,phase2,0.832,0.0,0.82675,0.0
cifar10,FedCP,78,phase2,0.83233333,0.0,0.825,0.0
cifar10,FedCP,79,phase2,0.83416667,0.0,0.83125,0.0
cifar10,FedCP,80,phase2,0.83216667,0.0,0.828,0.0
cifar10,FedCP,81,phase2,0.8365,0.0,0.83125,0.0
cifar10,FedCP,82,phase2,0.83283333,0.0,0.82975,0.0
cifar10,FedCP,83,phase2,0.83566667,0.0,0.8345,0.0
cifar10,FedCP,84,phase2,0.83733333,0.0,0.835,0.0
cifar10,FedCP,85,phase2,0.83933333,0.0,0.83775,0.0
cifar10,FedCP,86,phase2,0.83283333,0.0,0.8375,0.0
cifar10,FedCP,87,phase2,0.83766667,0.0,0.8405,0.0
cifar10,FedCP,88,phase2,0.83683333,0.0,0.84275,0.0
cifar10,FedCP,89,phase2,0.837,0.0,0.8455,0.0
cifar10,FedCP,90,phase2,0.83916667,0.0,0.8435,0.0
cifar10,FedCP,91,phase2,0.84066667,0.0,0.84625,0.0
cifar10,FedCP,92,phase2,0.84233333,0.0,0.849,0.0
cifar10,FedCP,93,phase2,0.83716667,0.0,0.85275,0.0
cifar10,FedCP,94,phase2,0.83816667,0.0,0.85475,0.0
cifar10,FedCP,95,phase2,0.83916667,0.0,0.8565,0.0
cifar10,FedCP,96,phase2,0.8435,0.0,0.85975,0.0
cifar10,FedCP,97,phase2,0.83816667,0.0,0.858,0.0
cifar10,FedCP,98,phase2,0.84133333,0.0,0.86325,0.0
cifar10,FedCP,99,phase2,0.84366667,0.0,0.865,0.0
cifar10,FedCP,100,phase2,0.846,0.0,0.8635,0.0
cifar10,FedCross,0,phase1,0.16666667,0.08333333,,
cifar10,FedCross,1,phase1,0.501,0.0,,
cifar10,FedCross,2,phase1,0.60833333,0.0,,
cifar10,FedCross,3,phase1,0.719,0.0,,
cifar10,FedCross,4,phase1,0.736,0.0,,
cifar10,FedCross,5,phase1,0.74516667,0.0,,
cifar10,FedCross,6,phase1,0.748,0.0,,
cifar10,FedCross,7,phase1,0.75416667,0.0,,
cifar10,FedCross,8,phase1,0.7605,0.0,,
cifar10,FedCross,9,phase1,0.76183333,0.0,,
cifar10,FedCross,10,phase1,0.7705,0.0,,
cifar10,FedCross,11,phase1,0.7785,0.0,,
cifar10,FedCross,12,phase1,0.7835,0.0,,
cifar10,FedCross,13,phase1,0.791,0.0,,
cifar10,FedCross,14,phase1,0.797,0.0,,
cifar10,FedCross,15,phase1,0.7945,0.0,,
cifar10,FedCross,16,phase1,0.80233333,0.0,,
cifar10,FedCross,17,phase1,0.804,0.0,,
cifar10,FedCross,18,phase1,0.80816667,0.0,,
cifar10,FedCross,19,phase1,0.80466667,0.0,,
cifar10,FedCross,20,phase1,0.81,0.0,,
cifar10,FedCross,21,phase1,0.80833333,0.0,,
cifar10,FedCross,22,phase1,0.81116667,0.0,,
cifar10,FedCross,23,phase1,0.79983333,0.0,,
cifar10,FedCross,24,phase1,0.8055,0.0,,
cifar10,FedCross,25,phase1,0.81566667,0.0,,
cifar10,FedCross,26,phase1,0.81716667,0.0,,
cifar10,FedCross,27,phase1,0.80766667,0.0,,
cifar10,FedCross,28,phase1,0.817,0.0,,
cifar10,FedCross,29,phase1,0.81633333,0.0,,
cifar10,FedCross,30,phase1,0.80983333,0.0,,
cifar10,FedCross,31,phase1,0.80933333,0.0,,
cifar10,FedCross,32,phase1,0.80733333,0.0,,
cifar10,FedCross,33,phase1,0.81933333,0.0,,
cifar10,FedCross,34,phase1,0.80966667,0.0,,
cifar10,FedCross,35,phase1,0.81016667,0.0,,
cifar10,FedCross,36,phase1,0.82016667,0.0,,
cifar10,FedCross,37,phase1,0.8165,0.0,,
cifar10,FedCross,38,phase1,0.81016667,0.0,,
cifar10,FedCross,39,phase1,0.8055,0.0,,
cifar10,FedCross,40,phase1,0.81266667,0.0,,
cifar10,FedCross,41,phase1,0.81383333,0.0,,
cifar10,FedCross,42,phase1,0.8075,0.0,,
cifar10,FedCross,43,phase1,0.81433333,0.0,,
cifar10,FedCross,44,phase1,0.7995,0.0,,
cifar10,FedCross,45,phase1,0.808,0.0,,
cifar10,FedCross,46,phase1,0.80883333,0.0,,
cifar10,FedCross,47,phase1,0.81616667,0.0,,
cifar10,FedCross,48,phase1,0.80216667,0.0,,
cifar10,FedCross,49,phase1,0.817,0.0,,
cifar10,FedCross,50,phase1,0.80633333,0.0,,
cifar10,FedCross,51,phase2,0.796,0.0,0.0,0.125
cifar10,FedCross,52,phase2,0.79433333,0.0,0.51175,0.0
cifar10,FedCross,53,phase2,0.80316667,0.0,0.65125,0.0
cifar10,FedCross,54,phase2,0.81216667,0.0,0.759,0.0
cifar10,FedCross,55,phase2,0.81683333,0.0,0.7865,0.0
cifar10,FedCross,56,phase2,0.82383333,0.0,0.803,0.0
cifar10,FedCross,57,phase2,0.79683333,0.0,0.817,0.0
cifar10,FedCross,58,phase2,0.8065,0.0,0.8225,0.0
cifar10,FedCross,59,phase2,0.821,0.0,0.82675,0.0
cifar10,FedCross,60,phase2,0.81033333,0.0,0.83,0.0
cifar10,FedCross,61,phase2,0.8145,0.0,0.838,0.0
cifar10,FedCross,62,phase2,0.805,0.0,0.8425,0.0
cifar10,FedCross,63,phase2,0.8055,0.0,0.84525,0.0
cifar10,FedCross,64,phase2,0.82033333,0.0,0.84525,0.0
cifar10,FedCross,65,phase2,0.81333333,0.0,0.85275,0.0
cifar10,FedCross,66,phase2,0.82083333,0.0,0.8435,0.0
cifar10,FedCross,67,phase2,0.82316667,0.0,0.84125,0.0
cifar10,FedCross,68,phase2,0.79666667,0.0,0.84625,0.0
cifar10,FedCross,69,phase2,0.81016667,0.0,0.85175,0.0
cifar10,FedCross,70,phase2,0.81183333,0.0,0.85425,0.0
cifar10,FedCross,71,phase2,0.83166667,0.0,0.8495,0.0
cifar10,FedCross,72,phase2,0.814,0.0,0.854,0.0
cifar10,FedCross,73,phase2,0.8265,0.0,0.855,0.0
cifar10,FedCross,74,phase2,0.82583333,0.0,0.8625,0.0
cifar10,FedCross,75,phase2,0.82966667,0.0,0.86325,0.0
cifar10,FedCross,76,phase2,0.827,0.0,0.85875,0.0
cifar10,FedCross,77,phase2,0.83066667,0.0,0.85025,0.0
cifar10,FedCross,78,phase2,0.81383333,0.0,0.8625,0.0
cifar10,FedCross,79,phase2,0.80766667,0.0,0.86575,0.0
cifar10,FedCross,80,phase2,0.8245,0.0,0.86575,0.0
cifar10,FedCross,81,phase2,0.82916667,0.0,0.8725,0.0
cifar10,FedCross,82,phase2,0.8115,0.0,0.86125,0.0
cifar10,FedCross,83,phase2,0.83433333,0.0,0.8675,0.0
cifar10,FedCross,84,phase2,0.82866667,0.0,0.8705,0.0
cifar10,FedCross,85,phase2,0.82283333,0.0,0.87425,0.0
cifar10,FedCross,86,phase2,0.8405,0.0,0.873,0.0
cifar10,FedCross,87,phase2,0.81883333,0.0,0.85025,0.0
cifar10,FedCross,88,phase2,0.82583333,0.0,0.87425,0.0
cifar10,FedCross,89,phase2,0.8235,0.0,0.87125,0.0
cifar10,FedCross,90,phase2,0.8495,0.0,0.877,0.0
cifar10,FedCross,91,phase2,0.8285,0.0,0.86875,0.0
cifar10,FedCross,92,phase2,0.83316667,0.0,0.86425,0.0
cifar10,FedCross,93,phase2,0.834,0.0,0.879,0.0
cifar10,FedCross,94,phase2,0.82033333,0.0,0.8695,0.0
cifar10,FedCross,95,phase2,0.83883333,0.0,0.86375,0.0
cifar10,FedCross,96,phase2,0.84883333,0.0,0.87475,0.0
cifar10,FedCross,97,phase2,0.83383333,0.0,0.88575,0.0
cifar10,FedCross,98,phase2,0.8325,0.0,0.88825,0.0
cifar10,FedCross,99,phase2,0.83633333,0.0,0.87725,0.0
cifar10,FedCross,100,phase2,0.81716667,0.0,0.8765,0.0
cifar10,FedDST,0,phase1,0.16666667,0.08333333,,
cifar10,FedDST,1,phase1,0.16666667,0.08333333,,
cifar10,FedDST,2,phase1,0.16666667,0.08333333,,
cifar10,FedDST,3,phase1,0.16666667,0.08333333,,
cifar10,FedDST,4,phase1,0.16666667,0.08333333,,
cifar10,FedDST,5,phase1,0.16666667,0.08333333,,
cifar10,FedDST,6,phase1,0.16666667,0.08333333,,
cifar10,FedDST,7,phase1,0.16666667,0.08333333,,
cifar10,FedDST,8,phase1,0.16666667,0.08333333,,
cifar10,FedDST,9,phase1,0.16666667,0.08333333,,
cifar10,FedDST,10,phase1,0.16666667,0.08333333,,
cifar10,FedDST,11,phase1,0.16666667,0.08333333,,
cifar10,FedDST,12,phase1,0.16666667,0.08333333,,
cifar10,FedDST,13,phase1,0.16666667,0.08333333,,
cifar10,FedDST,14,phase1,0.16666667,0.08333333,,
cifar10,FedDST,15,phase1,0.16666667,0.08333333,,
cifar10,FedDST,16,phase1,0.16666667,0.08333333,,
cifar10,FedDST,17,phase1,0.16666667,0.08333333,,
cifar10,FedDST,18,phase1,0.16666667,0.08333333,,
cifar10,FedDST,19,phase1,0.16666667,0.08333333,,
cifar10,FedDST,20,phase1,0.16666667,0.08333333,,
cifar10,FedDST,21,phase1,0.16666667,0.08333333,,
cifar10,FedDST,22,phase1,0.16666667,0.08333333,,
cifar10,FedDST,23,phase1,0.16666667,0.08333333,,
cifar10,FedDST,24,phase1,0.16666667,0.08333333,,
cifar10,FedDST,25,phase1,0.16666667,0.08333333,,
cifar10,FedDST,26,phase1,0.16666667,0.08333333,,
cifar10,FedDST,27,phase1,0.16666667,0.08333333,,
cifar10,FedDST,28,phase1,0.16666667,0.08333333,,
cifar10,FedDST,29,phase1,0.16666667,0.08333333,,
cifar10,FedDST,30,phase1,0.16666667,0.08333333,,
cifar10,FedDST,31,phase1,0.16666667,0.08333333,,
cifar10,FedDST,32,phase1,0.16666667,0.08333333,,
cifar10,FedDST,33,phase1,0.16666667,0.08333333,,
cifar10,FedDST,34,phase1,0.16666667,0.08333333,,
cifar10,FedDST,35,phase1,0.16666667,0.08333333,,
cifar10,FedDST,36,phase1,0.16666667,0.08333333,,
cifar10,FedDST,37,phase1,0.16666667,0.08333333,,
cifar10,FedDST,38,phase1,0.16666667,0.08333333,,
cifar10,FedDST,39,phase1,0.16666667,0.08333333,,
cifar10,FedDST,40,phase1,0.16666667,0.08333333,,
cifar10,FedDST,41,phase1,0.16666667,0.08333333,,
cifar10,FedDST,42,phase1,0.16666667,0.08333333,,
cifar10,FedDST,43,phase1,0.16666667,0.08333333,,
cifar10,FedDST,44,phase1,0.16666667,0.08333333,,
cifar10,FedDST,45,phase1,0.16666667,0.08333333,,
cifar10,FedDST,46,phase1,0.16666667,0.08333333,,
cifar10,FedDST,47,phase1,0.16666667,0.08333333,,
cifar10,FedDST,48,phase1,0.16666667,0.08333333,,
cifar10,FedDST,49,phase1,0.16666667,0.08333333,,
cifar10,FedDST,50,phase1,0.16666667,0.08333333,,
cifar10,FedDST,51,phase2,0.16666667,0.08333333,0.0,0.125
cifar10,FedDST,52,phase2,0.16666667,0.08333333,0.0,0.125
cifar10,FedDST,53,phase2,0.16666667,0.08333333,0.0,0.125
cifar10,FedDST,54,phase2,0.16666667,0.08333333,0.0,0.125
cifar10,FedDST,55,phase2,0.16666667,0.08333333,0.0,0.125
cifar10,FedDST,56,phase2,0.16666667,0.08333333,0.0,0.125
cifar10,FedDST,57,phase2,0.16666667,0.08333333,0.0,0.125
cifar10,FedDST,58,phase2,0.16666667,0.08333333,0.0,0.125
cifar10,FedDST,59,phase2,0.16666667,0.08333333,0.0,0.125
cifar10,FedDST,60,phase2,0.16666667,0.08333333,0.0,0.125
cifar10,FedDST,61,phase2,0.16666667,0.08333333,0.0,0.125
cifar10,FedDST,62,phase2,0.16666667,0.08333333,0.0,0.125
cifar10,FedDST,63,phase2,0.16666667,0.08333333,0.0,0.125
cifar10,FedDST,64,phase2,0.16666667,0.08333333,0.0,0.125
cifar10,FedDST,65,phase2,0.16666667,0.08333333,0.0,0.125
cifar10,FedDST,66,phase2,0.16666667,0.08333333,0.0,0.125
cifar10,FedDST,67,phase2,0.16666667,0.08333333,0.0,0.125
cifar10,FedDST,68,phase2,0.16666667,0.08333333,0.0,0.125
cifar10,FedDST,69,phase2,0.16666667,0.08333333,0.0,0.125
cifar10,FedDST,70,phase2,0.16666667,0.08333333,0.0,0.125
cifar10,FedDST,71,phase2,0.16666667,0.08333333,0.0,0.125
cifar10,FedDST,72,phase2,0.16666667,0.08333333,0.0,0.125
cifar10,FedDST,73,phase2,0.16666667,0.08333333,0.0,0.125
cifar10,FedDST,74,phase2,0.16666667,0.08333333,0.0,0.125
cifar10,FedDST,75,phase2,0.16666667,0.08333333,0.0,0.125
cifar10,FedDST,76,phase2,0.16666667,0.08333333,0.0,0.125
cifar10,FedDST,77,phase2,0.16666667,0.08333333,0.0,0.125
cifar10,FedDST,78,phase2,0.16666667,0.08333333,0.0,0.125
cifar10,FedDST,79,phase2,0.16666667,0.08333333,0.0,0.125
cifar10,FedDST,80,phase2,0.16666667,0.08333333,0.0,0.125
cifar10,FedDST,81,phase2,0.16666667,0.08333333,0.0,0.125
cifar10,FedDST,82,phase2,0.16666667,0.08333333,0.0,0.125
cifar10,FedDST,83,phase2,0.16666667,0.08333333,0.0,0.125
cifar10,FedDST,84,phase2,0.16666667,0.08333333,0.0,0.125
cifar10,FedDST,85,phase2,0.16666667,0.08333333,0.0,0.125
cifar10,FedDST,86,phase2,0.16666667,0.08333333,0.0,0.125
cifar10,FedDST,87,phase2,0.16666667,0.08333333,0.0,0.125
cifar10,FedDST,88,phase2,0.16666667,0.08333333,0.0,0.125
cifar10,FedDST,89,phase2,0.16666667,0.08333333,0.0,0.125
cifar10,FedDST,90,phase2,0.16666667,0.08333333,0.0,0.125
cifar10,FedDST,91,phase2,0.16666667,0.08333333,0.0,0.125
cifar10,FedDST,92,phase2,0.16666667,0.08333333,0.0,0.125
cifar10,FedDST,93,phase2,0.16666667,0.08333333,0.0,0.125
cifar10,FedDST,94,phase2,0.16666667,0.08333333,0.0,0.125
cifar10,FedDST,95,phase2,0.16666667,0.08333333,0.0,0.125
cifar10,FedDST,96,phase2,0.16666667,0.08333333,0.0,0.125
cifar10,FedDST,97,phase2,0.16666667,0.08333333,0.0,0.125
cifar10,FedDST,98,phase2,0.16666667,0.08333333,0.0,0.125
cifar10,FedDST,99,phase2,0.16666667,0.08333333,0.0,0.125
cifar10,FedDST,100,phase2,0.16666667,0.08333333,0.0,0.125
cifar10,FedProx,0,phase1,0.16666667,0.08333333,,
cifar10,FedProx,1,phase1,0.32683333,0.058,,
cifar10,FedProx,2,phase1,0.436,0.05575,,
cifar10,FedProx,3,phase1,0.41166667,0.10533333,,
cifar10,FedProx,4,phase1,0.40483333,0.128,,
cifar10,FedProx,5,phase1,0.40233333,0.136,,
cifar10,FedProx,6,phase1,0.40666667,0.13958333,,
cifar10,FedProx,7,phase1,0.40733333,0.14616667,,
cifar10,FedProx,8,phase1,0.41383333,0.14883333,,
cifar10,FedProx,9,phase1,0.416,0.15370833,,
cifar10,FedProx,10,phase1,0.42033333,0.159125,,
cifar10,FedProx,11,phase1,0.42016667,0.16066667,,
cifar10,FedProx,12,phase1,0.42783333,0.16091667,,
cifar10,FedProx,13,phase1,0.43016667,0.159875,,
cifar10,FedProx,14,phase1,0.42633333,0.16041667,,
cifar10,FedProx,15,phase1,0.432,0.156125,,
cifar10,FedProx,16,phase1,0.42583333,0.15345833,,
cifar10,FedProx,17,phase1,0.424,0.15454167,,
cifar10,FedProx,18,phase1,0.42033333,0.1545,,
cifar10,FedProx,19,phase1,0.4245,0.15091667,,
cifar10,FedProx,20,phase1,0.42383333,0.14883333,,
cifar10,FedProx,21,phase1,0.42233333,0.14883333,,
cifar10,FedProx,22,phase1,0.42433333,0.14816667,,
cifar10,FedProx,23,phase1,0.426,0.14566667,,
cifar10,FedProx,24,phase1,0.4245,0.144,,
cifar10,FedProx,25,phase1,0.4245,0.144,,
cifar10,FedProx,26,phase1,0.42533333,0.14433333,,
cifar10,FedProx,27,phase1,0.4285,0.14120833,,
cifar10,FedProx,28,phase1,0.43366667,0.13854167,,
cifar10,FedProx,29,phase1,0.43233333,0.14033333,,
cifar10,FedProx,30,phase1,0.43233333,0.14191667,,
cifar10,FedProx,31,phase1,0.43583333,0.13870833,,
cifar10,FedProx,32,phase1,0.431,0.14104167,,
cifar10,FedProx,33,phase1,0.43366667,0.14245833,,
cifar10,FedProx,34,phase1,0.438,0.14283333,,
cifar10,FedProx,35,phase1,0.43683333,0.14470833,,
cifar10,FedProx,36,phase1,0.44366667,0.14233333,,
cifar10,FedProx,37,phase1,0.44766667,0.141375,,
cifar10,FedProx,38,phase1,0.44766667,0.140375,,
cifar10,FedProx,39,phase1,0.45266667,0.138,,
cifar10,FedProx,40,phase1,0.45283333,0.143,,
cifar10,FedProx,41,phase1,0.4545,0.14054167,,
cifar10,FedProx,42,phase1,0.46066667,0.140375,,
cifar10,FedProx,43,phase1,0.45983333,0.146625,,
cifar10,FedProx,44,phase1,0.46516667,0.13366667,,
cifar10,FedProx,45,phase1,0.46266667,0.13941667,,
cifar10,FedProx,46,phase1,0.46516667,0.141125,,
cifar10,FedProx,47,phase1,0.46566667,0.14270833,,
cifar10,FedProx,48,phase1,0.46916667,0.14391667,,
cifar10,FedProx,49,phase1,0.47433333,0.14345833,,
cifar10,FedProx,50,phase1,0.476,0.14333333,,
cifar10,FedProx,51,phase2,0.47316667,0.14241667,0.0,0.125
cifar10,FedProx,52,phase2,0.45633333,0.11504167,0.0,0.154625
cifar10,FedProx,53,phase2,0.4595,0.11379167,0.0,0.1905
cifar10,FedProx,54,phase2,0.4625,0.11504167,0.0,0.2413125
cifar10,FedProx,55,phase2,0.458,0.11525,0.0025,0.2709375
cifar10,FedProx,56,phase2,0.433,0.12395833,0.10425,0.285
cifar10,FedProx,57,phase2,0.40716667,0.130625,0.15875,0.2849375
cifar10,FedProx,58,phase2,0.39583333,0.1305,0.194,0.2841875
cifar10,FedProx,59,phase2,0.3975,0.13204167,0.21325,0.2888125
cifar10,FedProx,60,phase2,0.3955,0.13783333,0.2325,0.2885625
cifar10,FedProx,61,phase2,0.38766667,0.14579167,0.2455,0.288625
cifar10,FedProx,62,phase2,0.39216667,0.14229167,0.25625,0.288625
cifar10,FedProx,63,phase2,0.387,0.144875,0.25425,0.2896875
