dataset,method,round,phase,existing_id,existing_ood,newcomer_id,newcomer_ood
cifar10,FedProx,64,phase2,0.38816667,0.15133333,0.2705,0.29175
cifar10,FedProx,65,phase2,0.39,0.15008333,0.2715,0.291625
cifar10,FedProx,66,phase2,0.39066667,0.15145833,0.2735,0.292875
cifar10,FedProx,67,phase2,0.39066667,0.155125,0.27825,0.29075
cifar10,FedProx,68,phase2,0.39466667,0.15270833,0.28475,0.292625
cifar10,FedProx,69,phase2,0.39666667,0.157375,0.296,0.2924375
cifar10,FedProx,70,phase2,0.396,0.16283333,0.29025,0.293875
cifar10,FedProx,71,phase2,0.39383333,0.164625,0.2985,0.2934375
cifar10,FedProx,72,phase2,0.39333333,0.168375,0.3,0.2905
cifar10,FedProx,73,phase2,0.395,0.16929167,0.30525,0.2928125
cifar10,FedProx,74,phase2,0.39366667,0.17225,0.308,0.2971875
cifar10,FedProx,75,phase2,0.4,0.17266667,0.3195,0.2963125
cifar10,FedProx,76,phase2,0.39633333,0.18,0.32375,0.2968125
cifar10,FedProx,77,phase2,0.39883333,0.17891667,0.343,0.297125
cifar10,FedProx,78,phase2,0.40083333,0.17841667,0.35125,0.2975
cifar10,FedProx,79,phase2,0.4025,0.17904167,0.34825,0.2975625
cifar10,FedProx,80,phase2,0.40183333,0.18395833,0.356,0.299125
cifar10,FedProx,81,phase2,0.401,0.18941667,0.367,0.3001875
cifar10,FedProx,82,phase2,0.4035,0.181375,0.38,0.2980625
cifar10,FedProx,83,phase2,0.40433333,0.18554167,0.39825,0.298875
cifar10,FedProx,84,phase2,0.401,0.19,0.40075,0.3011875
cifar10,FedProx,85,phase2,0.399,0.191375,0.4055,0.3031875
cifar10,FedProx,86,phase2,0.39533333,0.20195833,0.411,0.3006875
cifar10,FedProx,87,phase2,0.39333333,0.20166667,0.42,0.3036875
cifar10,FedProx,88,phase2,0.39033333,0.2,0.43,0.306375
cifar10,FedProx,89,phase2,0.3925,0.20916667,0.42675,0.3015
cifar10,FedProx,90,phase2,0.387,0.21195833,0.43325,0.3033125
cifar10,FedProx,91,phase2,0.391,0.21475,0.44325,0.3048125
cifar10,FedProx,92,phase2,0.38633333,0.21804167,0.44,0.3019375
cifar10,FedProx,93,phase2,0.38483333,0.221,0.448,0.3044375
cifar10,FedProx,94,phase2,0.38983333,0.21916667,0.4695,0.3018125
cifar10,FedProx,95,phase2,0.3855,0.22091667,0.46475,0.3001875
cifar10,FedProx,96,phase2,0.38733333,0.22729167,0.46675,0.3035
cifar10,FedProx,97,phase2,0.389,0.229625,0.47225,0.303875
cifar10,FedProx,98,phase2,0.3825,0.23479167,0.46825,0.3048125
cifar10,FedProx,99,phase2,0.39116667,0.22975,0.48625,0.3035
cifar10,FedProx,100,phase2,0.38933333,0.22766667,0.495,0.3005
cifar10,cwFedAvg,0,phase1,0.16666667,0.08333333,,
cifar10,cwFedAvg,1,phase1,0.3335,0.05483333,,
cifar10,cwFedAvg,2,phase1,0.4385,0.05391667,,
cifar10,cwFedAvg,3,phase1,0.41633333,0.1045,,
cifar10,cwFedAvg,4,phase1,0.41566667,0.12704167,,
cifar10,cwFedAvg,5,phase1,0.4125,0.13425,,
cifar10,cwFedAvg,6,phase1,0.41566667,0.13866667,,
cifar10,cwFedAvg,7,phase1,0.418,0.14445833,,
cifar10,cwFedAvg,8,phase1,0.42666667,0.14904167,,
cifar10,cwFedAvg,9,phase1,0.42666667,0.15208333,,
cifar10,cwFedAvg,10,phase1,0.42866667,0.15504167,,
cifar10,cwFedAvg,11,phase1,0.434,0.15633333,,
cifar10,cwFedAvg,12,phase1,0.44183333,0.15016667,,
cifar10,cwFedAvg,13,phase1,0.44116667,0.146375,,
cifar10,cwFedAvg,14,phase1,0.43216667,0.14495833,,
cifar10,cwFedAvg,15,phase1,0.4375,0.1435,,
cifar10,cwFedAvg,16,phase1,0.435,0.14095833,,
cifar10,cwFedAvg,17,phase1,0.4355,0.14383333,,
cifar10,cwFedAvg,18,phase1,0.434,0.14225,,
cifar10,cwFedAvg,19,phase1,0.437,0.14004167,,
cifar10,cwFedAvg,20,phase1,0.43333333,0.139375,,
cifar10,cwFedAvg,21,phase1,0.43483333,0.13908333,,
cifar10,cwFedAvg,22,phase1,0.437,0.13958333,,
cifar10,cwFedAvg,23,phase1,0.43833333,0.13758333,,
cifar10,cwFedAvg,24,phase1,0.4385,0.13683333,,
cifar10,cwFedAvg,25,phase1,0.44333333,0.13520833,,
cifar10,cwFedAvg,26,phase1,0.4375,0.13741667,,
cifar10,cwFedAvg,27,phase1,0.44516667,0.13445833,,
cifar10,cwFedAvg,28,phase1,0.45033333,0.13204167,,
cifar10,cwFedAvg,29,phase1,0.44783333,0.13325,,
cifar10,cwFedAvg,30,phase1,0.451,0.13504167,,
cifar10,cwFedAvg,31,phase1,0.45366667,0.13229167,,
cifar10,cwFedAvg,32,phase1,0.45183333,0.13495833,,
cifar10,cwFedAvg,33,phase1,0.45583333,0.138,,
cifar10,cwFedAvg,34,phase1,0.45716667,0.13666667,,
cifar10,cwFedAvg,35,phase1,0.4565,0.13891667,,
cifar10,cwFedAvg,36,phase1,0.46216667,0.13533333,,
cifar10,cwFedAvg,37,phase1,0.46233333,0.13558333,,
cifar10,cwFedAvg,38,phase1,0.4645,0.13541667,,
cifar10,cwFedAvg,39,phase1,0.47066667,0.134,,
cifar10,cwFedAvg,40,phase1,0.47233333,0.13704167,,
cifar10,cwFedAvg,41,phase1,0.47433333,0.134625,,
cifar10,cwFedAvg,42,phase1,0.47583333,0.13541667,,
cifar10,cwFedAvg,43,phase1,0.47333333,0.142125,,
cifar10,cwFedAvg,44,phase1,0.48116667,0.12816667,,
cifar10,cwFedAvg,45,phase1,0.4805,0.13433333,,
cifar10,cwFedAvg,46,phase1,0.4795,0.13504167,,
cifar10,cwFedAvg,47,phase1,0.48166667,0.137875,,
cifar10,cwFedAvg,48,phase1,0.484,0.13954167,,
cifar10,cwFedAvg,49,phase1,0.4895,0.13925,,
cifar10,cwFedAvg,50,phase1,0.48833333,0.13941667,,
cifar10,cwFedAvg,51,phase2,0.48683333,0.13708333,0.0,0.125
cifar10,cwFedAvg,52,phase2,0.4805,0.112875,0.0,0.1464375
cifar10,cwFedAvg,53,phase2,0.481,0.11558333,0.0,0.20725
cifar10,cwFedAvg,54,phase2,0.48266667,0.11983333,0.0,0.257875
cifar10,cwFedAvg,55,phase2,0.476,0.12208333,0.01725,0.2800625
cifar10,cwFedAvg,56,phase2,0.442,0.13033333,0.1285,0.2686875
cifar10,cwFedAvg,57,phase2,0.417,0.13475,0.1835,0.2541875
cifar10,cwFedAvg,58,phase2,0.41116667,0.13433333,0.209,0.2464375
cifar10,cwFedAvg,59,phase2,0.4065,0.13825,0.2115,0.2475
cifar10,cwFedAvg,60,phase2,0.40716667,0.14383333,0.2155,0.2495
cifar10,cwFedAvg,61,phase2,0.4015,0.15120833,0.21825,0.253625
cifar10,cwFedAvg,62,phase2,0.39983333,0.1485,0.22775,0.2535
cifar10,cwFedAvg,63,phase2,0.393,0.15045833,0.22675,0.2503125
cifar10,cwFedAvg,64,phase2,0.39566667,0.15504167,0.2295,0.2595
cifar10,cwFedAvg,65,phase2,0.39333333,0.15341667,0.2315,0.25675
cifar10,cwFedAvg,66,phase2,0.3905,0.15608333,0.22825,0.2540625
cifar10,cwFedAvg,67,phase2,0.39016667,0.15820833,0.23025,0.2549375
cifar10,cwFedAvg,68,phase2,0.391,0.15816667,0.24375,0.2551875
cifar10,cwFedAvg,69,phase2,0.39016667,0.16358333,0.25275,0.2613125
cifar10,cwFedAvg,70,phase2,0.387,0.166,0.24775,0.263875
cifar10,cwFedAvg,71,phase2,0.38583333,0.16829167,0.26075,0.25975
cifar10,cwFedAvg,72,phase2,0.38333333,0.16895833,0.2565,0.2620625
cifar10,cwFedAvg,73,phase2,0.38133333,0.16975,0.266,0.2655625
cifar10,cwFedAvg,74,phase2,0.38583333,0.17304167,0.27325,0.2696875
cifar10,cwFedAvg,75,phase2,0.38433333,0.17191667,0.288,0.2686875
cifar10,cwFedAvg,76,phase2,0.38216667,0.17645833,0.28425,0.269875
cifar10,cwFedAvg,77,phase2,0.38466667,0.17320833,0.29775,0.26975
cifar10,cwFedAvg,78,phase2,0.3835,0.17333333,0.304,0.268125
cifar10,cwFedAvg,79,phase2,0.38516667,0.172125,0.30075,0.265625
cifar10,cwFedAvg,80,phase2,0.38433333,0.174875,0.30525,0.2694375
cifar10,cwFedAvg,81,phase2,0.3855,0.1805,0.3125,0.271375
cifar10,cwFedAvg,82,phase2,0.38516667,0.173625,0.31925,0.2660625
cifar10,cwFedAvg,83,phase2,0.38416667,0.17525,0.3285,0.267125
cifar10,cwFedAvg,84,phase2,0.38616667,0.17808333,0.32875,0.2665
cifar10,cwFedAvg,85,phase2,0.3825,0.179875,0.33325,0.26575
cifar10,cwFedAvg,86,phase2,0.3795,0.188125,0.339,0.270375
cifar10,cwFedAvg,87,phase2,0.38083333,0.187875,0.3415,0.2705
cifar10,cwFedAvg,88,phase2,0.38333333,0.18804167,0.34975,0.2695
cifar10,cwFedAvg,89,phase2,0.383,0.19133333,0.351,0.2685
cifar10,cwFedAvg,90,phase2,0.37933333,0.19304167,0.356,0.2751875
cifar10,cwFedAvg,91,phase2,0.38416667,0.196375,0.3675,0.277125
cifar10,cwFedAvg,92,phase2,0.377,0.19704167,0.36775,0.271875
cifar10,cwFedAvg,93,phase2,0.37716667,0.19979167,0.37175,0.2750625
cifar10,cwFedAvg,94,phase2,0.38116667,0.19925,0.39625,0.2715625
cifar10,cwFedAvg,95,phase2,0.37366667,0.19833333,0.3875,0.26875
cifar10,cwFedAvg,96,phase2,0.375,0.203,0.3965,0.2729375
cifar10,cwFedAvg,97,phase2,0.377,0.20895833,0.4035,0.275625
cifar10,cwFedAvg,98,phase2,0.36933333,0.21416667,0.40975,0.282
cifar10,cwFedAvg,99,phase2,0.375,0.21016667,0.43075,0.271125
cifar10,cwFedAvg,100,phase2,0.3765,0.20554167,0.437,0.269
cifar10,pFedMe,0,phase1,0.16666667,0.08333333,,
cifar10,pFedMe,1,phase1,0.733,0.0,,
cifar10,pFedMe,2,phase1,0.77516667,0.0,,
cifar10,pFedMe,3,phase1,0.77633333,0.0,,
cifar10,pFedMe,4,phase1,0.77,0.0,,
cifar10,pFedMe,5,phase1,0.77333333,0.0,,
cifar10,pFedMe,6,phase1,0.78616667,0.0,,
cifar10,pFedMe,7,phase1,0.7785,0.0,,
cifar10,pFedMe,8,phase1,0.7805,0.0,,
cifar10,pFedMe,9,phase1,0.78533333,0.0,,
cifar10,pFedMe,10,phase1,0.7695,0.0,,
cifar10,pFedMe,11,phase1,0.77833333,0.0,,
cifar10,pFedMe,12,phase1,0.78266667,0.0,,
cifar10,pFedMe,13,phase1,0.784,0.0,,
cifar10,pFedMe,14,phase1,0.78433333,0.0,,
cifar10,pFedMe,15,phase1,0.78066667,0.0,,
cifar10,pFedMe,16,phase1,0.784,0.0,,
cifar10,pFedMe,17,phase1,0.78833333,0.0,,
cifar10,pFedMe,18,phase1,0.77383333,0.0,,
cifar10,pFedMe,19,phase1,0.79033333,0.0,,
cifar10,pFedMe,20,phase1,0.78183333,0.0,,
cifar10,pFedMe,21,phase1,0.789,0.0,,
cifar10,pFedMe,22,phase1,0.78116667,0.0,,
cifar10,pFedMe,23,phase1,0.77466667,0.0,,
cifar10,pFedMe,24,phase1,0.7875,0.0,,
cifar10,pFedMe,25,phase1,0.77,0.0,,
cifar10,pFedMe,26,phase1,0.783,0.0,,
cifar10,pFedMe,27,phase1,0.7775,0.0,,
cifar10,pFedMe,28,phase1,0.79333333,0.0,,
cifar10,pFedMe,29,phase1,0.77583333,0.0,,
cifar10,pFedMe,30,phase1,0.79466667,0.0,,
cifar10,pFedMe,31,phase1,0.77433333,0.0,,
cifar10,pFedMe,32,phase1,0.80083333,0.0,,
cifar10,pFedMe,33,phase1,0.78066667,0.0,,
cifar10,pFedMe,34,phase1,0.78866667,0.0,,
cifar10,pFedMe,35,phase1,0.7945,0.0,,
cifar10,pFedMe,36,phase1,0.78633333,0.0,,
cifar10,pFedMe,37,phase1,0.79533333,0.0,,
cifar10,pFedMe,38,phase1,0.7925,0.0,,
cifar10,pFedMe,39,phase1,0.78683333,0.0,,
cifar10,pFedMe,40,phase1,0.77766667,0.0,,
cifar10,pFedMe,41,phase1,0.785,0.0,,
cifar10,pFedMe,42,phase1,0.79083333,0.0,,
cifar10,pFedMe,43,phase1,0.7855,0.0,,
cifar10,pFedMe,44,phase1,0.78816667,0.0,,
cifar10,pFedMe,45,phase1,0.7795,0.0,,
cifar10,pFedMe,46,phase1,0.78166667,0.0,,
cifar10,pFedMe,47,phase1,0.78266667,0.0,,
cifar10,pFedMe,48,phase1,0.78816667,0.0,,
cifar10,pFedMe,49,phase1,0.78,0.0,,
cifar10,pFedMe,50,phase1,0.785,0.0,,
cifar10,pFedMe,51,phase2,0.78183333,0.0,0.0,0.125
cifar10,pFedMe,52,phase2,0.78866667,0.0,0.798,0.0
cifar10,pFedMe,53,phase2,0.7885,0.0,0.8115,0.0
cifar10,pFedMe,54,phase2,0.7845,0.0,0.8205,0.0
cifar10,pFedMe,55,phase2,0.78,0.0,0.822,0.0
cifar10,pFedMe,56,phase2,0.78383333,0.0,0.8225,0.0
cifar10,pFedMe,57,phase2,0.7955,0.0,0.82375,0.0
cifar10,pFedMe,58,phase2,0.78166667,0.0,0.84,0.0
cifar10,pFedMe,59,phase2,0.791,0.0,0.8235,0.0
cifar10,pFedMe,60,phase2,0.78316667,0.0,0.8235,0.0
cifar10,pFedMe,61,phase2,0.78216667,0.0,0.81925,0.0
cifar10,pFedMe,62,phase2,0.793,0.0,0.8245,0.0
cifar10,pFedMe,63,phase2,0.79216667,0.0,0.8265,0.0
cifar10,pFedMe,64,phase2,0.78833333,0.0,0.83,0.0
cifar10,pFedMe,65,phase2,0.78616667,0.0,0.822,0.0
cifar10,pFedMe,66,phase2,0.78733333,0.0,0.81125,0.0
cifar10,pFedMe,67,phase2,0.78766667,0.0,0.8295,0.0
cifar10,pFedMe,68,phase2,0.78483333,0.0,0.82625,0.0
cifar10,pFedMe,69,phase2,0.7875,0.0,0.8445,0.0
cifar10,pFedMe,70,phase2,0.78116667,0.0,0.82875,0.0
cifar10,pFedMe,71,phase2,0.79133333,0.0,0.8285,0.0
cifar10,pFedMe,72,phase2,0.78116667,0.0,0.828,0.0
cifar10,pFedMe,73,phase2,0.78566667,0.0,0.82225,0.0
cifar10,pFedMe,74,phase2,0.79,0.0,0.83925,0.0
cifar10,pFedMe,75,phase2,0.78533333,0.0,0.83325,0.0
cifar10,pFedMe,76,phase2,0.78066667,0.0,0.82425,0.0
cifar10,pFedMe,77,phase2,0.76266667,0.0,0.8195,0.0
cifar10,pFedMe,78,phase2,0.779,0.0,0.812,0.0
cifar10,pFedMe,79,phase2,0.78266667,0.0,0.82375,0.0
cifar10,pFedMe,80,phase2,0.79283333,0.0,0.8245,0.0
cifar10,pFedMe,81,phase2,0.791,0.0,0.814,0.0
cifar10,pFedMe,82,phase2,0.78116667,0.0,0.829,0.0
cifar10,pFedMe,83,phase2,0.79233333,0.0,0.83775,0.0
cifar10,pFedMe,84,phase2,0.79833333,0.0,0.822,0.0
cifar10,pFedMe,85,phase2,0.77583333,0.0,0.82175,0.0
cifar10,pFedMe,86,phase2,0.7895,0.0,0.82375,0.0
cifar10,pFedMe,87,phase2,0.78816667,0.0,0.82275,0.0
cifar10,pFedMe,88,phase2,0.7845,0.0,0.8215,0.0
cifar10,pFedMe,89,phase2,0.7885,0.0,0.83375,0.0
cifar10,pFedMe,90,phase2,0.78783333,0.0,0.80175,0.0
cifar10,pFedMe,91,phase2,0.77766667,0.0,0.81925,0.0
cifar10,pFedMe,92,phase2,0.77216667,0.0,0.83075,0.0
cifar10,pFedMe,93,phase2,0.7885,0.0,0.82125,0.0
cifar10,pFedMe,94,phase2,0.78366667,0.0,0.80975,0.0
cifar10,pFedMe,95,phase2,0.78666667,0.0,0.809,0.0
cifar10,pFedMe,96,phase2,0.776,0.0,0.8285,0.0
cifar10,pFedMe,97,phase2,0.7865,0.0,0.8205,0.0
cifar10,pFedMe,98,phase2,0.78283333,0.0,0.8165,0.0
cifar10,pFedMe,99,phase2,0.7875,0.0,0.82825,0.0
cifar10,pFedMe,100,phase2,0.7895,0.0,0.843,0.0
fashionmnist,DualFed,0,phase1,0.16666667,0.08333333,,
fashionmnist,DualFed,1,phase1,0.59566667,0.071875,,
fashionmnist,DualFed,2,phase1,0.86,0.00208333,,
fashionmnist,DualFed,3,phase1,0.92283333,0.0,,
fashionmnist,DualFed,4,phase1,0.93516667,0.0,,
fashionmnist,DualFed,5,phase1,0.94416667,0.0,,
fashionmnist,DualFed,6,phase1,0.95066667,0.0,,
fashionmnist,DualFed,7,phase1,0.95583333,0.0,,
fashionmnist,DualFed,8,phase1,0.957,0.0,,
fashionmnist,DualFed,9,phase1,0.959,0.0,,
fashionmnist,DualFed,10,phase1,0.95966667,0.0,,
fashionmnist,DualFed,11,phase1,0.96016667,0.0,,
fashionmnist,DualFed,12,phase1,0.96083333,0.0,,
fashionmnist,DualFed,13,phase1,0.96116667,0.0,,
fashionmnist,DualFed,14,phase1,0.96283333,0.0,,
fashionmnist,DualFed,15,phase1,0.96383333,0.0,,
fashionmnist,DualFed,16,phase1,0.96516667,0.0,,
fashionmnist,DualFed,17,phase1,0.965,0.0,,
fashionmnist,DualFed,18,phase1,0.96533333,0.0,,
fashionmnist,DualFed,19,phase1,0.967,0.0,,
fashionmnist,DualFed,20,phase1,0.96666667,0.0,,
fashionmnist,DualFed,21,phase1,0.9675,0.0,,
fashionmnist,DualFed,22,phase1,0.96816667,0.0,,
fashionmnist,DualFed,23,phase1,0.96816667,0.0,,
fashionmnist,DualFed,24,phase1,0.968,0.0,,
fashionmnist,DualFed,25,phase1,0.968,4.167e-05,,
fashionmnist,DualFed,26,phase1,0.969,0.0,,
fashionmnist,DualFed,27,phase1,0.96916667,0.0,,
fashionmnist,DualFed,28,phase1,0.969,0.0,,
fashionmnist,DualFed,29,phase1,0.9685,0.00079167,,
fashionmnist,DualFed,30,phase1,0.96933333,8.333e-05,,
fashionmnist,DualFed,31,phase1,0.96983333,0.0,,
fashionmnist,DualFed,32,phase1,0.97016667,0.00041667,,
fashionmnist,DualFed,33,phase1,0.97016667,0.00025,,
fashionmnist,DualFed,34,phase1,0.968,0.00041667,,
fashionmnist,DualFed,35,phase1,0.9695,0.000375,,
fashionmnist,DualFed,36,phase1,0.9705,0.00116667,,
fashionmnist,DualFed,37,phase1,0.97033333,0.00091667,,
fashionmnist,DualFed,38,phase1,0.971,0.00158333,,
fashionmnist,DualFed,39,phase1,0.97083333,0.00108333,,
fashionmnist,DualFed,40,phase1,0.97016667,0.001125,,
fashionmnist,DualFed,41,phase1,0.9715,0.00183333,,
fashionmnist,DualFed,42,phase1,0.97033333,0.00133333,,
fashionmnist,DualFed,43,phase1,0.97066667,0.00166667,,
fashionmnist,DualFed,44,phase1,0.97133333,0.00166667,,
fashionmnist,DualFed,45,phase1,0.97216667,0.0025,,
fashionmnist,DualFed,46,phase1,0.9705,0.003125,,
fashionmnist,DualFed,47,phase1,0.97133333,0.00258333,,
fashionmnist,DualFed,48,phase1,0.9715,0.00354167,,
fashionmnist,DualFed,49,phase1,0.97133333,0.00366667,,
fashionmnist,DualFed,50,phase1,0.97133333,0.00308333,,
fashionmnist,DualFed,51,phase2,0.97116667,0.00341667,0.0,0.125
fashionmnist,DualFed,52,phase2,0.97033333,0.0,0.0,0.3976875
fashionmnist,DualFed,53,phase2,0.96933333,0.0,0.447,0.378625
fashionmnist,DualFed,54,phase2,0.97083333,0.0,0.957,0.1256875
fashionmnist,DualFed,55,phase2,0.97116667,0.0,0.9625,0.0610625
fashionmnist,DualFed,56,phase2,0.96983333,0.0,0.96575,0.0424375
fashionmnist,DualFed,57,phase2,0.97033333,0.0,0.96925,0.030625
fashionmnist,DualFed,58,phase2,0.97016667,0.0,0.97175,0.021625
fashionmnist,DualFed,59,phase2,0.97016667,0.0,0.976,0.0153125
fashionmnist,DualFed,60,phase2,0.97166667,0.0,0.97975,0.0105625
fashionmnist,DualFed,61,phase2,0.97116667,0.0,0.98325,0.008
fashionmnist,DualFed,62,phase2,0.97116667,0.0,0.986,0.006
fashionmnist,DualFed,63,phase2,0.972,0.0,0.987,0.00525
fashionmnist,DualFed,64,phase2,0.97166667,0.0,0.988,0.0046875
fashionmnist,DualFed,65,phase2,0.97166667,0.0,0.98825,0.0045625
fashionmnist,DualFed,66,phase2,0.9715,0.0,0.98975,0.004625
fashionmnist,DualFed,67,phase2,0.973,0.0,0.99,0.0045625
fashionmnist,DualFed,68,phase2,0.9705,0.0,0.99075,0.0035625
fashionmnist,DualFed,69,phase2,0.97166667,0.0,0.992,0.0036875
fashionmnist,DualFed,70,phase2,0.97233333,0.0,0.9905,0.0041875
fashionmnist,DualFed,71,phase2,0.9715,4.167e-05,0.99075,0.004375
fashionmnist,DualFed,72,phase2,0.9725,0.0,0.99225,0.00425
fashionmnist,DualFed,73,phase2,0.97233333,0.0,0.99025,0.0053125
fashionmnist,DualFed,74,phase2,0.97183333,0.0,0.992,0.004
fashionmnist,DualFed,75,phase2,0.97283333,0.0,0.99225,0.0041875
fashionmnist,DualFed,76,phase2,0.97266667,0.0,0.99225,0.004375
fashionmnist,DualFed,77,phase2,0.97233333,0.0,0.99275,0.00425
fashionmnist,DualFed,78,phase2,0.9725,0.0,0.99275,0.004375
fashionmnist,DualFed,79,phase2,0.973,0.0,0.993,0.0036875
fashionmnist,DualFed,80,phase2,0.97216667,0.0,0.99325,0.004875
fashionmnist,DualFed,81,phase2,0.97333333,0.0,0.9935,0.0048125
fashionmnist,DualFed,82,phase2,0.97233333,4.167e-05,0.99325,0.0051875
fashionmnist,DualFed,83,phase2,0.97183333,8.333e-05,0.993,0.0063125
fashionmnist,DualFed,84,phase2,0.972,4.167e-05,0.9935,0.0058125
fashionmnist,DualFed,85,phase2,0.9725,0.0,0.994,0.0050625
fashionmnist,DualFed,86,phase2,0.97333333,4.167e-05,0.99375,0.006125
fashionmnist,DualFed,87,phase2,0.97266667,8.333e-05,0.994,0.0061875
fashionmnist,DualFed,88,phase2,0.97316667,8.333e-05,0.9945,0.005625
fashionmnist,DualFed,89,phase2,0.97183333,0.00058333,0.995,0.0058125
fashionmnist,DualFed,90,phase2,0.97333333,0.000125,0.994,0.0066875
fashionmnist,DualFed,91,phase2,0.97183333,0.00025,0.9945,0.00725
fashionmnist,DualFed,92,phase2,0.97283333,0.00016667,0.99475,0.0070625
fashionmnist,DualFed,93,phase2,0.97333333,0.000125,0.9955,0.0066875
fashionmnist,DualFed,94,phase2,0.973,0.00029167,0.99475,0.006625
fashionmnist,DualFed,95,phase2,0.9725,0.0005,0.99525,0.0064375
fashionmnist,DualFed,96,phase2,0.97283333,0.00041667,0.995,0.007625
fashionmnist,DualFed,97,phase2,0.97316667,0.00041667,0.99525,0.008
fashionmnist,DualFed,98,phase2,0.9725,0.00058333,0.99425,0.0083125
fashionmnist,DualFed,99,phase2,0.97333333,0.00066667,0.9955,0.007875
fashionmnist,DualFed,100,phase2,0.97466667,0.00079167,0.995,0.0085
fashionmnist,FedALA,0,phase1,0.16666667,0.08333333,,
fashionmnist,FedALA,1,phase1,0.33333333,0.10541667,,
fashionmnist,FedALA,2,phase1,0.87633333,0.062625,,
fashionmnist,FedALA,3,phase1,0.92683333,0.04258333,,
fashionmnist,FedALA,4,phase1,0.93483333,0.03920833,,
fashionmnist,FedALA,5,phase1,0.9425,0.04208333,,
fashionmnist,FedALA,6,phase1,0.94533333,0.05004167,,
fashionmnist,FedALA,7,phase1,0.94966667,0.05570833,,
fashionmnist,FedALA,8,phase1,0.951,0.06554167,,
fashionmnist,FedALA,9,phase1,0.954,0.07079167,,
fashionmnist,FedALA,10,phase1,0.9555,0.07470833,,
fashionmnist,FedALA,11,phase1,0.957,0.080625,,
fashionmnist,FedALA,12,phase1,0.95833333,0.08691667,,
fashionmnist,FedALA,13,phase1,0.959,0.089875,,
fashionmnist,FedALA,14,phase1,0.95966667,0.092625,,
fashionmnist,FedALA,15,phase1,0.96033333,0.09170833,,
fashionmnist,FedALA,16,phase1,0.96083333,0.09208333,,
fashionmnist,FedALA,17,phase1,0.961,0.09266667,,
fashionmnist,FedALA,18,phase1,0.96233333,0.09320833,,
fashionmnist,FedALA,19,phase1,0.962,0.09054167,,
fashionmnist,FedALA,20,phase1,0.96333333,0.09204167,,
fashionmnist,FedALA,21,phase1,0.965,0.09270833,,
fashionmnist,FedALA,22,phase1,0.96583333,0.08983333,,
fashionmnist,FedALA,23,phase1,0.9665,0.08991667,,
fashionmnist,FedALA,24,phase1,0.967,0.08725,,
fashionmnist,FedALA,25,phase1,0.96833333,0.08416667,,
fashionmnist,FedALA,26,phase1,0.96816667,0.082875,,
fashionmnist,FedALA,27,phase1,0.96933333,0.08166667,,
fashionmnist,FedALA,28,phase1,0.969,0.07858333,,
fashionmnist,FedALA,29,phase1,0.96983333,0.07875,,
fashionmnist,FedALA,30,phase1,0.9705,0.074125,,
fashionmnist,FedALA,31,phase1,0.9715,0.072,,
fashionmnist,FedALA,32,phase1,0.97083333,0.06916667,,
fashionmnist,FedALA,33,phase1,0.97083333,0.06679167,,
fashionmnist,FedALA,34,phase1,0.97133333,0.06395833,,
fashionmnist,FedALA,35,phase1,0.97216667,0.061375,,
fashionmnist,FedALA,36,phase1,0.97183333,0.06016667,,
fashionmnist,FedALA,37,phase1,0.97266667,0.05745833,,
fashionmnist,FedALA,38,phase1,0.97283333,0.05454167,,
fashionmnist,FedALA,39,phase1,0.97333333,0.052875,,
fashionmnist,FedALA,40,phase1,0.9735,0.05041667,,
fashionmnist,FedALA,41,phase1,0.97316667,0.05029167,,
fashionmnist,FedALA,42,phase1,0.97366667,0.04829167,,
fashionmnist,FedALA,43,phase1,0.9735,0.04745833,,
fashionmnist,FedALA,44,phase1,0.97433333,0.04466667,,
fashionmnist,FedALA,45,phase1,0.97366667,0.04320833,,
fashionmnist,FedALA,46,phase1,0.97433333,0.04220833,,
fashionmnist,FedALA,47,phase1,0.97433333,0.0415,,
fashionmnist,FedALA,48,phase1,0.975,0.042,,
fashionmnist,FedALA,49,phase1,0.9745,0.03904167,,
fashionmnist,FedALA,50,phase1,0.975,0.039,,
fashionmnist,FedALA,51,phase2,0.97483333,0.03833333,0.0,0.1275
fashionmnist,FedALA,52,phase2,0.96233333,0.03216667,0.0,0.1559375
fashionmnist,FedALA,53,phase2,0.9605,0.00816667,0.01025,0.4045625
fashionmnist,FedALA,54,phase2,0.96116667,0.00258333,0.98075,0.1310625
fashionmnist,FedALA,55,phase2,0.96333333,0.00091667,0.98825,0.035125
fashionmnist,FedALA,56,phase2,0.9655,0.00058333,0.991,0.00125
fashionmnist,FedALA,57,phase2,0.96816667,0.00020833,0.993,0.0
fashionmnist,FedALA,58,phase2,0.96916667,4.167e-05,0.995,0.0
fashionmnist,FedALA,59,phase2,0.97033333,8.333e-05,0.9945,0.0
fashionmnist,FedALA,60,phase2,0.9715,0.01,0.9945,0.0
fashionmnist,FedALA,61,phase2,0.97166667,0.02529167,0.99475,0.0
fashionmnist,FedALA,62,phase2,0.97233333,0.03108333,0.99475,0.0
fashionmnist,FedALA,63,phase2,0.97433333,0.033625,0.99525,0.0
fashionmnist,FedALA,64,phase2,0.97433333,0.036375,0.99525,0.0
fashionmnist,FedALA,65,phase2,0.97433333,0.03766667,0.99675,0.0
fashionmnist,FedALA,66,phase2,0.97466667,0.040375,0.99675,0.0
fashionmnist,FedALA,67,phase2,0.97483333,0.04275,0.9975,0.0
