round,local_test_acc,global_test_acc,gm_only_global_test_acc,train_loss,uplink_mb,downlink_mb,total_mb
0,0.1039,0.1011,0.1001,2.3153,495.2512,9619.0019,10114.2531
1,0.1295,0.1034,0.1001,2.2536,495.2512,495.2512,990.5023
2,0.2166,0.1156,0.1001,2.1866,495.2512,495.2512,990.5023
3,0.2166,0.1156,0.1001,2.1863,495.2512,495.2512,990.5023
4,0.1875,0.1170,0.1007,2.2493,495.2512,9619.0019,10114.2531
5,0.2173,0.1188,0.1007,2.2239,495.2512,495.2512,990.5023
6,0.2288,0.1195,0.1007,2.2111,495.2512,495.2512,990.5023
