round,local_test_acc,global_test_acc,gm_only_global_test_acc,train_loss,uplink_mb,downlink_mb,total_mb
0,0.1005,0.1006,0.1000,2.3359,495.2512,9619.0019,10114.2531
1,0.1045,0.1013,0.1000,2.2939,495.2512,495.2512,990.5023
2,0.1497,0.1101,0.1000,2.2502,495.2512,495.2512,990.5023
3,0.1496,0.1101,0.1000,2.2501,495.2512,495.2512,990.5023
