round,cluster_id,accuracy,samples
0,0,0.0439,114
0,1,0.3666,521
0,2,0.1583,278
0,3,0.0410,732
0,4,0.1687,569
0,5,0.0932,311
0,6,0.2787,592
0,7,0.3010,485
0,8,0.0000,502
0,9,0.3289,529
0,10,0.4551,334
0,11,0.4479,748
0,12,0.6647,504
0,13,0.4013,446
0,14,0.4421,570
0,15,0.2692,598
0,16,0.4597,596
0,17,0.1230,675
0,18,0.0153,326
0,19,0.0491,570
1,0,0.1579,114
1,1,0.3992,521
1,2,0.1727,278
1,3,0.0779,732
1,4,0.1863,569
1,5,0.0965,311
1,6,0.3547,592
1,7,0.3979,485
1,8,0.0000,502
1,9,0.4008,529
1,10,0.4431,334
1,11,0.5882,748
1,12,0.6647,504
1,13,0.4596,446
1,14,0.4596,570
1,15,0.2793,598
1,16,0.4648,596
1,17,0.1526,675
1,18,0.0184,326
1,19,0.0474,570
2,0,0.1754,114
2,1,0.0965,311
2,2,0.5106,521
2,3,0.3682,592
2,4,0.4664,596
2,5,0.2230,278
2,6,0.0847,732
2,7,0.6647,504
2,8,0.0378,502
2,9,0.4707,529
2,10,0.0245,326
2,11,0.4309,485
2,12,0.6484,748
2,13,0.4776,446
2,14,0.2091,569
2,15,0.3027,598
2,16,0.4719,570
2,17,0.2326,675
2,18,0.4820,334
2,19,0.0474,570
3,0,0.2105,114
3,1,0.0900,311
3,2,0.4856,521
3,3,0.3682,592
3,4,0.4715,596
3,5,0.3345,278
3,6,0.0902,732
3,7,0.6647,504
3,8,0.0837,502
3,9,0.5255,529
3,10,0.0245,326
3,11,0.4577,485
3,12,0.6979,748
3,13,0.4709,446
3,14,0.2390,569
3,15,0.3428,598
3,16,0.4789,570
3,17,0.3067,675
3,18,0.4940,334
3,19,0.0474,570
4,0,0.3509,114
4,1,0.5547,521
4,2,0.1093,732
4,3,0.3463,592
4,4,0.4101,278
4,5,0.4433,485
4,6,0.6390,748
4,7,0.3427,569
4,8,0.4614,596
4,9,0.5080,502
4,10,0.0719,570
4,11,0.5404,446
4,12,0.1736,311
4,13,0.4895,570
4,14,0.5030,334
4,15,0.4030,598
4,16,0.2978,675
4,17,0.6310,504
4,18,0.5992,529
4,19,0.1166,326
5,0,0.2544,114
5,1,0.5182,521
5,2,0.1038,732
5,3,0.3784,592
5,4,0.3705,278
5,5,0.4866,485
5,6,0.6992,748
5,7,0.3445,569
5,8,0.4799,596
5,9,0.3865,502
5,10,0.0667,570
5,11,0.5090,446
