round,test_acc,train_loss,uplink_mb,downlink_mb,total_mb
0,0.1948,2.2381,495.2512,10741.6435,11236.8947
1,0.3029,2.1611,495.2512,495.2512,990.5023
2,0.3917,2.0807,495.2512,495.2512,990.5023
3,0.4842,1.9964,495.2512,495.2512,990.5023
4,0.5433,1.9092,495.2512,10741.6435,11236.8947
5,0.6091,1.8207,495.2512,495.2512,990.5023
6,0.5169,1.8510,495.2512,495.2512,990.5023
7,0.5278,1.7811,495.2512,495.2512,990.5023
8,0.5727,1.6797,495.2512,10741.6435,11236.8947
9,0.6109,1.5860,495.2512,495.2512,990.5023
10,0.6505,1.4951,495.2512,495.2512,990.5023
11,0.6884,1.4077,495.2512,495.2512,990.5023
12,0.6881,1.3235,495.2512,10741.6435,11236.8947
13,0.7223,1.2443,495.2512,495.2512,990.5023
14,0.7499,1.1693,495.2512,495.2512,990.5023
15,0.7792,1.0996,495.2512,495.2512,990.5023
16,0.8049,1.0304,495.2512,10741.6435,11236.8947
17,0.8177,0.9698,495.2512,495.2512,990.5023
18,0.8255,0.9153,495.2512,495.2512,990.5023
19,0.8311,0.8647,495.2512,495.2512,990.5023
20,0.8391,0.8184,495.2512,10741.6435,11236.8947
21,0.8414,0.7766,495.2512,495.2512,990.5023
22,0.8450,0.7382,495.2512,495.2512,990.5023
23,0.8481,0.7034,495.2512,495.2512,990.5023
24,0.8477,0.6712,495.2512,10741.6435,11236.8947
25,0.8514,0.6419,495.2512,495.2512,990.5023
26,0.8543,0.6149,495.2512,495.2512,990.5023
27,0.8557,0.5911,495.2512,495.2512,990.5023
28,0.8568,0.5704,495.2512,10741.6435,11236.8947
29,0.8585,0.5511,495.2512,495.2512,990.5023
30,0.8597,0.5329,495.2512,495.2512,990.5023
31,0.8602,0.5167,495.2512,495.2512,990.5023
32,0.8611,0.5014,495.2512,10741.6435,11236.8947
33,0.8621,0.4891,495.2512,495.2512,990.5023
34,0.8628,0.4772,495.2512,495.2512,990.5023
35,0.8634,0.4664,495.2512,495.2512,990.5023
36,0.6389,0.8699,495.2512,10741.6435,11236.8947
37,0.6411,0.8658,495.2512,495.2512,990.5023
38,0.6426,0.8613,495.2512,495.2512,990.5023
39,0.6427,0.8568,495.2512,495.2512,990.5023
40,0.6372,0.8573,495.2512,10741.6435,11236.8947
41,0.6381,0.8538,495.2512,495.2512,990.5023
42,0.6389,0.8501,495.2512,495.2512,990.5023
43,0.6391,0.8477,495.2512,495.2512,990.5023
44,0.6404,0.8418,495.2512,10741.6435,11236.8947
45,0.6409,0.8385,495.2512,495.2512,990.5023
46,0.6411,0.8359,495.2512,495.2512,990.5023
47,0.6414,0.8341,495.2512,495.2512,990.5023
48,0.6401,0.8330,495.2512,10741.6435,11236.8947
49,0.6405,0.8305,495.2512,495.2512,990.5023
50,0.6408,0.8287,495.2512,495.2512,990.5023
51,0.6409,0.8262,495.2512,495.2512,990.5023
52,0.6456,0.8270,495.2512,10741.6435,11236.8947
53,0.6475,0.8240,495.2512,495.2512,990.5023
54,0.6475,0.8215,495.2512,495.2512,990.5023
55,0.6475,0.8200,495.2512,495.2512,990.5023
56,0.6389,0.8211,495.2512,10741.6435,11236.8947
57,0.6394,0.8187,495.2512,495.2512,990.5023
58,0.6398,0.8169,495.2512,495.2512,990.5023
59,0.6402,0.8157,495.2512,495.2512,990.5023
60,0.6404,0.8140,495.2512,10741.6435,11236.8947
61,0.6405,0.8129,495.2512,495.2512,990.5023
62,0.6406,0.8123,495.2512,495.2512,990.5023
63,0.6405,0.8099,495.2512,495.2512,990.5023
