round,test_acc,train_loss,uplink_mb,downlink_mb,total_mb
0,0.1931,2.2381,1238.1279,26854.1088,28092.2367
1,0.2848,2.1607,1238.1279,1238.1279,2476.2558
2,0.3527,2.0804,1238.1279,1238.1279,2476.2558
3,0.4250,1.9957,1238.1279,1238.1279,2476.2558
4,0.5581,1.9064,1238.1279,26854.1088,28092.2367
5,0.6206,1.8182,1238.1279,1238.1279,2476.2558
6,0.6671,1.7302,1238.1279,1238.1279,2476.2558
7,0.7011,1.6408,1238.1279,1238.1279,2476.2558
8,0.7310,1.5496,1238.1279,26854.1088,28092.2367
9,0.7541,1.4616,1238.1279,1238.1279,2476.2558
10,0.7726,1.3753,1238.1279,1238.1279,2476.2558
11,0.7823,1.2919,1238.1279,1238.1279,2476.2558
12,0.7803,1.2127,1238.1279,26854.1088,28092.2367
13,0.7918,1.1381,1238.1279,1238.1279,2476.2558
14,0.8023,1.0693,1238.1279,1238.1279,2476.2558
15,0.8105,1.0045,1238.1279,1238.1279,2476.2558
16,0.8233,0.9449,1238.1279,26854.1088,28092.2367
17,0.8308,0.8903,1238.1279,1238.1279,2476.2558
18,0.8369,0.8407,1238.1279,1238.1279,2476.2558
19,0.8424,0.7955,1238.1279,1238.1279,2476.2558
20,0.8488,0.7544,1238.1279,26854.1088,28092.2367
21,0.8512,0.7199,1238.1279,1238.1279,2476.2558
22,0.8541,0.6879,1238.1279,1238.1279,2476.2558
23,0.8560,0.6580,1238.1279,1238.1279,2476.2558
24,0.8333,0.6352,1238.1279,26854.1088,28092.2367
25,0.8482,0.6099,1238.1279,1238.1279,2476.2558
26,0.8553,0.5855,1238.1279,1238.1279,2476.2558
27,0.8595,0.5643,1238.1279,1238.1279,2476.2558
28,0.8596,0.5432,1238.1279,26854.1088,28092.2367
29,0.8649,0.5255,1238.1279,1238.1279,2476.2558
30,0.8644,0.5103,1238.1279,1238.1279,2476.2558
31,0.8643,0.4968,1238.1279,1238.1279,2476.2558
32,0.8641,0.4846,1238.1279,26854.1088,28092.2367
33,0.8649,0.4734,1238.1279,1238.1279,2476.2558
34,0.8659,0.4632,1238.1279,1238.1279,2476.2558
35,0.8667,0.4537,1238.1279,1238.1279,2476.2558
36,0.8675,0.4450,1238.1279,26854.1088,28092.2367
37,0.8681,0.4371,1238.1279,1238.1279,2476.2558
