round,local_test_acc,pm_local_test_acc,gm_local_test_acc,global_test_acc,gm_only_global_test_acc,pm_global_test_acc,train_loss,uplink_mb,downlink_mb,total_mb
0,0.2022,0.2141,0.1735,0.1682,0.1735,0.1390,2.0523,5.2156,10.4312,15.6468
1,0.2077,0.2007,0.1735,0.1640,0.1735,0.1289,1.5593,5.2156,5.2156,10.4312
2,0.1914,0.2124,0.1563,0.1571,0.1562,0.1253,1.6091,5.2156,10.4312,15.6468
3,0.1965,0.2034,0.1563,0.1558,0.1562,0.1206,1.4264,5.2156,5.2156,10.4312
4,0.2070,0.1960,0.1711,0.1651,0.1711,0.1171,1.3311,5.2156,10.4312,15.6468
5,0.2073,0.1917,0.1711,0.1634,0.1711,0.1168,1.2100,5.2156,5.2156,10.4312
6,0.2144,0.1895,0.1795,0.1654,0.1795,0.1169,1.1553,5.2156,10.4312,15.6468
7,0.2148,0.1893,0.1795,0.1634,0.1795,0.1172,1.1065,5.2156,5.2156,10.4312
8,0.2193,0.1917,0.1853,0.1643,0.1853,0.1187,1.1304,5.2156,10.4312,15.6468
9,0.2204,0.1908,0.1853,0.1638,0.1853,0.1185,1.1053,5.2156,5.2156,10.4312
10,0.2222,0.1933,0.1896,0.1647,0.1896,0.1181,1.0904,5.2156,10.4312,15.6468
11,0.2237,0.1940,0.1896,0.1648,0.1896,0.1183,1.0805,5.2156,5.2156,10.4312
12,0.2182,0.2133,0.1928,0.1669,0.1928,0.1228,1.2425,5.2156,10.4312,15.6468
13,0.2188,0.2081,0.1928,0.1671,0.1928,0.1227,1.1926,5.2156,5.2156,10.4312
14,0.2264,0.1992,0.1972,0.1696,0.1972,0.1197,1.0859,5.2156,10.4312,15.6468
15,0.2273,0.1930,0.1972,0.1700,0.1972,0.1196,1.0650,5.2156,5.2156,10.4312
16,0.2278,0.1875,0.2012,0.1716,0.2012,0.1189,1.0602,5.2156,10.4312,15.6468
17,0.2282,0.1886,0.2012,0.1722,0.2012,0.1192,1.0546,5.2156,5.2156,10.4312
18,0.2243,0.2125,0.2044,0.1732,0.2044,0.1245,1.1791,5.2156,10.4312,15.6468
19,0.2267,0.2093,0.2044,0.1743,0.2044,0.1246,1.1589,5.2156,5.2156,10.4312
20,0.2351,0.1991,0.2064,0.1770,0.2064,0.1219,1.1865,5.2156,10.4312,15.6468
21,0.2348,0.1973,0.2064,0.1777,0.2064,0.1211,1.1588,5.2156,5.2156,10.4312
