round,local_test_acc,pm_local_test_acc,gm_local_test_acc,global_test_acc,gm_only_global_test_acc,pm_global_test_acc,train_loss,uplink_mb,downlink_mb,total_mb
0,0.2463,0.4010,0.1637,0.1622,0.1637,0.1442,2.3134,5.2156,10.4312,15.6468
1,0.3352,0.5396,0.1637,0.1596,0.1637,0.1328,1.9032,5.2156,5.2156,10.4312
2,0.3153,0.5919,0.1905,0.1828,0.1905,0.1295,1.8490,5.2156,10.4312,15.6468
3,0.3702,0.6155,0.1905,0.1800,0.1905,0.1293,1.5968,5.2156,5.2156,10.4312
4,0.3694,0.6318,0.2109,0.1988,0.2109,0.1303,1.5641,5.2156,10.4312,15.6468
5,0.3993,0.6422,0.2109,0.1969,0.2109,0.1310,1.4380,5.2156,5.2156,   10.4312
6,0.4077,0.6486,0.2181,0.2055,0.2181,0.1313,1.4030,5.2156,10.4312,15.6468
7,0.4272,0.6539,0.2181,0.2042,0.2181,0.1321,1.3327,5.2156,5.2156,10.4312
8,0.4288,0.6589,0.2229,0.2115,0.2229,0.1328,1.3145,5.2156,10.4312,15.6468
9,0.4388,0.6644,0.2229,0.2102,0.2229,0.1339,1.2713,5.2156,5.2156,10.4312
10,0.4460,0.6685,0.2311,0.2163,0.2311,0.1347,1.2486,5.2156,10.4312,15.6468
11,0.4561,0.6732,0.2311,0.2157,0.2311,0.1356,1.2221,5.2156,5.2156,10.4312
12,0.4561,0.6780,0.2329,0.2177,0.2329,0.1365,1.2118,5.2156,10.4312,15.6468
13,0.4621,0.6824,0.2329,0.2175,0.2329,0.1372,1.1950,5.2156,5.2156,10.4312
14,0.4627,0.6885,0.2355,0.2201,0.2355,0.1383,1.1885,5.2156,10.4312,15.6468
15,0.4657,0.6915,0.2355,0.2202,0.2355,0.1389,1.1765,5.2156,5.2156,10.4312
16,0.4695,0.6956,0.2396,0.2247,0.2396,0.1398,1.1708,5.2156,10.4312,15.6468
17,0.4711,0.7002,0.2396,0.2251,0.2396,0.1406,1.1654,5.2156,5.2156,10.4312
18,0.4751,0.7042,0.2423,0.2285,0.2423,0.1413,1.1608,5.2156,10.4312,15.6468
19,0.4763,0.7070,0.2423,0.2288,0.2423,0.1419,1.1581,5.2156,5.2156,10.4312
20,0.4759,0.7091,0.2458,0.2320,0.2457,0.1423,1.1581,5.2156,10.4312,15.6468
21,0.4762,0.7097,0.2458,0.2324,0.2457,0.1424,1.1552,5.2156,5.2156,10.4312
22,0.4771,0.7142,0.2514,0.2370,0.2514,0.1432,1.1524,5.2156,10.4312,15.6468
23,0.4776,0.7155,0.2514,0.2376,0.2514,0.1434,1.1523,5.2156,5.2156,10.4312
24,0.4765,0.7170,0.2542,0.2399,0.2541,0.1438,1.1498,5.2156,10.4312,15.6468
25,0.4788,0.7199,0.2542,0.2404,0.2541,0.1444,1.1494,5.2156,5.2156,10.4312
26,0.4755,0.7209,0.2557,0.2412,0.2557,0.1446,1.1522,5.2156,10.4312,15.6468
27,0.4770,0.7227,0.2557,0.2419,0.2557,0.1449,1.1513,5.2156,5.2156,10.4312
28,0.4758,0.7246,0.2599,0.2459,0.2599,0.1454,1.1507,5.2156,10.4312,15.6468
29,0.4758,0.7265,0.2599,0.2461,0.2599,0.1456,1.1509,5.2156,5.2156,10.4312
30,0.4767,0.7278,0.2637,0.2485,0.2637,0.1460,1.1492,5.2156,10.4312,15.6468
31,0.4762,0.7283,0.2637,0.2488,0.2637,0.1461,1.1489,5.2156,5.2156,10.4312
32,0.4778,0.7300,0.2650,0.2501,0.2650,0.1464,1.1473,5.2156,10.4312,15.6468
33,0.4782,0.7303,0.2650,0.2503,0.2650,0.1465,1.1468,5.2156,5.2156,10.4312
34,0.4762,0.7307,0.2674,0.2527,0.2674,0.1466,1.1470,5.2156,10.4312,15.6468
35,0.4756,0.7323,0.2674,0.2531,0.2674,0.1468,1.1473,5.2156,5.2156,10.4312
36,0.4735,0.7333,0.2688,0.2547,0.2688,0.1469,1.1490,5.2156,10.4312,15.6468
37,0.4738,0.7332,0.2688,0.2549,0.2688,0.1470,1.1475,5.2156,5.2156,10.4312
38,0.4752,0.7356,0.2702,0.2562,0.2703,0.1474,1.1468,5.2156,10.4312,15.6468
39,0.4753,0.7348,0.2703,0.2565,0.2703,0.1474,1.1462,5.2156,5.2156,10.4312
40,0.4766,0.7369,0.2731,0.2597,0.2731,0.1476,1.1470,5.2156,10.4312,15.6468
41,0.4762,0.7377,0.2731,0.2599,0.2731,0.1478,1.1454,5.2156,5.2156,10.4312
42,0.4769,0.7375,0.2740,0.2614,0.2740,0.1479,1.1440,5.2156,10.4312,15.6468
43,0.4778,0.7408,0.2740,0.2616,0.2740,0.1483,1.1423,5.2156,5.2156,10.4312
44,0.4803,0.7416,0.2751,0.2627,0.2751,0.1487,1.1418,5.2156,10.4312,15.6468
45,0.4803,0.7428,0.2751,0.2627,0.2751,0.1488,1.1407,5.2156,5.2156,10.4312
46,0.4793,0.7429,0.2759,0.2636,0.2759,0.1489,1.1406,5.2156,10.4312,15.6468
