round,local_test_acc,global_test_acc,gm_only_global_test_acc,train_loss,uplink_mb,downlink_mb,total_mb
0,0.8629,0.1729,0.3053,0.7596,495.2351,9618.9859,10114.2210
1,0.8851,0.1771,0.3053,0.6891,495.2351,495.2351,990.4703
2,0.8859,0.1774,0.3053,0.6669,495.2351,495.2351,990.4703
3,0.8914,0.1782,0.3053,0.6506,495.2351,495.2351,990.4703
4,0.8969,0.1791,0.3883,0.6289,495.2351,9618.9859,10114.2210
