round,global_local_test_acc,global_global_test_acc,global_train_loss,personalized_local_test_acc,personalized_global_test_acc,personalized_train_loss,uplink_mb,downlink_mb,total_mb
1,0.1041,0.1041,2.3029,0.1041,0.1041,2.3029,0.00,196.36,196.36
2,0.1064,0.1369,2.3100,0.3772,0.1155,2.3138,196.36,196.36,392.73
3,0.2851,0.3931,2.2055,0.5194,0.1449,2.1216,196.36,196.36,392.73
4,0.3854,0.4974,2.0717,0.5879,0.1696,1.8117,196.36,196.36,392.73
5,0.4415,0.5520,1.9555,0.6232,0.1881,1.5713,196.36,196.36,392.73
6,0.4876,0.5862,1.8450,0.6637,0.2123,1.4242,196.36,196.36,392.73
7,0.5189,0.6132,1.7495,0.6945,0.2353,1.3299,196.36,196.36,392.73
8,0.5455,0.6386,1.6666,0.7177,0.2528,1.2619,196.36,196.36,392.73
9,0.5654,0.6560,1.5970,0.7351,0.2695,1.2080,196.36,196.36,392.73
10,0.5843,0.6721,1.5340,0.7469,0.2825,1.1635,196.36,196.36,392.73
11,0.5970,0.6807,1.4769,0.7623,0.2985,1.1251,196.36,196.36,392.73
12,0.6023,0.6878,1.4347,0.7715,0.3109,1.0894,196.36,196.36,392.73
13,0.6103,0.6951,1.3926,0.7766,0.3211,1.0590,196.36,196.36,392.73
14,0.6156,0.6999,1.3560,0.7863,0.3329,1.0303,196.36,196.36,392.73
15,0.6211,0.7044,1.3231,0.7922,0.3415,1.0032,196.36,196.36,392.73
16,0.6267,0.7096,1.2891,0.8004,0.3501,0.9781,196.36,196.36,392.73
17,0.6305,0.7136,1.2634,0.8072,0.3618,0.9539,196.36,196.36,392.73
18,0.6327,0.7158,1.2398,0.8136,0.3707,0.9316,196.36,196.36,392.73
19,0.6357,0.7196,1.2150,0.8160,0.3785,0.9193,196.36,196.36,392.73
20,0.6413,0.7217,1.1940,0.8223,0.3858,0.8924,196.36,196.36,392.73
21,0.6413,0.7243,1.1770,0.8264,0.3922,0.8695,196.36,196.36,392.73
22,0.6428,0.7260,1.1621,0.8305,0.4004,0.8516,196.36,196.36,392.73
23,0.6486,0.7303,1.1421,0.8346,0.4075,0.8338,196.36,196.36,392.73
24,0.6514,0.7329,1.1238,0.8370,0.4167,0.8171,196.36,196.36,392.73
25,0.6552,0.7364,1.1103,0.8396,0.4235,0.8006,196.36,196.36,392.73
26,0.6557,0.7373,1.0986,0.8448,0.4322,0.7863,196.36,196.36,392.73
27,0.6573,0.7399,1.0872,0.8476,0.4395,0.7716,196.36,196.36,392.73
28,0.6608,0.7416,1.0751,0.8454,0.4470,0.7670,196.36,196.36,392.73
29,0.6609,0.7440,1.0669,0.8506,0.4545,0.7435,196.36,196.36,392.73
30,0.6661,0.7475,1.0556,0.8540,0.4629,0.7291,196.36,196.36,392.73
31,0.6693,0.7491,1.0417,0.8531,0.4678,0.7196,196.36,196.36,392.73
32,0.6674,0.7506,1.0391,0.8584,0.4740,0.7055,196.36,196.36,392.73
33,0.6699,0.7523,1.0297,0.8600,0.4793,0.6925,196.36,196.36,392.73
34,0.6724,0.7546,1.0175,0.8607,0.4855,0.6833,196.36,196.36,392.73
35,0.6741,0.7573,1.0144,0.8607,0.4915,0.6738,196.36,196.36,392.73
36,0.6768,0.7602,1.0017,0.8638,0.4957,0.6623,196.36,196.36,392.73
37,0.6763,0.7622,0.9999,0.8650,0.5026,0.6530,196.36,196.36,392.73
38,0.6782,0.7644,0.9963,0.8661,0.5088,0.6429,196.36,196.36,392.73
39,0.6792,0.7652,0.9854,0.8661,0.5147,0.6335,196.36,196.36,392.73
40,0.6825,0.7676,0.9822,0.8679,0.5173,0.6234,196.36,196.36,392.73
41,0.6833,0.7698,0.9777,0.8706,0.5216,0.6167,196.36,196.36,392.73
42,0.6846,0.7719,0.9697,0.8720,0.5288,0.6068,196.36,196.36,392.73
43,0.6881,0.7723,0.9517,0.8725,0.5342,0.5980,196.36,196.36,392.73
44,0.6856,0.7746,0.9602,0.8741,0.5395,0.5957,196.36,196.36,392.73
45,0.6891,0.7764,0.9516,0.8726,0.5411,0.5889,196.36,196.36,392.73
46,0.6894,0.7776,0.9450,0.8748,0.5469,0.5806,196.36,196.36,392.73
