round,test_acc,train_loss,uplink_mb,downlink_mb,total_mb
0,0.1095,2.2799,1238.1279,26854.1088,28092.2367
1,0.1302,2.2416,1238.1279,1238.1279,2476.2558
2,0.1714,2.2029,1238.1279,1238.1279,2476.2558
3,0.2359,2.1640,1238.1279,1238.1279,2476.2558
4,0.3372,2.1177,1238.1279,26854.1088,28092.2367
5,0.3770,2.0774,1238.1279,1238.1279,2476.2558
6,0.4085,2.0379,1238.1279,1238.1279,2476.2558
7,0.4327,2.0024,1238.1279,1238.1279,2476.2558
8,0.4466,1.9663,1238.1279,26854.1088,28092.2367
9,0.4639,1.9324,1238.1279,1238.1279,2476.2558
10,0.4779,1.8985,1238.1279,1238.1279,2476.2558
11,0.4900,1.8668,1238.1279,1238.1279,2476.2558
12,0.4999,1.8305,1238.1279,26854.1088,28092.2367
13,0.5070,1.8000,1238.1279,1238.1279,2476.2558
14,0.5128,1.7714,1238.1279,1238.1279,2476.2558
15,0.5163,1.7432,1238.1279,1238.1279,2476.2558
16,0.5211,1.7160,1238.1279,26854.1088,28092.2367
17,0.5242,1.6915,1238.1279,1238.1279,2476.2558
18,0.5276,1.6681,1238.1279,1238.1279,2476.2558
19,0.5295,1.6457,1238.1279,1238.1279,2476.2558
20,0.5341,1.6188,1238.1279,26854.1088,28092.2367
21,0.5381,1.5964,1238.1279,1238.1279,2476.2558
22,0.5400,1.5784,1238.1279,1238.1279,2476.2558
23,0.5432,1.5601,1238.1279,1238.1279,2476.2558
24,0.5442,1.5378,1238.1279,26854.1088,28092.2367
25,0.5479,1.5191,1238.1279,1238.1279,2476.2558
26,0.5504,1.5044,1238.1279,1238.1279,2476.2558
27,0.5535,1.4879,1238.1279,1238.1279,2476.2558
28,0.5569,1.4701,1238.1279,26854.1088,28092.2367
29,0.5594,1.4557,1238.1279,1238.1279,2476.2558
30,0.5617,1.4416,1238.1279,1238.1279,2476.2558
31,0.5646,1.4289,1238.1279,1238.1279,2476.2558
32,0.5690,1.4145,1238.1279,26854.1088,28092.2367
33,0.5712,1.4001,1238.1279,1238.1279,2476.2558
34,0.5734,1.3885,1238.1279,1238.1279,2476.2558
35,0.5764,1.3778,1238.1279,1238.1279,2476.2558
36,0.5781,1.3655,1238.1279,26854.1088,28092.2367
37,0.5804,1.3519,1238.1279,1238.1279,2476.2558
38,0.5827,1.3444,1238.1279,1238.1279,2476.2558
39,0.5853,1.3350,1238.1279,1238.1279,2476.2558
40,0.5869,1.3252,1238.1279,26854.1088,28092.2367
41,0.5889,1.3154,1238.1279,1238.1279,2476.2558
42,0.5913,1.3040,1238.1279,1238.1279,2476.2558
43,0.5934,1.2990,1238.1279,1238.1279,2476.2558
44,0.5947,1.2879,1238.1279,26854.1088,28092.2367
45,0.5972,1.2797,1238.1279,1238.1279,2476.2558
46,0.5990,1.2699,1238.1279,1238.1279,2476.2558
47,0.6003,1.2628,1238.1279,1238.1279,2476.2558
48,0.6019,1.2568,1238.1279,26854.1088,28092.2367
49,0.6040,1.2494,1238.1279,1238.1279,2476.2558
50,0.6054,1.2416,1238.1279,1238.1279,2476.2558
51,0.6077,1.2340,1238.1279,1238.1279,2476.2558
52,0.6092,1.2271,1238.1279,26854.1088,28092.2367
53,0.6115,1.2198,1238.1279,1238.1279,2476.2558
54,0.6129,1.2139,1238.1279,1238.1279,2476.2558
55,0.6148,1.2075,1238.1279,1238.1279,2476.2558
56,0.6162,1.1991,1238.1279,26854.1088,28092.2367
57,0.6176,1.1938,1238.1279,1238.1279,2476.2558
58,0.6188,1.1882,1238.1279,1238.1279,2476.2558
59,0.6204,1.1825,1238.1279,1238.1279,2476.2558
60,0.6224,1.1763,1238.1279,26854.1088,28092.2367
61,0.6239,1.1712,1238.1279,1238.1279,2476.2558
62,0.6247,1.1642,1238.1279,1238.1279,2476.2558
63,0.6257,1.1590,1238.1279,1238.1279,2476.2558
64,0.6269,1.1543,1238.1279,26854.1088,28092.2367
65,0.6278,1.1503,1238.1279,1238.1279,2476.2558
66,0.6287,1.1465,1238.1279,1238.1279,2476.2558
