round,local_test_acc,global_test_acc,gm_only_global_test_acc,train_loss,uplink_mb,downlink_mb,total_mb
0,0.8378,0.1676,0.0848,0.5254,495.2512,495.2512,990.5023
1,0.8617,0.1718,0.0848,0.3529,495.2512,495.2512,990.5023
2,0.8745,0.1745,0.0848,0.2994,495.2512,495.2512,990.5023
3,0.8815,0.1760,0.0848,0.2758,495.2512,495.2512,990.5023
4,0.7723,0.2186,0.0974,1.0843,495.2512,9619.0019,10114.2531
5,0.8804,0.1761,0.0974,0.3090,495.2512,495.2512,990.5023
