round,test_acc,train_loss,uplink_mb,downlink_mb,total_mb
0,0.2539,2.2323,1238.1279,26854.1088,28092.2367
1,0.3525,2.1551,1238.1279,1238.1279,2476.2558
2,0.4407,2.0752,1238.1279,1238.1279,2476.2558
3,0.5208,1.9912,1238.1279,1238.1279,2476.2558
4,0.5761,1.9037,1238.1279,26854.1088,28092.2367
5,0.6340,1.8153,1238.1279,1238.1279,2476.2558
6,0.6786,1.7260,1238.1279,1238.1279,2476.2558
7,0.7059,1.6363,1238.1279,1238.1279,2476.2558
8,0.7287,1.5459,1238.1279,26854.1088,28092.2367
9,0.7516,1.4579,1238.1279,1238.1279,2476.2558
10,0.7699,1.3725,1238.1279,1238.1279,2476.2558
11,0.7827,1.2898,1238.1279,1238.1279,2476.2558
12,0.7551,1.2172,1238.1279,26854.1088,28092.2367
13,0.7761,1.1427,1238.1279,1238.1279,2476.2558
14,0.7923,1.0729,1238.1279,1238.1279,2476.2558
15,0.8037,1.0076,1238.1279,1238.1279,2476.2558
16,0.8189,0.9452,1238.1279,26854.1088,28092.2367
17,0.8268,0.8901,1238.1279,1238.1279,2476.2558
18,0.8326,0.8402,1238.1279,1238.1279,2476.2558
19,0.8391,0.7943,1238.1279,1238.1279,2476.2558
20,0.8269,0.7559,1238.1279,26854.1088,28092.2367
21,0.8401,0.7168,1238.1279,1238.1279,2476.2558
22,0.8460,0.6813,1238.1279,1238.1279,2476.2558
23,0.8521,0.6497,1238.1279,1238.1279,2476.2558
24,0.8547,0.6227,1238.1279,26854.1088,28092.2367
25,0.8581,0.5960,1238.1279,1238.1279,2476.2558
26,0.8588,0.5728,1238.1279,1238.1279,2476.2558
27,0.8606,0.5524,1238.1279,1238.1279,2476.2558
28,0.8544,0.5368,1238.1279,26854.1088,28092.2367
29,0.8598,0.5192,1238.1279,1238.1279,2476.2558
30,0.8613,0.5041,1238.1279,1238.1279,2476.2558
31,0.8626,0.4906,1238.1279,1238.1279,2476.2558
32,0.8610,0.4806,1238.1279,26854.1088,28092.2367
33,0.8638,0.4677,1238.1279,1238.1279,2476.2558
34,0.8644,0.4571,1238.1279,1238.1279,2476.2558
35,0.8663,0.4472,1238.1279,1238.1279,2476.2558
36,0.8633,0.4403,1238.1279,26854.1088,28092.2367
37,0.8659,0.4313,1238.1279,1238.1279,2476.2558
38,0.8669,0.4236,1238.1279,1238.1279,2476.2558
39,0.8674,0.4163,1238.1279,1238.1279,2476.2558
40,0.8659,0.4108,1238.1279,26854.1088,28092.2367
41,0.8684,0.4032,1238.1279,1238.1279,2476.2558
42,0.8701,0.3972,1238.1279,1238.1279,2476.2558
43,0.8706,0.3918,1238.1279,1238.1279,2476.2558
44,0.8679,0.3889,1238.1279,26854.1088,28092.2367
45,0.8715,0.3829,1238.1279,1238.1279,2476.2558
46,0.8718,0.3782,1238.1279,1238.1279,2476.2558
47,0.8723,0.3738,1238.1279,1238.1279,2476.2558
48,0.8702,0.3703,1238.1279,26854.1088,28092.2367
49,0.8727,0.3649,1238.1279,1238.1279,2476.2558
50,0.8742,0.3610,1238.1279,1238.1279,2476.2558
51,0.8744,0.3576,1238.1279,1238.1279,2476.2558
52,0.8711,0.3567,1238.1279,26854.1088,28092.2367
53,0.8745,0.3518,1238.1279,1238.1279,2476.2558
54,0.8743,0.3483,1238.1279,1238.1279,2476.2558
55,0.8745,0.3454,1238.1279,1238.1279,2476.2558
56,0.8727,0.3436,1238.1279,26854.1088,28092.2367
57,0.8761,0.3392,1238.1279,1238.1279,2476.2558
58,0.8763,0.3362,1238.1279,1238.1279,2476.2558
59,0.8775,0.3336,1238.1279,1238.1279,2476.2558
60,0.8763,0.3334,1238.1279,26854.1088,28092.2367
61,0.8770,0.3297,1238.1279,1238.1279,2476.2558
62,0.8785,0.3274,1238.1279,1238.1279,2476.2558
63,0.8789,0.3249,1238.1279,1238.1279,2476.2558
64,0.8771,0.3237,1238.1279,26854.1088,28092.2367
65,0.8785,0.3202,1238.1279,1238.1279,2476.2558
66,0.8798,0.3182,1238.1279,1238.1279,2476.2558
67,0.8803,0.3160,1238.1279,1238.1279,2476.2558
68,0.8805,0.3151,1238.1279,26854.1088,28092.2367
69,0.8801,0.3129,1238.1279,1238.1279,2476.2558
70,0.8812,0.3110,1238.1279,1238.1279,2476.2558
71,0.8813,0.3095,1238.1279,1238.1279,2476.2558
72,0.8808,0.3076,1238.1279,26854.1088,28092.2367
73,0.8819,0.3058,1238.1279,1238.1279,2476.2558
74,0.8819,0.3042,1238.1279,1238.1279,2476.2558
75,0.8819,0.3025,1238.1279,1238.1279,2476.2558
76,0.8825,0.3020,1238.1279,26854.1088,28092.2367
77,0.8829,0.2997,1238.1279,1238.1279,2476.2558
78,0.8831,0.2982,1238.1279,1238.1279,2476.2558
79,0.8832,0.2968,1238.1279,1238.1279,2476.2558
80,0.8835,0.2956,1238.1279,26854.1088,28092.2367
81,0.8835,0.2936,1238.1279,1238.1279,2476.2558
82,0.8840,0.2921,1238.1279,1238.1279,2476.2558
83,0.8848,0.2907,1238.1279,1238.1279,2476.2558
84,0.8849,0.2902,1238.1279,26854.1088,28092.2367
85,0.8861,0.2887,1238.1279,1238.1279,2476.2558
86,0.8864,0.2885,1238.1279,1238.1279,2476.2558
87,0.8868,0.2871,1238.1279,1238.1279,2476.2558
88,0.8864,0.2872,1238.1279,26854.1088,28092.2367
89,0.8871,0.2855,1238.1279,1238.1279,2476.2558
90,0.8874,0.2847,1238.1279,1238.1279,2476.2558
91,0.8872,0.2836,1238.1279,1238.1279,2476.2558
92,0.8867,0.2824,1238.1279,26854.1088,28092.2367
93,0.8881,0.2813,1238.1279,1238.1279,2476.2558
94,0.8889,0.2801,1238.1279,1238.1279,2476.2558
95,0.8893,0.2791,1238.1279,1238.1279,2476.2558
96,0.8877,0.2787,1238.1279,26854.1088,28092.2367
97,0.8892,0.2776,1238.1279,1238.1279,2476.2558
98,0.8895,0.2768,1238.1279,1238.1279,2476.2558
99,0.8901,0.2754,1238.1279,1238.1279,2476.2558
100,0.8889,0.2754,1238.1279,26854.1088,28092.2367
