round,test_acc,train_loss,uplink_mb,downlink_mb
1,0.0912,2.4310,0.00,10246.39
2,0.4348,1.8640,10246.39,20492.78
3,0.6367,1.0824,20492.78,30739.18
4,0.7433,0.7950,30739.18,40985.57
5,0.7673,0.6728,40985.57,51231.96
6,0.7904,0.5881,51231.96,61478.35
7,0.8056,0.5276,61478.35,71724.75
8,0.8149,0.4919,71724.75,81971.14
9,0.8173,0.4615,81971.14,92217.53
10,0.8272,0.4257,92217.53,102463.92
11,0.8325,0.4005,102463.92,112710.32
12,0.8354,0.3773,112710.32,122956.71
13,0.8404,0.3526,122956.71,133203.10
14,0.8419,0.3375,133203.10,143449.49
15,0.8414,0.3310,143449.49,153695.89
16,0.8482,0.3047,153695.89,163942.28
17,0.8524,0.2877,163942.28,174188.67
18,0.8531,0.2770,174188.67,184435.06
19,0.8565,0.2587,184435.06,194681.45
20,0.8577,0.2488,194681.45,204927.85
21,0.8578,0.2445,204927.85,215174.24
22,0.8595,0.2285,215174.24,225420.63
23,0.8619,0.2174,225420.63,235667.02
24,0.8601,0.2140,235667.02,245913.42
25,0.8607,0.2077,245913.42,256159.81
26,0.8640,0.1930,256159.81,266406.20
27,0.8651,0.1875,266406.20,276652.59
28,0.8652,0.1809,276652.59,286898.99
29,0.8637,0.1779,286898.99,297145.38
30,0.8666,0.1671,297145.38,307391.77
31,0.8666,0.1603,307391.77,317638.16
32,0.8677,0.1561,317638.16,327884.56
33,0.8675,0.1589,327884.56,338130.95
34,0.8675,0.1516,338130.95,348377.34
35,0.8680,0.1455,348377.34,358623.73
36,0.8706,0.1378,358623.73,368870.13
37,0.8668,0.1407,368870.13,379116.52
38,0.8689,0.1325,379116.52,389362.91
39,0.8711,0.1224,389362.91,399609.30
40,0.8700,0.1280,399609.30,409855.69
41,0.8687,0.1221,409855.69,420102.09
42,0.8702,0.1244,420102.09,430348.48
43,0.8714,0.1175,430348.48,440594.87
44,0.8729,0.1123,440594.87,450841.26
45,0.8737,0.1060,450841.26,461087.66
46,0.8739,0.1081,461087.66,471334.05
47,0.8734,0.1068,471334.05,481580.44
48,0.8724,0.1060,481580.44,491826.83
49,0.8725,0.1092,491826.83,502073.23
50,0.8727,0.0995,502073.23,512319.62
51,0.8739,0.0960,512319.62,522566.01
52,0.8743,0.0956,522566.01,532812.40
53,0.8749,0.0934,532812.40,543058.80
54,0.8728,0.0985,543058.80,553305.19
55,0.8745,0.0872,553305.19,563551.58
56,0.8725,0.0984,563551.58,573797.97
57,0.8738,0.0900,573797.97,584044.36
58,0.8761,0.0861,584044.36,594290.76
59,0.8750,0.0832,594290.76,604537.15
60,0.8747,0.0812,604537.15,614783.54
61,0.8759,0.0797,614783.54,625029.93
62,0.8779,0.0756,625029.93,635276.33
63,0.8773,0.0734,635276.33,645522.72
64,0.8772,0.0757,645522.72,655769.11
65,0.8757,0.0732,655769.11,666015.50
66,0.8751,0.0784,666015.50,676261.90
67,0.8779,0.0727,676261.90,686508.29
68,0.8761,0.0721,686508.29,696754.68
69,0.8739,0.0758,696754.68,707001.07
70,0.8763,0.0704,707001.07,717247.47
71,0.8756,0.0700,717247.47,727493.86
72,0.8771,0.0661,727493.86,737740.25
73,0.8766,0.0725,737740.25,747986.64
74,0.8757,0.0655,747986.64,758233.03
75,0.8773,0.0626,758233.03,768479.43
76,0.8774,0.0604,768479.43,778725.82
77,0.8779,0.0609,778725.82,788972.21
78,0.8773,0.0573,788972.21,799218.60
79,0.8771,0.0592,799218.60,809465.00
80,0.8775,0.0567,809465.00,819711.39
81,0.8781,0.0607,819711.39,829957.78
82,0.8772,0.0540,829957.78,840204.17
83,0.8768,0.0612,840204.17,850450.57
84,0.8785,0.0571,850450.57,860696.96
85,0.8781,0.0576,860696.96,870943.35
86,0.8789,0.0506,870943.35,881189.74
87,0.8787,0.0496,881189.74,891436.14
88,0.8797,0.0510,891436.14,901682.53
89,0.8789,0.0489,901682.53,911928.92
90,0.8779,0.0507,911928.92,922175.31
91,0.8797,0.0487,922175.31,932421.71
92,0.8792,0.0469,932421.71,942668.10
93,0.8799,0.0465,942668.10,952914.49
94,0.8782,0.0450,952914.49,963160.88
95,0.8786,0.0424,963160.88,973407.27
96,0.8791,0.0429,973407.27,983653.67
97,0.8789,0.0422,983653.67,993900.06
98,0.8803,0.0397,993900.06,1004146.45
99,0.8801,0.0419,1004146.45,1014392.84
100,0.8802,0.0403,1014392.84,1024639.24
101,0.8802,0.0400,1024639.24,1034885.63
