round,local_test_acc,pm_local_test_acc,gm_local_test_acc,global_test_acc,gm_only_global_test_acc,pm_global_test_acc,train_loss,uplink_mb,downlink_mb,total_mb
0,0.2019,0.2112,0.1709,0.1635,0.1709,0.1395,1.9056,5.2156,10.4312,15.6468
1,0.2064,0.1982,0.1709,0.1590,0.1709,0.1283,1.4661,5.2156,5.2156,10.4312
2,0.2012,0.2083,0.1513,0.1555,0.1513,0.1240,1.4082,5.2156,10.4312,15.6468
3,0.2023,0.2001,0.1513,0.1533,0.1513,0.1193,1.2591,5.2156,5.2156,10.4312
4,0.2164,0.1951,0.1712,0.1615,0.1712,0.1170,1.1427,5.2156,10.4312,15.6468
5,0.2160,0.1912,0.1712,0.1578,0.1712,0.1170,1.0607,5.2156,5.2156,10.4312
6,0.2177,0.1892,0.1811,0.1566,0.1811,0.1167,1.0159,5.2156,10.4312,15.6468
7,0.2155,0.1893,0.1811,0.1537,0.1811,0.1172,0.9881,5.2156,5.2156,10.4312
8,0.2207,0.1916,0.1869,0.1552,0.1869,0.1187,1.0112,5.2156,10.4312,15.6468
9,0.2216,0.1912,0.1869,0.1550,0.1869,0.1185,0.9962,5.2156,5.2156,10.4312
10,0.2234,0.1913,0.1927,0.1549,0.1927,0.1179,0.9735,5.2156,10.4312,15.6468
11,0.2235,0.1905,0.1927,0.1551,0.1927,0.1180,0.9622,5.2156,5.2156,10.4312
12,0.2167,0.2135,0.1951,0.1582,0.1951,0.1228,1.0656,5.2156,10.4312,15.6468
13,0.2146,0.2085,0.1951,0.1581,0.1951,0.1228,1.0370,5.2156,5.2156,10.4312
14,0.2231,0.2000,0.1976,0.1567,0.1976,0.1202,0.9696,5.2156,10.4312,15.6468
15,0.2221,0.1942,0.1976,0.1561,0.1976,0.1202,0.9628,5.2156,5.2156,10.4312
16,0.2201,0.1913,0.1999,0.1552,0.1999,0.1195,0.9666,5.2156,10.4312,15.6468
17,0.2213,0.1928,0.1999,0.1561,0.1999,0.1200,0.9684,5.2156,5.2156,10.4312
18,0.2148,0.2162,0.2018,0.1605,0.2018,0.1256,1.0675,5.2156,10.4312,15.6468
19,0.2157,0.2134,0.2018,0.1614,0.2018,0.1256,1.0521,5.2156,5.2156,10.4312
20,0.2346,0.2029,0.2018,0.1669,0.2018,0.1219,1.0632,5.2156,10.4312,15.6468
21,0.2320,0.1999,0.2018,0.1662,0.2018,0.1209,1.0538,5.2156,5.2156,10.4312
22,0.2345,0.1990,0.2021,0.1636,0.2021,0.1215,1.0238,5.2156,10.4312,15.6468
23,0.2337,0.1956,0.2021,0.1642,0.2021,0.1217,1.0179,5.2156,5.2156,10.4312
24,0.2417,0.2024,0.2013,0.1661,0.2013,0.1225,1.0428,5.2156,10.4312,15.6468
25,0.2452,0.2050,0.2013,0.1669,0.2013,0.1230,1.0442,5.2156,5.2156,10.4312
26,0.2448,0.2027,0.2023,0.1677,0.2023,0.1230,1.0484,5.2156,10.4312,15.6468
27,0.2464,0.2045,0.2023,0.1687,0.2023,0.1235,1.0517,5.2156,5.2156,10.4312
28,0.2459,0.2021,0.2036,0.1693,0.2036,0.1240,1.0366,5.2156,10.4312,15.6468
29,0.2442,0.2028,0.2036,0.1694,0.2036,0.1245,1.0327,5.2156,5.2156,10.4312
30,0.2362,0.2263,0.2047,0.1735,0.2047,0.1327,1.1927,5.2156,10.4312,15.6468
31,0.2333,0.2210,0.2047,0.1727,0.2047,0.1319,1.1713,5.2156,5.2156,10.4312
32,0.2323,0.2191,0.2048,0.1725,0.2048,0.1314,1.1628,5.2156,10.4312,15.6468
33,0.2308,0.2169,0.2048,0.1721,0.2048,0.1306,1.1582,5.2156,5.2156,10.4312
34,0.2380,0.2045,0.2045,0.1671,0.2045,0.1244,1.0548,5.2156,10.4312,15.6468
35,0.2386,0.2007,0.2045,0.1676,0.2045,0.1243,1.0511,5.2156,5.2156,10.4312
36,0.2396,0.2218,0.2050,0.1769,0.2050,0.1316,1.2139,5.2156,10.4312,15.6468
37,0.2382,0.2219,0.2050,0.1768,0.2050,0.1312,1.2063,5.2156,5.2156,10.4312
38,0.2533,0.2043,0.2058,0.1743,0.2058,0.1250,1.0797,5.2156,10.4312,15.6468
39,0.2503,0.2012,0.2058,0.1732,0.2058,0.1253,1.0671,5.2156,5.2156,10.4312
40,0.2509,0.2032,0.2058,0.1725,0.2058,0.1260,1.0621,5.2156,10.4312,15.6468
41,0.2506,0.2052,0.2058,0.1721,0.2058,0.1267,1.0592,5.2156,5.2156,10.4312
42,0.2410,0.1989,0.2070,0.1703,0.2070,0.1249,1.0592,5.2156,10.4312,15.6468
43,0.2430,0.2009,0.2070,0.1713,0.2070,0.1256,1.0597,5.2156,5.2156,10.4312
44,0.2470,0.2264,0.2060,0.1799,0.2060,0.1335,1.2325,5.2156,10.4312,15.6468
45,0.2441,0.2243,0.2060,0.1795,0.2060,0.1331,1.2207,5.2156,5.2156,10.4312
46,0.2482,0.2040,0.2073,0.1765,0.2073,0.1264,1.0893,5.2156,10.4312,15.6468
47,0.2467,0.1987,0.2073,0.1752,0.2073,0.1256,1.0757,5.2156,5.2156,10.4312
48,0.2565,0.2081,0.2068,0.1766,0.2068,0.1265,1.1037,5.2156,10.4312,15.6468
49,0.2575,0.2099,0.2068,0.1767,0.2068,0.1270,1.1022,5.2156,5.2156,10.4312
50,0.2493,0.2037,0.2077,0.1772,0.2077,0.1266,1.0755,5.2156,10.4312,15.6468
51,0.2484,0.2046,0.2077,0.1765,0.2077,0.1270,1.0690,5.2156,5.2156,10.4312
52,0.2517,0.2264,0.2076,0.1816,0.2076,0.1347,1.2299,5.2156,10.4312,15.6468
53,0.2494,0.2255,0.2076,0.1812,0.2076,0.1340,1.2173,5.2156,5.2156,10.4312
54,0.2512,0.2073,0.2078,0.1783,0.2078,0.1277,1.0863,5.2156,10.4312,15.6468
55,0.2499,0.2040,0.2078,0.1769,0.2078,0.1272,1.0763,5.2156,5.2156,10.4312
56,0.2497,0.2032,0.2075,0.1762,0.2075,0.1276,1.0691,5.2156,10.4312,15.6468
57,0.2504,0.2039,0.2075,0.1756,0.2075,0.1279,1.0650,5.2156,5.2156,10.4312
58,0.2505,0.2067,0.2074,0.1752,0.2074,0.1283,1.0624,5.2156,10.4312,15.6468
59,0.2512,0.2100,0.2074,0.1753,0.2074,0.1289,1.0605,5.2156,5.2156,10.4312
60,0.2490,0.2090,0.2079,0.1749,0.2079,0.1289,1.0589,5.2156,10.4312,15.6468
61,0.2491,0.2100,0.2079,0.1749,0.2079,0.1293,1.0580,5.2156,5.2156,10.4312
62,0.2497,0.2116,0.2087,0.1752,0.2087,0.1298,1.0562,5.2156,10.4312,15.6468
63,0.2495,0.2128,0.2087,0.1753,0.2087,0.1301,1.0563,5.2156,5.2156,10.4312
64,0.2645,0.2206,0.2088,0.1782,0.2088,0.1318,1.0914,5.2156,10.4312,15.6468
65,0.2658,0.2211,0.2088,0.1783,0.2088,0.1314,1.0877,5.2156,5.2156,10.4312
66,0.2660,0.2209,0.2082,0.1781,0.2082,0.1312,1.0849,5.2156,10.4312,15.6468
67,0.2674,0.2218,0.2082,0.1781,0.2082,0.1314,1.0835,5.2156,5.2156,10.4312
68,0.2481,0.2317,0.2077,0.1797,0.2077,0.1341,1.1527,5.2156,10.4312,15.6468
69,0.2436,0.2293,0.2077,0.1792,0.2077,0.1343,1.1267,5.2156,5.2156,10.4312
70,0.2514,0.2339,0.2076,0.1800,0.2076,0.1349,1.1508,5.2156,10.4312,15.6468
71,0.2494,0.2312,0.2076,0.1798,0.2076,0.1346,1.1464,5.2156,5.2156,10.4312
