round,cluster_id,accuracy,samples
0,0,0.0150,1000
0,1,0.3427,1500
0,2,0.0150,1000
0,3,0.1770,2000
0,4,0.0490,1000
0,5,0.0513,1500
0,6,0.0440,1000
0,7,0.3520,500
0,8,0.0540,500
1,0,0.0240,1000
1,1,0.3440,1500
1,2,0.0240,1000
1,3,0.1815,2000
1,4,0.0540,1000
1,5,0.0620,1500
1,6,0.0520,1000
1,7,0.3520,500
1,8,0.0700,500
2,0,0.0640,1000
2,1,0.1485,2000
2,2,0.0660,1000
2,3,0.3490,2000
2,4,0.1640,500
2,5,0.3150,2000
2,6,0.2100,1500
3,0,0.1240,1000
3,1,0.2035,2000
3,2,0.1250,1000
3,3,0.4885,2000
3,4,0.2200,500
3,5,0.3865,2000
3,6,0.2560,1500
4,0,0.1900,500
4,1,0.2433,1500
4,2,0.2147,1500
4,3,0.5810,2000
4,5,0.4310,2000
4,6,0.3065,2000
4,7,0.2580,500
5,0,0.2420,500
5,1,0.2833,1500
5,2,0.2667,1500
5,3,0.6210,2000
5,5,0.4640,2000
5,6,0.3650,2000
5,7,0.3020,500
6,1,0.3160,2000
6,2,0.3060,2000
6,3,0.6365,2000
6,5,0.4745,2000
6,6,0.4210,2000
7,1,0.3525,2000
7,2,0.3295,2000
7,3,0.6500,2000
7,5,0.4760,2000
7,6,0.4425,2000
8,1,0.3765,2000
8,2,0.3570,2000
8,3,0.6510,2000
8,5,0.4740,2000
8,6,0.4807,1500
8,7,0.4740,500
9,1,0.3945,2000
9,2,0.3785,2000
9,3,0.6525,2000
9,5,0.4800,2000
9,6,0.4933,1500
9,7,0.4920,500
10,1,0.3947,1500
10,2,0.4200,2000
10,3,0.6265,2000
10,5,0.4915,2000
10,6,0.5200,1000
10,7,0.5280,1000
10,8,0.4340,500
11,1,0.4087,1500
11,2,0.4295,2000
11,3,0.6270,2000
11,5,0.4910,2000
11,6,0.5250,1000
11,7,0.5310,1000
11,8,0.4440,500
12,1,0.4147,1500
12,2,0.4453,1500
12,3,0.6110,2000
12,5,0.5110,2000
12,6,0.5335,2000
12,9,0.4380,500
12,10,0.4520,500
13,1,0.4247,1500
13,2,0.4540,1500
13,3,0.6110,2000
13,5,0.5120,2000
13,6,0.5365,2000
13,9,0.4560,500
13,10,0.4660,500
14,1,0.4395,2000
14,2,0.4710,2000
14,3,0.6195,2000
14,5,0.5045,2000
14,6,0.5465,2000
15,1,0.4520,2000
15,2,0.4760,2000
15,3,0.6195,2000
15,5,0.5055,2000
15,6,0.5465,2000
16,1,0.4655,2000
16,2,0.4800,2000
16,3,0.6205,2000
16,5,0.5065,2000
16,6,0.5520,2000
17,1,0.4705,2000
17,2,0.4840,2000
17,3,0.6175,2000
17,5,0.5090,2000
17,6,0.5560,2000
18,1,0.4765,2000
18,2,0.4900,1000
18,3,0.6100,2000
18,5,0.5110,2000
18,6,0.5655,2000
18,7,0.5030,1000
19,1,0.4855,2000
19,2,0.4890,1000
19,3,0.6125,2000
19,5,0.5130,2000
19,6,0.5725,2000
19,7,0.5050,1000
20,1,0.4970,2000
20,2,0.5055,2000
20,3,0.6145,2000
20,5,0.5090,2000
20,6,0.5730,1000
20,8,0.5730,1000
21,1,0.5040,2000
21,2,0.5075,2000
21,3,0.6160,2000
21,5,0.5110,2000
21,6,0.5760,1000
21,8,0.5790,1000
22,1,0.5200,1000
22,2,0.5080,1500
22,3,0.6073,1500
22,5,0.5190,2000
22,6,0.5890,1000
22,8,0.6100,1000
22,9,0.5060,1000
22,10,0.5040,500
22,11,0.6280,500
23,1,0.5250,1000
23,2,0.5107,1500
23,3,0.6147,1500
23,5,0.5265,2000
23,6,0.5910,1000
23,8,0.6150,1000
23,9,0.5090,1000
23,10,0.5060,500
23,11,0.6300,500
24,1,0.5560,500
24,2,0.5200,1500
24,3,0.6225,2000
24,5,0.5245,2000
24,6,0.6075,2000
24,9,0.5250,1000
24,12,0.5100,500
24,13,0.5020,500
25,1,0.5580,500
25,2,0.5267,1500
25,3,0.6260,2000
25,5,0.5285,2000
25,6,0.6120,2000
25,9,0.5290,1000
25,12,0.5180,500
25,13,0.5080,500
26,1,0.5347,1500
26,2,0.5333,1500
26,3,0.6305,2000
26,5,0.5430,2000
26,6,0.6213,1500
26,9,0.5280,500
26,14,0.5360,500
26,15,0.6240,500
27,1,0.5427,1500
27,2,0.5327,1500
27,3,0.6335,2000
27,5,0.5490,2000
27,6,0.6253,1500
27,9,0.5240,500
27,14,0.5320,500
27,15,0.6300,500
28,1,0.5380,1000
28,2,0.5400,1000
28,3,0.6407,1500
28,5,0.5455,2000
28,6,0.6590,1000
28,9,0.5530,1000
28,14,0.5320,1000
28,15,0.6360,1000
28,16,0.6280,500
29,1,0.5410,1000
29,2,0.5480,1000
