round,test_acc,train_loss,uplink_mb,downlink_mb,total_mb
0,0.2265,2.2323,495.2512,10741.6435,11236.8947
1,0.3067,2.1554,495.2512,495.2512,990.5023
2,0.3786,2.0755,495.2512,495.2512,990.5023
3,0.4595,1.9916,495.2512,495.2512,990.5023
4,0.5834,1.9073,495.2512,10741.6435,11236.8947
5,0.6535,1.8184,495.2512,495.2512,990.5023
6,0.6993,1.7293,495.2512,495.2512,990.5023
7,0.7307,1.6396,495.2512,495.2512,990.5023
8,0.7563,1.5487,495.2512,10741.6435,11236.8947
9,0.7682,1.4607,495.2512,495.2512,990.5023
10,0.7787,1.3745,495.2512,495.2512,990.5023
11,0.7835,1.2916,495.2512,495.2512,990.5023
12,0.7724,1.2145,495.2512,10741.6435,11236.8947
13,0.7825,1.1401,495.2512,495.2512,990.5023
14,0.7935,1.0707,495.2512,495.2512,990.5023
15,0.8039,1.0065,495.2512,495.2512,990.5023
16,0.8120,0.9447,495.2512,10741.6435,11236.8947
17,0.8204,0.8896,495.2512,495.2512,990.5023
18,0.8305,0.8404,495.2512,495.2512,990.5023
19,0.8351,0.7948,495.2512,495.2512,990.5023
20,0.8449,0.7539,495.2512,10741.6435,11236.8947
21,0.8476,0.7167,495.2512,495.2512,990.5023
22,0.8494,0.6828,495.2512,495.2512,990.5023
23,0.8527,0.6524,495.2512,495.2512,990.5023
24,0.8535,0.6240,495.2512,10741.6435,11236.8947
25,0.8557,0.5989,495.2512,495.2512,990.5023
26,0.8571,0.5760,495.2512,495.2512,990.5023
27,0.8593,0.5560,495.2512,495.2512,990.5023
28,0.8599,0.5382,495.2512,10741.6435,11236.8947
29,0.8602,0.5224,495.2512,495.2512,990.5023
30,0.8613,0.5074,495.2512,495.2512,990.5023
31,0.8624,0.4940,495.2512,495.2512,990.5023
32,0.8623,0.4811,495.2512,10741.6435,11236.8947
33,0.8636,0.4709,495.2512,495.2512,990.5023
34,0.8649,0.4608,495.2512,495.2512,990.5023
35,0.8652,0.4516,495.2512,495.2512,990.5023
36,0.8661,0.4430,495.2512,10741.6435,11236.8947
37,0.8663,0.4353,495.2512,495.2512,990.5023
38,0.8675,0.4281,495.2512,495.2512,990.5023
39,0.8683,0.4202,495.2512,495.2512,990.5023
40,0.8687,0.4142,495.2512,10741.6435,11236.8947
41,0.8693,0.4083,495.2512,495.2512,990.5023
42,0.8700,0.4027,495.2512,495.2512,990.5023
43,0.8705,0.3981,495.2512,495.2512,990.5023
44,0.8706,0.3924,495.2512,10741.6435,11236.8947
45,0.8711,0.3873,495.2512,495.2512,990.5023
46,0.8711,0.3829,495.2512,495.2512,990.5023
47,0.8711,0.3790,495.2512,495.2512,990.5023
48,0.8719,0.3750,495.2512,10741.6435,11236.8947
49,0.8721,0.3709,495.2512,495.2512,990.5023
50,0.8725,0.3680,495.2512,495.2512,990.5023
51,0.8729,0.3638,495.2512,495.2512,990.5023
52,0.8735,0.3612,495.2512,10741.6435,11236.8947
53,0.8741,0.3576,495.2512,495.2512,990.5023
54,0.8747,0.3546,495.2512,495.2512,990.5023
55,0.8749,0.3519,495.2512,495.2512,990.5023
56,0.8753,0.3494,495.2512,10741.6435,11236.8947
57,0.8749,0.3464,495.2512,495.2512,990.5023
58,0.8751,0.3437,495.2512,495.2512,990.5023
59,0.8755,0.3418,495.2512,495.2512,990.5023
60,0.8756,0.3388,495.2512,10741.6435,11236.8947
61,0.8762,0.3362,495.2512,495.2512,990.5023
62,0.8765,0.3354,495.2512,495.2512,990.5023
63,0.8765,0.3318,495.2512,495.2512,990.5023
64,0.8771,0.3302,495.2512,10741.6435,11236.8947
65,0.8769,0.3283,495.2512,495.2512,990.5023
66,0.8771,0.3267,495.2512,495.2512,990.5023
67,0.8771,0.3247,495.2512,495.2512,990.5023
68,0.8776,0.3230,495.2512,10741.6435,11236.8947
69,0.8779,0.3212,495.2512,495.2512,990.5023
70,0.8781,0.3196,495.2512,495.2512,990.5023
71,0.8781,0.3179,495.2512,495.2512,990.5023
72,0.8786,0.3160,495.2512,10741.6435,11236.8947
73,0.8787,0.3143,495.2512,495.2512,990.5023
74,0.8790,0.3132,495.2512,495.2512,990.5023
75,0.8791,0.3122,495.2512,495.2512,990.5023
76,0.8791,0.3097,495.2512,10741.6435,11236.8947
77,0.8793,0.3087,495.2512,495.2512,990.5023
78,0.8797,0.3079,495.2512,495.2512,990.5023
79,0.8798,0.3063,495.2512,495.2512,990.5023
80,0.8800,0.3043,495.2512,10741.6435,11236.8947
81,0.8801,0.3039,495.2512,495.2512,990.5023
82,0.8805,0.3022,495.2512,495.2512,990.5023
83,0.8811,0.3019,495.2512,495.2512,990.5023
84,0.8811,0.3002,495.2512,10741.6435,11236.8947
85,0.8817,0.2989,495.2512,495.2512,990.5023
86,0.8825,0.2974,495.2512,495.2512,990.5023
87,0.8827,0.2970,495.2512,495.2512,990.5023
88,0.8827,0.2961,495.2512,10741.6435,11236.8947
89,0.8829,0.2952,495.2512,495.2512,990.5023
90,0.8830,0.2945,495.2512,495.2512,990.5023
91,0.8833,0.2940,495.2512,495.2512,990.5023
92,0.8839,0.2921,495.2512,10741.6435,11236.8947
93,0.8839,0.2906,495.2512,495.2512,990.5023
94,0.8843,0.2902,495.2512,495.2512,990.5023
95,0.8845,0.2894,495.2512,495.2512,990.5023
96,0.8846,0.2890,495.2512,10741.6435,11236.8947
97,0.8853,0.2880,495.2512,495.2512,990.5023
98,0.8851,0.2871,495.2512,495.2512,990.5023
99,0.8853,0.2863,495.2512,495.2512,990.5023
100,0.8855,0.2852,495.2512,10741.6435,11236.8947
