round,local_test_acc,pm_local_test_acc,gm_local_test_acc,global_test_acc,gm_only_global_test_acc,pm_global_test_acc,train_loss,uplink_mb,downlink_mb,total_mb
0,0.3524,0.6149,0.1613,0.1640,0.1613,0.1245,1.7005,26.0750,31.2906,57.3656
1,0.4707,0.6526,0.1613,0.1652,0.1613,0.1309,1.3488,26.0750,26.0750,52.1500
2,0.4897,0.6737,0.1913,0.1837,0.1913,0.1347,1.2512,26.0750,31.2906,57.3656
3,0.5189,0.6937,0.1913,0.1834,0.1913,0.1387,1.1877,26.0750,26.0750,52.1500
4,0.4908,0.7084,0.2059,0.2016,0.2059,0.1417,1.1928,26.0750,31.2906,57.3656
5,0.5036,0.7183,0.2059,0.2027,0.2059,0.1437,1.1770,26.0750,26.0750,52.1500
6,0.5185,0.7284,0.2179,0.2104,0.2180,0.1457,1.1622,26.0750,31.2906,57.3656
7,0.5177,0.7349,0.2179,0.2120,0.2180,0.1470,1.1658,26.0750,26.0750,52.1500
8,0.5144,0.7412,0.2312,0.2254,0.2312,0.1482,1.1751,26.0750,31.2906,57.3656
9,0.5143,0.7481,0.2312,0.2271,0.2312,0.1498,1.1853,26.0750,26.0750,52.1500
10,0.5000,0.7518,0.2446,0.2398,0.2446,0.1504,1.1906,26.0750,31.2906,57.3656
11,0.4967,0.7551,0.2446,0.2409,0.2446,0.1512,1.2058,26.0750,26.0750,52.1500
12,0.4757,0.7615,0.2563,0.2526,0.2563,0.1523,1.2368,26.0750,31.2906,57.3656
13,0.4728,0.7653,0.2563,0.2537,0.2563,0.1531,1.2533,26.0750,26.0750,52.1500
14,0.4681,0.7695,0.2641,0.2617,0.2641,0.1539,1.2691,26.0750,31.2906,57.3656
15,0.4624,0.7713,0.2641,0.2625,0.2641,0.1543,1.2875,26.0750,26.0750,52.1500
16,0.4581,0.7735,0.2708,0.2684,0.2708,0.1548,1.3126,26.0750,31.2906,57.3656
17,0.4540,0.7740,0.2708,0.2692,0.2708,0.1550,1.3332,26.0750,26.0750,52.1500
18,0.4492,0.7780,0.2769,0.2762,0.2769,0.1556,1.3509,26.0750,31.2906,57.3656
19,0.4428,0.7799,0.2769,0.2765,0.2769,0.1560,1.3708,26.0750,26.0750,52.1500
20,0.4461,0.7826,0.2867,0.2846,0.2867,0.1565,1.3777,26.0750,31.2906,57.3656
21,0.4425,0.7841,0.2867,0.2853,0.2867,0.1568,1.3968,26.0750,26.0750,52.1500
22,0.4310,0.7865,0.2886,0.2877,0.2886,0.1573,1.4231,26.0750,31.2906,57.3656
23,0.4279,0.7876,0.2886,0.2883,0.2886,0.1575,1.4414,26.0750,26.0750,52.1500
24,0.4274,0.7920,0.2916,0.2917,0.2916,0.1583,1.4571,26.0750,31.2906,57.3656
25,0.4238,0.7928,0.2916,0.2920,0.2916,0.1585,1.4739,26.0750,26.0750,52.1500
26,0.4178,0.7925,0.2945,0.2954,0.2945,0.1585,1.4997,26.0750,31.2906,57.3656
27,0.4156,0.7947,0.2945,0.2958,0.2945,0.1587,1.5142,26.0750,26.0750,52.1500
28,0.4150,0.7961,0.2965,0.2970,0.2965,0.1591,1.5234,26.0750,31.2906,57.3656
29,0.4124,0.7961,0.2965,0.2972,0.2965,0.1592,1.5369,26.0750,26.0750,52.1500
30,0.4096,0.7987,0.3024,0.3027,0.3024,0.1597,1.5586,26.0750,31.2906,57.3656
31,0.4068,0.7999,0.3024,0.3028,0.3024,0.1600,1.5717,26.0750,26.0750,52.1500
32,0.4055,0.8014,0.2972,0.3009,0.2972,0.1601,1.5830,26.0750,31.2906,57.3656
33,0.4043,0.8030,0.2972,0.3008,0.2972,0.1606,1.5926,26.0750,26.0750,52.1500
34,0.3940,0.8052,0.2990,0.3018,0.2990,0.1609,1.6116,26.0750,31.2906,57.3656
35,0.3942,0.8007,0.2990,0.3022,0.2990,0.1603,1.6207,26.0750,26.0750,52.1500
36,0.3979,0.8025,0.2968,0.3002,0.2968,0.1605,1.6274,26.0750,31.2906,57.3656
37,0.3962,0.8052,0.2968,0.3001,0.2968,0.1610,1.6328,26.0750,26.0750,52.1500
