round,local_test_acc,pm_local_test_acc,gm_local_test_acc,global_test_acc,gm_only_global_test_acc,pm_global_test_acc,train_loss,uplink_mb,downlink_mb,total_mb
0,0.5837,0.6308,0.1813,0.1443,0.1813,0.1300,1.2972,5.6146,10.4312,16.0458
1,0.6421,0.6646,0.1813,0.1401,0.1813,0.1339,1.1605,5.6146,5.2156,10.8302
2,0.6503,0.6880,0.2017,0.1532,0.2017,0.1380,1.0961,5.6146,10.4312,16.0458
3,0.6706,0.7049,0.2017,0.1551,0.2017,0.1414,1.0714,5.6146,5.2156,10.8302
4,0.6585,0.7188,0.2269,0.1694,0.2269,0.1439,1.0394,5.6146,10.4312,16.0458
5,0.6680,0.7264,0.2269,0.1698,0.2269,0.1454,1.0275,5.6146,5.2156,10.8302
6,0.6396,0.7334,0.2379,0.1862,0.2379,0.1464,1.0077,5.6146,10.4312,16.0458
7,0.6496,0.7379,0.2379,0.1867,0.2379,0.1475,1.0000,5.6146,5.2156,10.8302
8,0.6170,0.7414,0.2453,0.2020,0.2453,0.1484,0.9877,5.6146,10.4312,16.0458
9,0.6213,0.7489,0.2453,0.2022,0.2453,0.1492,0.9823,5.6146,5.2156,10.8302
10,0.5937,0.7487,0.2505,0.2120,0.2505,0.1498,0.9740,5.6146,10.4312,16.0458
11,0.5988,0.7535,0.2505,0.2121,0.2505,0.1506,0.9699,5.6146,5.2156,10.8302
12,0.5736,0.7582,0.2523,0.2193,0.2523,0.1515,0.9653,5.6146,10.4312,16.0458
13,0.5773,0.7587,0.2523,0.2193,0.2523,0.1517,0.9605,5.6146,5.2156,10.8302
14,0.5622,0.7597,0.2549,0.2236,0.2549,0.1523,0.9561,5.6146,10.4312,16.0458
15,0.5658,0.7639,0.2549,0.2237,0.2549,0.1527,0.9521,5.6146,5.2156,10.8302
16,0.5493,0.7658,0.2568,0.2280,0.2568,0.1532,0.9501,5.6146,10.4312,16.0458
17,0.5521,0.7660,0.2568,0.2280,0.2568,0.1535,0.9466,5.6146,5.2156,10.8302
18,0.5448,0.7685,0.2573,0.2303,0.2573,0.1539,0.9431,5.6146,10.4312,16.0458
19,0.5474,0.7704,0.2573,0.2302,0.2573,0.1541,0.9404,5.6146,5.2156,10.8302
20,0.5428,0.7734,0.2566,0.2317,0.2566,0.1545,0.9380,5.6146,10.4312,16.0458
21,0.5455,0.7753,0.2566,0.2320,0.2566,0.1549,0.9356,5.6146,5.2156,10.8302
22,0.5398,0.7761,0.2582,0.2338,0.2582,0.1552,0.9334,5.6146,10.4312,16.0458
23,0.5431,0.7779,0.2582,0.2340,0.2582,0.1554,0.9297,5.6146,5.2156,10.8302
24,0.5356,0.7779,0.2581,0.2357,0.2581,0.1557,0.9283,5.6146,10.4312,16.0458
25,0.5385,0.7807,0.2581,0.2359,0.2581,0.1559,0.9254,5.6146,5.2156,10.8302
