round,local_test_acc,global_test_acc,train_loss,id_test_acc,ood_test_acc,id_test_count,ood_test_count,id_client_std,ood_client_std,uplink_mb,downlink_mb,total_mb
70,0.1970,,0.0263,,,,,,,196.36,196.36,392.73
71,0.1969,,0.0252,,,,,,,196.36,196.36,392.73
72,0.1968,,0.0253,,,,,,,196.36,196.36,392.73
73,0.1969,,0.0239,,,,,,,196.36,196.36,392.73
74,0.1971,,0.0231,,,,,,,196.36,196.36,392.73
75,0.1970,,0.0235,,,,,,,196.36,196.36,392.73
76,0.1971,,0.0225,,,,,,,196.36,196.36,392.73
77,0.1972,,0.0217,,,,,,,196.36,196.36,392.73
78,0.1971,,0.0220,,,,,,,196.36,196.36,392.73
79,0.1973,,0.0226,,,,,,,196.36,196.36,392.73
80,0.1972,,0.0217,,,,,,,196.36,196.36,392.73
81,0.1971,,0.0220,,,,,,,196.36,196.36,392.73
82,0.1973,,0.0214,,,,,,,196.36,196.36,392.73
83,0.1972,,0.0210,,,,,,,196.36,196.36,392.73
84,0.1971,,0.0204,,,,,,,196.36,196.36,392.73
85,0.1973,,0.0207,,,,,,,196.36,196.36,392.73
86,0.1971,,0.0206,,,,,,,196.36,196.36,392.73
87,0.1973,,0.0207,,,,,,,196.36,196.36,392.73
88,0.1973,,0.0206,,,,,,,196.36,196.36,392.73
89,0.1970,,0.0203,,,,,,,196.36,196.36,392.73
90,0.1973,,0.0204,,,,,,,196.36,196.36,392.73
91,0.1972,,0.0194,,,,,,,196.36,196.36,392.73
92,0.1972,,0.0194,,,,,,,196.36,196.36,392.73
93,0.1972,,0.0195,,,,,,,196.36,196.36,392.73
94,0.1972,,0.0186,,,,,,,196.36,196.36,392.73
95,0.1972,,0.0181,,,,,,,196.36,196.36,392.73
96,0.1972,,0.0182,,,,,,,196.36,196.36,392.73
97,0.1973,,0.0182,,,,,,,196.36,196.36,392.73
98,0.1973,,0.0184,,,,,,,196.36,196.36,392.73
99,0.1972,,0.0180,,,,,,,196.36,196.36,392.73
100,0.1972,,0.0173,,,,,,,196.36,196.36,392.73
101,0.1972,,0.0176,,,,,,,196.36,196.36,392.73
