round,local_test_acc,pm_local_test_acc,gm_local_test_acc,global_test_acc,gm_only_global_test_acc,pm_global_test_acc,train_loss,uplink_mb,downlink_mb,total_mb
0,0.2000,0.2128,0.1697,0.1663,0.1697,0.1385,2.0341,5.2156,10.4312,15.6468
1,0.2065,0.2002,0.1697,0.1623,0.1697,0.1284,1.5400,5.2156,5.2156,10.4312
2,0.1900,0.2109,0.1533,0.1557,0.1533,0.1250,1.5981,5.2156,10.4312,15.6468
3,0.1953,0.2023,0.1533,0.1549,0.1533,0.1203,1.4156,5.2156,5.2156,10.4312
4,0.2056,0.1947,0.1680,0.1639,0.1680,0.1174,1.3210,5.2156,10.4312,15.6468
5,0.2059,0.1911,0.1680,0.1620,0.1680,0.1168,1.1981,5.2156,5.2156,10.4312
6,0.2119,0.1896,0.1758,0.1641,0.1759,0.1171,1.1460,5.2156,10.4312,15.6468
7,0.2123,0.1885,0.1758,0.1621,0.1759,0.1174,1.0987,5.2156,5.2156,10.4312
8,0.2164,0.1918,0.1815,0.1626,0.1815,0.1191,1.1265,5.2156,10.4312,15.6468
9,0.2169,0.1910,0.1815,0.1621,0.1815,0.1187,1.0997,5.2156,5.2156,10.4312
10,0.2208,0.1932,0.1856,0.1626,0.1856,0.1182,1.0863,5.2156,10.4312,15.6468
11,0.2206,0.1937,0.1856,0.1624,0.1856,0.1184,1.0778,5.2156,5.2156,10.4312
12,0.2155,0.2146,0.1881,0.1644,0.1881,0.1232,1.2401,5.2156,10.4312,15.6468
13,0.2162,0.2095,0.1881,0.1650,0.1881,0.1229,1.1884,5.2156,5.2156,10.4312
14,0.2242,0.2004,0.1907,0.1667,0.1907,0.1200,1.0809,5.2156,10.4312,15.6468
15,0.2252,0.1947,0.1907,0.1672,0.1907,0.1198,1.0608,5.2156,5.2156,10.4312
16,0.2258,0.1878,0.1962,0.1692,0.1962,0.1189,1.0558,5.2156,10.4312,15.6468
17,0.2270,0.1884,0.1962,0.1698,0.1962,0.1193,1.0499,5.2156,5.2156,10.4312
18,0.2220,0.2128,0.1986,0.1708,0.1986,0.1246,1.1778,5.2156,10.4312,15.6468
19,0.2230,0.2100,0.1986,0.1714,0.1986,0.1247,1.1567,5.2156,5.2156,10.4312
20,0.2308,0.1996,0.2007,0.1741,0.2007,0.1222,1.1833,5.2156,10.4312,15.6468
21,0.2309,0.1977,0.2007,0.1746,0.2007,0.1209,1.1548,5.2156,5.2156,10.4312
22,0.2388,0.1981,0.2017,0.1748,0.2017,0.1210,1.1174,5.2156,10.4312,15.6468
23,0.2395,0.1991,0.2017,0.1756,0.2017,0.1216,1.1187,5.2156,5.2156,10.4312
24,0.2424,0.2012,0.2022,0.1770,0.2022,0.1221,1.1183,5.2156,10.4312,15.6468
25,0.2455,0.2042,0.2022,0.1778,0.2022,0.1229,1.1193,5.2156,5.2156,10.4312
26,0.2468,0.2009,0.2021,0.1786,0.2021,0.1235,1.1061,5.2156,10.4312,15.6468
27,0.2473,0.2010,0.2021,0.1790,0.2021,0.1238,1.0976,5.2156,5.2156,10.4312
28,0.2458,0.1990,0.2027,0.1795,0.2027,0.1238,1.0926,5.2156,10.4312,15.6468
29,0.2448,0.2003,0.2027,0.1803,0.2027,0.1244,1.0922,5.2156,5.2156,10.4312
30,0.2385,0.2254,0.2024,0.1817,0.2024,0.1327,1.3063,5.2156,10.4312,15.6468
31,0.2370,0.2208,0.2024,0.1817,0.2024,0.1320,1.2808,5.2156,5.2156,10.4312
32,0.2355,0.2188,0.2037,0.1820,0.2037,0.1314,1.2694,5.2156,10.4312,15.6468
33,0.2345,0.2169,0.2037,0.1821,0.2037,0.1308,1.2618,5.2156,5.2156,10.4312
34,0.2451,0.2048,0.2040,0.1822,0.2041,0.1250,1.1108,5.2156,10.4312,15.6468
35,0.2467,0.2031,0.2040,0.1825,0.2041,0.1253,1.1038,5.2156,5.2156,10.4312
36,0.2385,0.2247,0.2034,0.1821,0.2034,0.1331,1.2827,5.2156,10.4312,15.6468
37,0.2366,0.2201,0.2034,0.1822,0.2034,0.1322,1.2668,5.2156,5.2156,10.4312
38,0.2447,0.2091,0.2035,0.1826,0.2035,0.1266,1.1169,5.2156,10.4312,15.6468
39,0.2457,0.2064,0.2035,0.1828,0.2035,0.1266,1.1067,5.2156,5.2156,10.4312
40,0.2479,0.2073,0.2051,0.1827,0.2051,0.1271,1.1030,5.2156,10.4312,15.6468
41,0.2478,0.2094,0.2051,0.1824,0.2051,0.1279,1.1004,5.2156,5.2156,10.4312
42,0.2421,0.1997,0.2053,0.1817,0.2053,0.1251,1.1007,5.2156,10.4312,15.6468
43,0.2433,0.2018,0.2053,0.1826,0.2053,0.1258,1.1033,5.2156,5.2156,10.4312
44,0.2435,0.2283,0.2049,0.1850,0.2049,0.1342,1.3488,5.2156,10.4312,15.6468
45,0.2418,0.2254,0.2049,0.1851,0.2049,0.1333,1.3282,5.2156,5.2156,10.4312
46,0.2409,0.2056,0.2040,0.1860,0.2040,0.1268,1.1561,5.2156,10.4312,15.6468
47,0.2392,0.2013,0.2040,0.1855,0.2040,0.1262,1.1311,5.2156,5.2156,10.4312
48,0.2442,0.2017,0.2035,0.1852,0.2035,0.1259,1.1168,5.2156,10.4312,15.6468
49,0.2449,0.2041,0.2035,0.1855,0.2035,0.1266,1.1145,5.2156,5.2156,10.4312
50,0.2437,0.2045,0.2050,0.1858,0.2050,0.1268,1.1110,5.2156,10.4312,15.6468
51,0.2452,0.2070,0.2050,0.1858,0.2050,0.1276,1.1103,5.2156,5.2156,10.4312
52,0.2503,0.2121,0.2055,0.1862,0.2055,0.1290,1.1595,5.2156,10.4312,15.6468
53,0.2499,0.2107,0.2055,0.1858,0.2055,0.1292,1.1549,5.2156,5.2156,10.4312
54,0.2524,0.2081,0.2055,0.1862,0.2055,0.1282,1.1208,5.2156,10.4312,15.6468
55,0.2534,0.2102,0.2055,0.1866,0.2055,0.1287,1.1123,5.2156,5.2156,10.4312
56,0.2498,0.2057,0.2046,0.1861,0.2046,0.1278,1.1056,5.2156,10.4312,15.6468
57,0.2506,0.2066,0.2046,0.1863,0.2046,0.1283,1.1032,5.2156,5.2156,10.4312
58,0.2459,0.2070,0.2048,0.1861,0.2048,0.1282,1.1037,5.2156,10.4312,15.6468
59,0.2470,0.2142,0.2048,0.1864,0.2048,0.1293,1.1045,5.2156,5.2156,10.4312
60,0.2459,0.2122,0.2061,0.1870,0.2061,0.1292,1.1037,5.2156,10.4312,15.6468
61,0.2450,0.2123,0.2061,0.1870,0.2061,0.1298,1.1042,5.2156,5.2156,10.4312
62,0.2469,0.2128,0.2062,0.1869,0.2062,0.1298,1.0989,5.2156,10.4312,15.6468
63,0.2484,0.2147,0.2062,0.1868,0.2062,0.1303,1.0969,5.2156,5.2156,10.4312
64,0.2507,0.2158,0.2066,0.1864,0.2066,0.1306,1.0920,5.2156,10.4312,15.6468
65,0.2513,0.2160,0.2066,0.1863,0.2066,0.1311,1.0905,5.2156,5.2156,10.4312
66,0.2564,0.2234,0.2066,0.1865,0.2067,0.1319,1.1421,5.2156,10.4312,15.6468
67,0.2570,0.2236,0.2066,0.1867,0.2067,0.1320,1.1413,5.2156,5.2156,10.4312
68,0.2483,0.2304,0.2072,0.1885,0.2072,0.1339,1.2547,5.2156,10.4312,15.6468
69,0.2428,0.2291,0.2072,0.1882,0.2072,0.1345,1.2064,5.2156,5.2156,10.4312
70,0.2459,0.2340,0.2062,0.1876,0.2063,0.1349,1.2324,5.2156,10.4312,15.6468
71,0.2441,0.2318,0.2062,0.1873,0.2063,0.1346,1.2270,5.2156,5.2156,10.4312
72,0.2488,0.2139,0.2071,0.1879,0.2071,0.1302,1.1291,5.2156,10.4312,15.6468
73,0.2498,0.2117,0.2071,0.1883,0.2071,0.1306,1.1117,5.2156,5.2156,10.4312
74,0.2473,0.2058,0.2071,0.1883,0.2072,0.1295,1.1011,5.2156,10.4312,15.6468
75,0.2479,0.2074,0.2072,0.1883,0.2072,0.1302,1.0982,5.2156,5.2156,10.4312
76,0.2415,0.2235,0.2068,0.1863,0.2068,0.1323,1.1986,5.2156,10.4312,15.6468
77,0.2388,0.2237,0.2068,0.1875,0.2068,0.1333,1.1901,5.2156,5.2156,10.4312
78,0.2475,0.2159,0.2068,0.1880,0.2068,0.1383,1.1680,5.2156,10.4312,15.6468
79,0.2478,0.2196,0.2068,0.1879,0.2068,0.1372,1.1575,5.2156,5.2156,10.4312
80,0.2425,0.2131,0.2049,0.1880,0.2049,0.1335,1.1292,5.2156,10.4312,15.6468
81,0.2410,0.2115,0.2049,0.1878,0.2049,0.1322,1.1148,5.2156,5.2156,10.4312
82,0.2373,0.2333,0.2050,0.1873,0.2050,0.1367,1.2329,5.2156,10.4312,15.6468
83,0.2357,0.2319,0.2050,0.1874,0.2050,0.1362,1.1959,5.2156,5.2156,10.4312
84,0.2396,0.2138,0.2063,0.1875,0.2063,0.1395,1.3145,5.2156,10.4312,15.6468
85,0.2394,0.2239,0.2063,0.1873,0.2063,0.1384,1.2933,5.2156,5.2156,10.4312
86,0.2494,0.2178,0.2053,0.1877,0.2053,0.1330,1.1421,5.2156,10.4312,15.6468
87,0.2504,0.2208,0.2053,0.1880,0.2053,0.1333,1.1345,5.2156,5.2156,10.4312
88,0.2418,0.2101,0.2053,0.1878,0.2052,0.1316,1.1086,5.2156,10.4312,15.6468
89,0.2416,0.2143,0.2053,0.1882,0.2052,0.1325,1.1019,5.2156,5.2156,10.4312
90,0.2404,0.2106,0.2037,0.1880,0.2036,0.1331,1.0975,5.2156,10.4312,15.6468
91,0.2405,0.2097,0.2037,0.1878,0.2036,0.1335,1.0945,5.2156,5.2156,10.4312
92,0.2385,0.2307,0.2055,0.1881,0.2055,0.1374,1.2099,5.2156,10.4312,15.6468
93,0.2363,0.2309,0.2055,0.1877,0.2055,0.1371,1.1775,5.2156,5.2156,10.4312
94,0.2361,0.2132,0.2044,0.1881,0.2044,0.1339,1.0981,5.2156,10.4312,15.6468
95,0.2368,0.2078,0.2044,0.1880,0.2044,0.1332,1.0846,5.2156,5.2156,10.4312
96,0.2421,0.2130,0.2053,0.1875,0.2053,0.1326,1.0776,5.2156,10.4312,15.6468
97,0.2432,0.2153,0.2053,0.1877,0.2053,0.1337,1.0754,5.2156,5.2156,10.4312
98,0.2398,0.2138,0.2043,0.1867,0.2043,0.1328,1.0789,5.2156,10.4312,15.6468
99,0.2401,0.2193,0.2043,0.1874,0.2043,0.1342,1.0802,5.2156,5.2156,10.4312
100,0.2428,0.2173,0.2055,0.1882,0.2055,0.1348,1.0782,5.2156,10.4312,15.6468
