round,cluster_id,accuracy,samples
0,0,0.1280,2000
0,1,0.3860,2000
0,2,0.1775,2000
0,3,0.2773,1500
0,4,0.3550,1000
0,5,0.2440,500
0,6,0.3600,1000
1,0,0.2340,2000
1,1,0.4395,2000
1,2,0.2410,2000
1,3,0.4467,1500
1,4,0.4400,1000
1,5,0.4520,500
1,6,0.4580,1000
2,0,0.1510,2000
2,1,0.4040,2000
2,2,0.2890,2000
2,3,0.3865,2000
2,4,0.4650,2000
3,0,0.2235,2000
3,1,0.4435,2000
3,2,0.3805,2000
3,3,0.4435,2000
3,4,0.5090,2000
4,0,0.1860,2000
4,1,0.4635,2000
4,2,0.3850,2000
4,3,0.3860,2000
4,4,0.5095,2000
5,0,0.2310,2000
5,1,0.4870,2000
5,2,0.4195,2000
5,3,0.4105,2000
5,4,0.5310,2000
6,0,0.1820,1000
6,1,0.4885,2000
6,2,0.4190,2000
6,3,0.3545,2000
6,4,0.5430,2000
6,5,0.2180,1000
7,0,0.2060,1000
7,1,0.5015,2000
7,2,0.4470,2000
7,3,0.3760,2000
7,4,0.5565,2000
7,5,0.2310,1000
8,0,0.2247,1500
8,1,0.5087,1500
8,2,0.4693,1500
8,3,0.3680,1000
8,4,0.5630,2000
8,5,0.2080,500
8,6,0.5200,500
8,7,0.4680,500
8,8,0.3650,1000
9,0,0.2487,1500
9,1,0.5167,1500
9,2,0.4933,1500
9,3,0.3910,1000
9,4,0.5665,2000
9,5,0.2240,500
9,6,0.5320,500
9,7,0.4860,500
9,8,0.3850,1000
10,0,0.2360,1000
10,1,0.5227,1500
10,2,0.5420,500
10,3,0.3900,1000
10,4,0.5787,1500
10,5,0.2480,1000
10,6,0.5280,500
10,7,0.4780,500
10,8,0.3500,500
10,9,0.5540,500
10,10,0.3600,500
10,11,0.4880,500
10,12,0.4520,500
11,0,0.2490,1000
11,1,0.5267,1500
11,2,0.5640,500
11,3,0.3970,1000
11,4,0.5793,1500
11,5,0.2670,1000
11,6,0.5380,500
11,7,0.4980,500
11,8,0.3660,500
11,9,0.5600,500
11,10,0.3740,500
11,11,0.5020,500
11,12,0.4740,500
12,0,0.2713,1500
12,1,0.5287,1500
12,2,0.5075,2000
12,3,0.3720,2000
12,4,0.5770,2000
12,5,0.2580,500
12,13,0.5500,500
13,0,0.2753,1500
13,1,0.5333,1500
13,2,0.5160,2000
13,3,0.3755,2000
13,4,0.5815,2000
13,5,0.2600,500
13,13,0.5520,500
14,0,0.2690,1000
14,1,0.5380,2000
14,2,0.5340,1000
14,3,0.3693,1500
14,4,0.5765,2000
