round,test_acc,train_loss,uplink_mb,downlink_mb,total_mb
0,0.1186,2.2785,495.2512,10741.6435,11236.8947
1,0.1582,2.2421,495.2512,495.2512,990.5023
2,0.2159,2.2055,495.2512,495.2512,990.5023
3,0.2729,2.1682,495.2512,495.2512,990.5023
4,0.3191,2.1263,495.2512,10741.6435,11236.8947
5,0.3582,2.0876,495.2512,495.2512,990.5023
6,0.3911,2.0489,495.2512,495.2512,990.5023
7,0.4136,2.0179,495.2512,495.2512,990.5023
8,0.4294,1.9832,495.2512,10741.6435,11236.8947
9,0.4471,1.9522,495.2512,495.2512,990.5023
10,0.4610,1.9225,495.2512,495.2512,990.5023
11,0.4730,1.8929,495.2512,495.2512,990.5023
12,0.4851,1.8647,495.2512,10741.6435,11236.8947
13,0.4960,1.8366,495.2512,495.2512,990.5023
14,0.5037,1.8099,495.2512,495.2512,990.5023
15,0.5129,1.7843,495.2512,495.2512,990.5023
16,0.5173,1.7572,495.2512,10741.6435,11236.8947
17,0.5240,1.7342,495.2512,495.2512,990.5023
18,0.5291,1.7123,495.2512,495.2512,990.5023
19,0.5332,1.6910,495.2512,495.2512,990.5023
20,0.5369,1.6691,495.2512,10741.6435,11236.8947
21,0.5403,1.6519,495.2512,495.2512,990.5023
22,0.5437,1.6338,495.2512,495.2512,990.5023
23,0.5463,1.6167,495.2512,495.2512,990.5023
24,0.5481,1.5969,495.2512,10741.6435,11236.8947
25,0.5504,1.5827,495.2512,495.2512,990.5023
26,0.5516,1.5684,495.2512,495.2512,990.5023
27,0.5535,1.5548,495.2512,495.2512,990.5023
28,0.5563,1.5402,495.2512,10741.6435,11236.8947
29,0.5578,1.5276,495.2512,495.2512,990.5023
30,0.5595,1.5153,495.2512,495.2512,990.5023
31,0.5616,1.5037,495.2512,495.2512,990.5023
32,0.5628,1.4911,495.2512,10741.6435,11236.8947
33,0.5648,1.4812,495.2512,495.2512,990.5023
34,0.5661,1.4699,495.2512,495.2512,990.5023
35,0.5676,1.4603,495.2512,495.2512,990.5023
36,0.5698,1.4482,495.2512,10741.6435,11236.8947
37,0.5722,1.4396,495.2512,495.2512,990.5023
38,0.5751,1.4292,495.2512,495.2512,990.5023
39,0.5770,1.4197,495.2512,495.2512,990.5023
40,0.5776,1.4109,495.2512,10741.6435,11236.8947
41,0.5794,1.4024,495.2512,495.2512,990.5023
42,0.5818,1.3938,495.2512,495.2512,990.5023
43,0.5842,1.3847,495.2512,495.2512,990.5023
44,0.5859,1.3763,495.2512,10741.6435,11236.8947
45,0.5880,1.3696,495.2512,495.2512,990.5023
46,0.5911,1.3616,495.2512,495.2512,990.5023
47,0.5927,1.3550,495.2512,495.2512,990.5023
48,0.5947,1.3462,495.2512,10741.6435,11236.8947
49,0.5964,1.3390,495.2512,495.2512,990.5023
50,0.5985,1.3316,495.2512,495.2512,990.5023
51,0.6009,1.3246,495.2512,495.2512,990.5023
52,0.6024,1.3189,495.2512,10741.6435,11236.8947
53,0.6047,1.3121,495.2512,495.2512,990.5023
54,0.6063,1.3058,495.2512,495.2512,990.5023
55,0.6080,1.2987,495.2512,495.2512,990.5023
56,0.6089,1.2922,495.2512,10741.6435,11236.8947
57,0.6120,1.2864,495.2512,495.2512,990.5023
58,0.6143,1.2797,495.2512,495.2512,990.5023
59,0.6161,1.2749,495.2512,495.2512,990.5023
60,0.6168,1.2668,495.2512,10741.6435,11236.8947
61,0.6185,1.2627,495.2512,495.2512,990.5023
62,0.6209,1.2565,495.2512,495.2512,990.5023
63,0.6231,1.2512,495.2512,495.2512,990.5023
64,0.6239,1.2456,495.2512,10741.6435,11236.8947
65,0.6256,1.2413,495.2512,495.2512,990.5023
66,0.6268,1.2370,495.2512,495.2512,990.5023
67,0.6284,1.2307,495.2512,495.2512,990.5023
68,0.6297,1.2255,495.2512,10741.6435,11236.8947
69,0.6305,1.2213,495.2512,495.2512,990.5023
70,0.6320,1.2169,495.2512,495.2512,990.5023
71,0.6337,1.2116,495.2512,495.2512,990.5023
72,0.6346,1.2059,495.2512,10741.6435,11236.8947
73,0.6364,1.2001,495.2512,495.2512,990.5023
74,0.6381,1.1963,495.2512,495.2512,990.5023
75,0.6392,1.1926,495.2512,495.2512,990.5023
76,0.6393,1.1872,495.2512,10741.6435,11236.8947
77,0.6405,1.1849,495.2512,495.2512,990.5023
78,0.6415,1.1777,495.2512,495.2512,990.5023
79,0.6428,1.1748,495.2512,495.2512,990.5023
80,0.6437,1.1697,495.2512,10741.6435,11236.8947
81,0.6448,1.1664,495.2512,495.2512,990.5023
82,0.6460,1.1638,495.2512,495.2512,990.5023
83,0.6471,1.1590,495.2512,495.2512,990.5023
84,0.6474,1.1557,495.2512,10741.6435,11236.8947
85,0.6481,1.1515,495.2512,495.2512,990.5023
86,0.6487,1.1485,495.2512,495.2512,990.5023
87,0.6501,1.1450,495.2512,495.2512,990.5023
88,0.6511,1.1400,495.2512,10741.6435,11236.8947
89,0.6521,1.1361,495.2512,495.2512,990.5023
90,0.6535,1.1322,495.2512,495.2512,990.5023
91,0.6547,1.1300,495.2512,495.2512,990.5023
92,0.6550,1.1255,495.2512,10741.6435,11236.8947
93,0.6562,1.1215,495.2512,495.2512,990.5023
94,0.6574,1.1189,495.2512,495.2512,990.5023
95,0.6581,1.1137,495.2512,495.2512,990.5023
96,0.6585,1.1113,495.2512,10741.6435,11236.8947
97,0.6592,1.1082,495.2512,495.2512,990.5023
98,0.6604,1.1053,495.2512,495.2512,990.5023
99,0.6612,1.1023,495.2512,495.2512,990.5023
100,0.6613,1.0995,495.2512,10741.6435,11236.8947
