round,cluster_id,accuracy,samples
0,0,0.6365,2000
0,1,0.5385,2000
0,2,0.6460,2000
0,3,0.7200,1500
0,4,0.6255,2000
0,5,0.7280,500
1,0,0.6595,2000
1,1,0.6075,2000
1,2,0.6860,2000
1,3,0.7487,1500
1,4,0.6585,2000
1,5,0.7460,500
2,0,0.6855,2000
2,1,0.6480,2000
2,2,0.7050,2000
2,3,0.7660,2000
2,4,0.6690,2000
3,0,0.6965,2000
3,1,0.6725,2000
3,2,0.7205,2000
3,3,0.7760,2000
3,4,0.6895,2000
4,0,0.7090,2000
4,1,0.6793,1500
4,2,0.7305,2000
4,3,0.7845,2000
4,4,0.6995,2000
4,5,0.6820,500
5,0,0.7165,2000
5,1,0.6880,1500
5,2,0.7395,2000
5,3,0.7920,2000
5,4,0.7145,2000
5,5,0.6720,500
6,0,0.7215,2000
6,1,0.6960,1500
6,2,0.7560,1500
6,3,0.7955,2000
6,4,0.7245,2000
6,6,0.6780,500
6,7,0.7100,500
7,0,0.7310,2000
7,1,0.6993,1500
7,2,0.7640,1500
7,3,0.8015,2000
7,4,0.7380,2000
7,6,0.6880,500
7,7,0.7220,500
8,0,0.7295,2000
8,1,0.6995,2000
8,2,0.7560,2000
8,3,0.8270,1000
8,4,0.7507,1500
8,8,0.7920,1000
8,9,0.7360,500
9,0,0.7280,2000
9,1,0.7035,2000
9,2,0.7560,2000
9,3,0.8270,1000
9,4,0.7600,1500
9,8,0.7970,1000
9,9,0.7560,500
10,0,0.7380,2000
10,1,0.7055,2000
10,2,0.7600,2000
10,3,0.8110,2000
10,4,0.7660,2000
11,0,0.7395,2000
11,1,0.7095,2000
11,2,0.7675,2000
11,3,0.8180,2000
11,4,0.7715,2000
12,0,0.7450,2000
12,1,0.7100,2000
12,2,0.7690,2000
12,3,0.8185,2000
12,4,0.7790,2000
13,0,0.7415,2000
13,1,0.7110,2000
13,2,0.7730,2000
13,3,0.8190,2000
13,4,0.7850,2000
14,0,0.7480,2000
14,1,0.7135,2000
14,2,0.7860,1000
14,3,0.8200,2000
14,4,0.7940,2000
14,5,0.7680,1000
15,0,0.7455,2000
15,1,0.7120,2000
15,2,0.7890,1000
15,3,0.8240,2000
15,4,0.7965,2000
15,5,0.7700,1000
16,0,0.7510,2000
16,1,0.7160,2000
16,2,0.7835,2000
16,3,0.8340,1500
16,4,0.8005,2000
16,6,0.8020,500
17,0,0.7510,2000
17,1,0.7180,2000
17,2,0.7855,2000
17,3,0.8367,1500
17,4,0.8065,2000
17,6,0.7980,500
18,0,0.7420,1000
18,1,0.7167,1500
18,2,0.7860,2000
18,3,0.8450,1000
18,4,0.8105,2000
18,6,0.8140,1000
18,7,0.7610,1000
18,8,0.7160,500
19,0,0.7440,1000
19,1,0.7247,1500
19,2,0.7880,2000
19,3,0.8450,1000
19,4,0.8185,2000
19,6,0.8140,1000
19,7,0.7600,1000
19,8,0.7140,500
20,0,0.7550,2000
20,1,0.7180,2000
20,2,0.7885,2000
20,3,0.8320,2000
20,4,0.8275,2000
21,0,0.7545,2000
21,1,0.7185,2000
21,2,0.7880,2000
21,3,0.8265,2000
21,4,0.8205,2000
22,0,0.7555,2000
22,1,0.7205,2000
22,2,0.7905,2000
22,3,0.8310,2000
22,4,0.8255,2000
23,0,0.7570,2000
23,1,0.7175,2000
23,2,0.7910,2000
23,3,0.8295,2000
23,4,0.8250,2000
24,0,0.7600,2000
24,1,0.7200,2000
24,2,0.7935,2000
24,3,0.8200,1000
24,4,0.8335,2000
24,5,0.8420,1000
25,0,0.7580,2000
25,1,0.7220,2000
25,2,0.7955,2000
25,3,0.8240,1000
25,4,0.8370,2000
25,5,0.8480,1000
26,0,0.7595,2000
26,1,0.7175,2000
26,2,0.7945,2000
26,3,0.8330,2000
26,4,0.8350,2000
27,0,0.7665,2000
27,1,0.7215,2000
27,2,0.7970,2000
27,3,0.8360,2000
27,4,0.8370,2000
28,0,0.7650,2000
28,1,0.7360,1000
28,2,0.7975,2000
28,3,0.8360,2000
28,4,0.8385,2000
28,5,0.7080,1000
29,0,0.7685,2000
29,1,0.7380,1000
29,2,0.7970,2000
29,3,0.8365,2000
29,4,0.8410,2000
29,5,0.7080,1000
30,0,0.7705,2000
30,1,0.7185,2000
30,2,0.7990,2000
30,3,0.8313,1500
30,4,0.8430,2000
30,6,0.8580,500
31,0,0.7705,2000
31,1,0.7220,2000
31,2,0.7995,2000
31,3,0.8327,1500
31,4,0.8435,2000
31,6,0.8760,500
32,0,0.7633,1500
32,1,0.7220,2000
32,2,0.8005,2000
32,3,0.8405,2000
32,4,0.8445,2000
32,7,0.7960,500
33,0,0.7667,1500
33,1,0.7210,2000
33,2,0.8005,2000
33,3,0.8375,2000
33,4,0.8445,2000
33,7,0.7900,500
34,0,0.7715,2000
34,1,0.7260,1500
34,2,0.8000,1500
34,3,0.8373,1500
34,4,0.8495,2000
34,8,0.8520,500
34,9,0.7980,500
34,10,0.7160,500
35,0,0.7730,2000
35,1,0.7320,1500
35,2,0.8033,1500
35,3,0.8373,1500
35,4,0.8480,2000
35,8,0.8440,500
35,9,0.7880,500
35,10,0.7160,500
36,0,0.7753,1500
36,1,0.7287,1500
36,2,0.7995,2000
36,3,0.8415,2000
36,4,0.8485,2000
36,10,0.7140,500
36,11,0.7700,500
37,0,0.7780,1500
37,1,0.7293,1500
37,2,0.8050,2000
37,3,0.8425,2000
37,4,0.8520,2000
37,10,0.7120,500
37,11,0.7660,500
38,0,0.7765,2000
38,1,0.7380,1000
38,2,0.7980,1500
38,3,0.8500,1500
38,4,0.8545,2000
38,10,0.7140,1000
38,12,0.8140,500
38,13,0.8180,500
39,0,0.7760,2000
39,1,0.7330,1000
39,2,0.7993,1500
39,3,0.8513,1500
39,4,0.8555,2000
39,10,0.7130,1000
39,12,0.8240,500
39,13,0.8220,500
40,0,0.7760,2000
40,1,0.7260,2000
40,2,0.8055,2000
40,3,0.8455,2000
40,4,0.8570,2000
41,0,0.7785,2000
41,1,0.7235,2000
41,2,0.8080,2000
41,3,0.8475,2000
41,4,0.8590,2000
42,0,0.7790,2000
42,1,0.7245,2000
42,2,0.8100,2000
42,3,0.8470,2000
42,4,0.8615,2000
43,0,0.7795,2000
43,1,0.7285,2000
43,2,0.8100,2000
43,3,0.8495,2000
43,4,0.8630,2000
44,0,0.7795,2000
44,1,0.7325,2000
44,2,0.8110,2000
44,3,0.8520,2000
44,4,0.8615,2000
45,0,0.7820,2000
45,1,0.7275,2000
45,2,0.8135,2000
45,3,0.8500,2000
45,4,0.8640,2000
46,0,0.7815,2000
46,1,0.7300,2000
46,2,0.8140,2000
46,3,0.8507,1500
46,4,0.8645,2000
46,5,0.8480,500
47,0,0.7840,2000
47,1,0.7305,2000
47,2,0.8165,2000
47,3,0.8520,1500
47,4,0.8655,2000
47,5,0.8460,500
48,0,0.7825,2000
48,1,0.7250,2000
48,2,0.8150,2000
48,3,0.8515,2000
48,4,0.8670,2000
49,0,0.7845,2000
49,1,0.7335,2000
49,2,0.8155,2000
49,3,0.8535,2000
49,4,0.8635,2000
50,0,0.7805,2000
50,1,0.7350,2000
50,2,0.8140,2000
50,3,0.8515,2000
50,4,0.8665,2000
51,0,0.7810,2000
51,1,0.7275,2000
51,2,0.8140,2000
51,3,0.8530,2000
51,4,0.8675,2000
52,0,0.7820,2000
52,1,0.7285,2000
52,2,0.8125,2000
52,3,0.8525,2000
52,4,0.8705,2000
53,0,0.7820,2000
53,1,0.7250,2000
53,2,0.8150,2000
53,3,0.8520,2000
53,4,0.8675,2000
54,0,0.7767,1500
54,1,0.7230,2000
54,2,0.8175,2000
54,3,0.8580,1500
54,4,0.8670,2000
54,5,0.8380,500
54,6,0.7900,500
55,0,0.7760,1500
