round,cluster_id,accuracy,samples
0,0,0.2044,900
0,1,0.2167,600
0,2,0.0258,1200
0,3,0.4100,1800
0,4,0.2522,900
0,5,0.0273,1500
0,6,0.1950,600
0,7,0.0200,300
0,8,0.2417,600
0,9,0.1767,600
0,10,0.2100,300
0,11,0.4375,1200
0,12,0.0537,2400
0,13,0.2267,300
0,14,0.0483,600
0,15,0.2400,300
0,16,0.2633,300
0,17,0.2483,600
1,0,0.3589,900
1,1,0.3367,600
1,2,0.0425,1200
1,3,0.4583,1800
1,4,0.4556,900
1,5,0.0547,1500
1,6,0.3350,600
1,7,0.0267,300
1,8,0.4500,600
1,9,0.3083,600
1,10,0.3300,300
1,11,0.4942,1200
1,12,0.1333,2400
1,13,0.4267,300
1,14,0.1317,600
1,15,0.4133,300
1,16,0.4267,300
1,17,0.4233,600
2,0,0.5200,900
2,1,0.4667,600
2,2,0.4700,600
2,3,0.1033,1200
2,4,0.5111,900
2,5,0.4567,600
2,6,0.5117,600
2,7,0.0850,1200
2,8,0.4567,300
2,9,0.5200,600
2,10,0.0950,600
2,11,0.5183,600
2,12,0.5400,900
2,13,0.5260,1500
2,14,0.4400,300
2,15,0.4767,300
2,16,0.2153,3000
2,17,0.4300,300
3,0,0.5544,900
3,1,0.5883,600
3,2,0.5500,600
3,3,0.2142,1200
3,4,0.5411,900
3,5,0.5617,600
3,6,0.5400,600
3,7,0.1858,1200
3,8,0.5600,300
3,9,0.5600,600
3,10,0.1783,600
3,11,0.6250,600
3,12,0.6344,900
3,13,0.6240,1500
3,14,0.5667,300
3,15,0.6000,300
3,16,0.3277,3000
3,17,0.5333,300
4,0,0.5725,1200
4,1,0.5397,3000
4,2,0.8190,2100
4,3,0.5767,600
4,4,0.5633,900
4,5,0.6967,600
4,6,0.0847,1500
4,7,0.6783,600
4,8,0.8256,900
4,9,0.6683,600
4,10,0.1111,900
4,11,0.0917,600
4,12,0.5467,300
4,13,0.6950,600
4,14,0.6767,300
4,15,0.6733,300
5,0,0.6092,1200
5,1,0.6117,3000
5,2,0.8529,2100
5,3,0.6067,600
5,4,0.5944,900
5,5,0.7383,600
5,6,0.1787,1500
5,7,0.7100,600
5,8,0.8633,900
5,9,0.7067,600
5,10,0.2189,900
5,11,0.1967,600
5,12,0.5767,300
5,13,0.7300,600
5,14,0.7067,300
5,15,0.7333,300
6,0,0.3220,1500
6,1,0.7300,600
6,2,0.6333,900
6,3,0.6393,3000
6,4,0.7650,600
6,5,0.8617,1200
6,6,0.7833,300
6,7,0.8683,1800
6,8,0.6150,600
6,9,0.2813,1500
6,10,0.6267,600
6,11,0.6233,300
6,12,0.6517,600
6,13,0.7700,300
6,14,0.7700,300
6,15,0.7333,300
6,16,0.7300,300
6,17,0.7500,300
7,0,0.4253,1500
7,1,0.7600,600
7,2,0.6611,900
7,3,0.6523,3000
7,4,0.7967,600
7,5,0.8633,1200
7,6,0.8100,300
7,7,0.8678,1800
7,8,0.6483,600
7,9,0.3853,1500
7,10,0.6467,600
7,11,0.6533,300
7,12,0.6767,600
7,13,0.7867,300
7,14,0.7800,300
7,15,0.7500,300
7,16,0.7367,300
7,17,0.7633,300
8,0,0.6925,2400
8,1,0.8862,2100
8,2,0.6411,900
8,3,0.6903,3000
8,4,0.8000,600
8,5,0.7700,600
8,6,0.6622,900
8,7,0.6867,300
8,8,0.7150,600
8,9,0.7917,600
8,10,0.7667,300
8,11,0.6283,600
8,12,0.6233,300
8,13,0.7700,300
8,14,0.8644,900
8,15,0.7633,300
8,16,0.7467,300
9,0,0.7512,2400
9,1,0.8824,2100
9,2,0.6733,900
9,3,0.6943,3000
9,4,0.8050,600
9,5,0.7700,600
9,6,0.6967,900
9,7,0.7167,300
9,8,0.7833,600
9,9,0.7833,600
9,10,0.7533,300
9,11,0.6633,600
9,12,0.6667,300
9,13,0.7767,300
9,14,0.8667,900
9,15,0.7767,300
9,16,0.7600,300
10,0,0.7889,900
10,1,0.7907,1500
10,2,0.6956,900
10,3,0.7911,900
10,4,0.7913,1500
10,5,0.7817,600
10,6,0.8800,2400
10,7,0.7005,2100
10,8,0.7367,300
10,9,0.7300,300
10,10,0.7300,600
10,11,0.8617,600
10,12,0.7300,300
10,13,0.6867,300
10,14,0.7700,300
10,15,0.6667,900
10,16,0.6900,300
10,17,0.6967,300
11,0,0.7889,900
11,1,0.8193,1500
11,2,0.7222,900
11,3,0.7900,900
11,4,0.8160,1500
11,5,0.7867,600
11,6,0.8788,2400
11,7,0.7081,2100
11,8,0.7433,300
11,9,0.7567,300
11,10,0.7433,600
11,11,0.8617,600
11,12,0.7233,300
11,13,0.6967,300
11,14,0.7767,300
11,15,0.6600,900
11,16,0.7300,300
11,17,0.7300,300
12,0,0.8763,3000
12,1,0.7433,1200
12,2,0.7922,900
12,3,0.8550,600
12,4,0.7033,300
12,5,0.8367,1800
