round,cluster_id,accuracy,samples
0,0,0.6180,500
0,1,0.5820,500
0,2,0.5900,500
0,3,0.5760,500
0,4,0.6060,500
0,5,0.5920,500
0,6,0.4860,500
0,7,0.5960,500
0,8,0.6000,500
0,9,0.6700,500
0,10,0.6640,500
0,11,0.4660,500
0,12,0.6860,500
0,13,0.5020,500
0,14,0.6000,500
0,15,0.4400,500
0,16,0.6200,500
0,17,0.6300,500
0,18,0.7000,500
0,19,0.6720,500
1,0,0.6540,500
1,1,0.6480,500
1,2,0.6520,500
1,3,0.6440,500
1,4,0.6680,500
1,5,0.6380,500
1,6,0.5560,500
1,7,0.6640,500
1,8,0.6500,500
1,9,0.7140,500
1,10,0.6900,500
1,11,0.5120,500
1,12,0.7400,500
1,13,0.5600,500
1,14,0.6220,500
1,15,0.5500,500
1,16,0.6540,500
1,17,0.6460,500
1,18,0.7620,500
1,19,0.7180,500
2,0,0.6800,500
2,1,0.6860,500
2,2,0.6600,500
2,3,0.6700,1000
2,5,0.6640,500
2,6,0.5900,500
2,7,0.6880,500
2,8,0.6720,500
2,9,0.7480,500
2,10,0.6980,500
2,11,0.5760,500
2,12,0.7500,500
2,13,0.6000,500
2,14,0.6400,500
2,15,0.6100,500
2,16,0.6720,500
2,17,0.6700,500
2,18,0.7860,500
2,19,0.7400,500
3,0,0.6960,500
3,1,0.6940,500
3,2,0.6800,500
3,3,0.6900,1000
3,5,0.6740,500
3,6,0.6180,500
3,7,0.6980,500
3,8,0.7040,500
3,9,0.7680,500
3,10,0.7020,500
3,11,0.6240,500
3,12,0.7640,500
3,13,0.6420,500
3,14,0.6600,500
3,15,0.6460,500
3,16,0.6920,500
3,17,0.6720,500
3,18,0.7920,500
3,19,0.7520,500
4,0,0.7060,500
4,2,0.6920,500
4,3,0.7007,1500
4,5,0.6920,500
4,6,0.6440,500
4,7,0.7020,500
4,8,0.7060,500
4,9,0.7670,1000
4,10,0.7180,500
4,11,0.6400,500
4,12,0.7840,1000
4,13,0.6520,500
4,14,0.6890,1000
4,15,0.6740,500
4,17,0.6860,500
5,0,0.7140,500
5,2,0.7040,500
5,3,0.7013,1500
5,5,0.7000,500
5,6,0.6500,500
5,7,0.7100,500
5,8,0.7180,500
5,9,0.7740,1000
5,10,0.7240,500
5,11,0.6500,500
5,12,0.7870,1000
5,13,0.6620,500
5,14,0.7020,1000
5,15,0.6800,500
5,17,0.6940,500
