round,cluster_id,accuracy,samples
0,0,0.6115,2000
0,1,0.7220,1000
0,2,0.6530,2000
0,3,0.6515,2000
0,4,0.6570,2000
0,5,0.7140,1000
1,0,0.6405,2000
1,1,0.7240,1000
1,2,0.6520,2000
1,3,0.6530,2000
1,4,0.6615,2000
1,5,0.7140,1000
2,0,0.6080,2000
2,1,0.7240,2000
2,2,0.6530,2000
2,3,0.6600,2000
2,4,0.6750,2000
3,0,0.6560,2000
3,1,0.7225,2000
3,2,0.6495,2000
3,3,0.6665,2000
3,4,0.6730,2000
4,0,0.6530,2000
4,1,0.7285,2000
4,2,0.6530,2000
4,3,0.6720,2000
4,4,0.6775,2000
5,0,0.6785,2000
5,1,0.7260,2000
5,2,0.6525,2000
5,3,0.6815,2000
5,4,0.6815,2000
6,0,0.1657,6000
6,1,0.7270,2000
6,2,0.6550,2000
7,0,0.1627,6000
7,1,0.7285,2000
7,2,0.6525,2000
8,0,0.2382,4000
8,1,0.7285,2000
8,2,0.6445,2000
8,3,0.5545,2000
9,0,0.2925,4000
9,1,0.7295,2000
9,2,0.6585,2000
9,3,0.6165,2000
10,0,0.6630,2000
10,1,0.7250,2000
10,2,0.6605,2000
10,3,0.6350,2000
10,4,0.6160,2000
11,0,0.6700,2000
11,1,0.7305,2000
11,2,0.6595,2000
11,3,0.6490,2000
11,4,0.6075,2000
12,0,0.6700,2000
12,1,0.7320,2000
12,2,0.6640,2000
12,3,0.6640,2000
12,4,0.6610,2000
