round,local_test_acc,global_test_acc,gm_only_global_test_acc,train_loss,uplink_mb,downlink_mb,total_mb
0,0.8267,0.1658,0.0849,0.6061,495.2512,495.2512,990.5023
1,0.8599,0.1717,0.0849,0.3749,495.2512,495.2512,990.5023
2,0.8686,0.1737,0.0849,0.3168,495.2512,495.2512,990.5023
3,0.8772,0.1754,0.0849,0.2865,495.2512,495.2512,990.5023
4,0.7926,0.2192,0.0944,1.0364,495.2512,9619.0019,10114.2531
