round,cluster_id,accuracy,samples
0,0,0.4835,2000
0,1,0.5070,2000
0,2,0.3510,2000
0,3,0.5680,2000
0,4,0.3170,1000
0,5,0.3620,500
0,6,0.3260,500
1,0,0.5825,2000
1,1,0.6095,2000
1,2,0.6410,2000
1,3,0.6240,2000
1,4,0.4430,1000
1,5,0.4840,500
1,6,0.4480,500
2,0,0.5425,2000
2,1,0.5820,2000
2,2,0.7167,1500
2,3,0.6100,2000
2,4,0.4775,2000
2,7,0.6980,500
3,0,0.5730,2000
3,1,0.5980,2000
3,2,0.7393,1500
3,3,0.6225,2000
3,4,0.5100,2000
3,7,0.7080,500
4,0,0.5415,2000
4,1,0.5750,2000
4,2,0.7540,500
4,3,0.5900,2000
4,4,0.4985,2000
4,7,0.7290,1000
4,8,0.7780,500
5,0,0.5535,2000
5,1,0.5935,2000
5,2,0.7600,500
5,3,0.6030,2000
5,4,0.5280,2000
5,7,0.7400,1000
5,8,0.7820,500
6,0,0.5665,2000
6,1,0.6025,2000
6,3,0.6090,2000
6,4,0.5390,2000
6,7,0.7620,2000
7,0,0.5755,2000
7,1,0.6095,2000
7,3,0.6200,2000
7,4,0.5525,2000
7,7,0.7635,2000
8,0,0.5115,2000
8,1,0.5955,2000
8,3,0.5045,2000
8,4,0.6013,1500
8,7,0.6615,2000
8,8,0.6020,500
9,0,0.5250,2000
9,1,0.6030,2000
9,3,0.5180,2000
9,4,0.6073,1500
9,7,0.6675,2000
9,8,0.6080,500
10,0,0.5410,2000
10,1,0.5880,1000
10,3,0.5800,1500
10,4,0.5353,1500
10,7,0.6120,1500
10,9,0.6140,500
10,10,0.6000,1000
10,11,0.5800,500
10,12,0.5240,500
11,0,0.5500,2000
11,1,0.5930,1000
11,3,0.5840,1500
11,4,0.5427,1500
11,7,0.6193,1500
11,9,0.6220,500
11,10,0.6060,1000
11,11,0.5800,500
11,12,0.5320,500
12,0,0.6080,2000
12,1,0.6590,1000
12,3,0.5950,2000
12,4,0.5580,2000
12,7,0.6335,2000
12,10,0.7120,1000
13,0,0.6115,2000
13,1,0.6580,1000
13,3,0.5995,2000
13,4,0.5635,2000
13,7,0.6385,2000
13,10,0.7120,1000
14,0,0.6330,2000
14,1,0.6965,2000
14,3,0.6095,2000
14,4,0.5630,2000
14,7,0.6465,2000
15,0,0.6410,2000
15,1,0.7005,2000
15,3,0.6115,2000
15,4,0.5655,2000
15,7,0.6475,2000
16,0,0.6500,2000
16,1,0.7005,2000
16,3,0.6165,2000
16,4,0.5700,2000
16,7,0.6545,2000
17,0,0.6580,2000
17,1,0.7005,2000
17,3,0.6160,2000
17,4,0.5740,2000
17,7,0.6560,2000
18,0,0.5880,2000
18,1,0.5430,2000
18,3,0.6155,2000
18,4,0.5305,2000
18,7,0.7880,1000
18,8,0.7900,1000
19,0,0.5985,2000
19,1,0.5490,2000
19,3,0.6200,2000
19,4,0.5315,2000
19,7,0.7900,1000
19,8,0.7930,1000
20,0,0.7213,1500
20,1,0.6280,2000
20,3,0.4510,2000
20,4,0.4055,2000
20,7,0.6745,2000
20,9,0.7420,500
