round,local_test_acc,pm_local_test_acc,gm_local_test_acc,global_test_acc,gm_only_global_test_acc,pm_global_test_acc,train_loss,uplink_mb,downlink_mb,total_mb
0,0.1596,0.1638,0.1574,0.1595,0.1574,0.1638,2.5211,5.2156,10.4312,15.6468
1,0.1661,0.1798,0.1590,0.1660,0.1590,0.1798,2.4465,5.2156,10.4312,15.6468
2,0.1710,0.1928,0.1599,0.1710,0.1599,0.1928,2.3931,5.2156,10.4312,15.6468
3,0.1738,0.2036,0.1605,0.1734,0.1605,0.2036,2.3535,5.2156,10.4312,15.6468
4,0.1788,0.2238,0.1602,0.1781,0.1602,0.2238,2.3239,5.2156,10.4312,15.6468
5,0.1820,0.2368,0.1601,0.1811,0.1601,0.2368,2.3009,5.2156,10.4312,15.6468
6,0.1837,0.2527,0.1603,0.1824,0.1603,0.2527,2.2835,5.2156,10.4312,15.6468
7,0.1858,0.2628,0.1612,0.1848,0.1612,0.2628,2.2687,5.2156,10.4312,15.6468
8,0.1887,0.2693,0.1622,0.1860,0.1622,0.2693,2.2561,5.2156,10.4312,15.6468
9,0.1898,0.2780,0.1621,0.1873,0.1621,0.2781,2.2442,5.2156,10.4312,15.6468
10,0.1931,0.2842,0.1634,0.1902,0.1634,0.2841,2.2359,5.2156,10.4312,15.6468
