round,local_test_acc,pm_local_test_acc,gm_local_test_acc,global_test_acc,gm_only_global_test_acc,pm_global_test_acc,train_loss,uplink_mb,downlink_mb,total_mb
0,0.2990,0.4113,0.1298,0.1293,0.1298,0.1269,2.1001,78.6281,78.6281,157.2562
1,0.4087,0.5591,0.1326,0.1323,0.1326,0.1321,1.7393,78.6281,78.6281,157.2562
2,0.4852,0.6420,0.1306,0.1348,0.1306,0.1327,1.5357,78.6281,78.6281,157.2562
3,0.5458,0.6465,0.1317,0.1343,0.1317,0.1296,1.4476,78.6281,78.6281,157.2562
4,0.5797,0.6692,0.1357,0.1377,0.1357,0.1336,1.3976,78.6281,78.6281,157.2562
5,0.5889,0.6690,0.1384,0.1368,0.1384,0.1338,1.3851,78.6281,78.6281,157.2562
6,0.6106,0.6871,0.1406,0.1403,0.1406,0.1376,1.3628,78.6281,78.6281,157.2562
7,0.6208,0.6955,0.1447,0.1439,0.1448,0.1390,1.3532,78.6281,78.6281,157.2562
8,0.6305,0.7105,0.1463,0.1452,0.1463,0.1420,1.3395,78.6281,78.6281,157.2562
9,0.6346,0.7172,0.1490,0.1461,0.1490,0.1434,1.3337,78.6281,78.6281,157.2562
10,0.6463,0.7248,0.1499,0.1509,0.1499,0.1451,1.3271,78.6281,78.6281,157.2562
11,0.6676,0.7493,0.1513,0.1552,0.1513,0.1501,1.3051,78.6281,78.6281,157.2562
12,0.6563,0.7325,0.1529,0.1526,0.1529,0.1468,1.3102,78.6281,78.6281,157.2562
13,0.6670,0.7484,0.1569,0.1561,0.1569,0.1497,1.2964,78.6281,78.6281,157.2562
14,0.6656,0.7380,0.1564,0.1557,0.1564,0.1476,1.2974,78.6281,78.6281,157.2562
15,0.6733,0.7556,0.1592,0.1586,0.1592,0.1510,1.2868,78.6281,78.6281,157.2562
16,0.6813,0.7622,0.1610,0.1590,0.1611,0.1525,1.2743,78.6281,78.6281,157.2562
17,0.6937,0.7673,0.1607,0.1629,0.1607,0.1536,1.2681,78.6281,78.6281,157.2562
18,0.6953,0.7688,0.1622,0.1633,0.1622,0.1539,1.2615,78.6281,78.6281,157.2562
19,0.6865,0.7630,0.1653,0.1616,0.1653,0.1525,1.2618,78.6281,78.6281,157.2562
20,0.7007,0.7743,0.1680,0.1660,0.1680,0.1549,1.2517,78.6281,78.6281,157.2562
21,0.7014,0.7777,0.1721,0.1667,0.1723,0.1554,1.2442,78.6281,78.6281,157.2562
22,0.7035,0.7774,0.1760,0.1677,0.1760,0.1555,1.2380,78.6281,78.6281,157.2562
23,0.7084,0.7817,0.1764,0.1698,0.1764,0.1565,1.2335,78.6281,78.6281,157.2562
24,0.7000,0.7755,0.1780,0.1708,0.1780,0.1552,1.2347,78.6281,78.6281,157.2562
25,0.7149,0.7882,0.1808,0.1709,0.1807,0.1576,1.2226,78.6281,78.6281,157.2562
26,0.7139,0.7890,0.1825,0.1728,0.1825,0.1579,1.2187,78.6281,78.6281,157.2562
27,0.7139,0.7853,0.1855,0.1730,0.1855,0.1575,1.2156,78.6281,78.6281,157.2562
28,0.7116,0.7872,0.1889,0.1728,0.1889,0.1574,1.2120,78.6281,78.6281,157.2562
29,0.7153,0.7917,0.1913,0.1753,0.1913,0.1583,1.2082,78.6281,78.6281,157.2562
30,0.7145,0.7929,0.1929,0.1762,0.1929,0.1585,1.2052,78.6281,78.6281,157.2562
31,0.7176,0.7906,0.1945,0.1771,0.1946,0.1582,1.1989,78.6281,78.6281,157.2562
32,0.7171,0.7943,0.1957,0.1766,0.1957,0.1589,1.1975,78.6281,78.6281,157.2562
33,0.7177,0.7964,0.1974,0.1784,0.1974,0.1594,1.1931,78.6281,78.6281,157.2562
34,0.7186,0.7918,0.2004,0.1788,0.2004,0.1585,1.1915,78.6281,78.6281,157.2562
35,0.7219,0.7982,0.2027,0.1794,0.2027,0.1596,1.1841,78.6281,78.6281,157.2562
36,0.7223,0.7991,0.2048,0.1809,0.2048,0.1600,1.1823,78.6281,78.6281,157.2562
37,0.7189,0.8008,0.2066,0.1812,0.2066,0.1601,1.1797,78.6281,78.6281,157.2562
38,0.7200,0.7968,0.2070,0.1825,0.2070,0.1593,1.1765,78.6281,78.6281,157.2562
39,0.7235,0.8034,0.2100,0.1846,0.2100,0.1607,1.1717,78.6281,78.6281,157.2562
40,0.7190,0.7960,0.2118,0.1832,0.2118,0.1593,1.1733,78.6281,78.6281,157.2562
41,0.7251,0.8046,0.2113,0.1849,0.2113,0.1609,1.1677,78.6281,78.6281,157.2562
42,0.7233,0.8051,0.2150,0.1869,0.2150,0.1609,1.1633,78.6281,78.6281,157.2562
43,0.7203,0.7988,0.2166,0.1862,0.2166,0.1601,1.1622,78.6281,78.6281,157.2562
44,0.7246,0.8070,0.2201,0.1892,0.2201,0.1613,1.1573,78.6281,78.6281,157.2562
