round,test_acc,train_loss,uplink_mb,downlink_mb,total_mb
0,0.1298,2.2823,1238.1279,26854.1088,28092.2367
1,0.1617,2.2537,1238.1279,1238.1279,2476.2558
2,0.1910,2.2254,1238.1279,1238.1279,2476.2558
3,0.2191,2.1969,1238.1279,1238.1279,2476.2558
4,0.2789,2.1635,1238.1279,26854.1088,28092.2367
5,0.3092,2.1342,1238.1279,1238.1279,2476.2558
6,0.3273,2.1159,1238.1279,1238.1279,2476.2558
7,0.3488,2.0876,1238.1279,1238.1279,2476.2558
8,0.3554,2.0580,1238.1279,26854.1088,28092.2367
9,0.3708,2.0297,1238.1279,1238.1279,2476.2558
10,0.3854,2.0006,1238.1279,1238.1279,2476.2558
11,0.3983,1.9742,1238.1279,1238.1279,2476.2558
12,0.4146,1.9470,1238.1279,26854.1088,28092.2367
13,0.4228,1.9208,1238.1279,1238.1279,2476.2558
14,0.4294,1.8980,1238.1279,1238.1279,2476.2558
15,0.4355,1.8732,1238.1279,1238.1279,2476.2558
16,0.4357,1.8522,1238.1279,26854.1088,28092.2367
17,0.4413,1.8313,1238.1279,1238.1279,2476.2558
18,0.4471,1.8104,1238.1279,1238.1279,2476.2558
19,0.4507,1.7894,1238.1279,1238.1279,2476.2558
20,0.4591,1.7683,1238.1279,26854.1088,28092.2367
21,0.4641,1.7500,1238.1279,1238.1279,2476.2558
22,0.4664,1.7318,1238.1279,1238.1279,2476.2558
23,0.4705,1.7137,1238.1279,1238.1279,2476.2558
24,0.4742,1.6954,1238.1279,26854.1088,28092.2367
25,0.4790,1.6806,1238.1279,1238.1279,2476.2558
26,0.4824,1.6649,1238.1279,1238.1279,2476.2558
27,0.4867,1.6520,1238.1279,1238.1279,2476.2558
28,0.4917,1.6333,1238.1279,26854.1088,28092.2367
29,0.4955,1.6209,1238.1279,1238.1279,2476.2558
30,0.4975,1.6136,1238.1279,1238.1279,2476.2558
31,0.5019,1.6015,1238.1279,1238.1279,2476.2558
32,0.5033,1.5864,1238.1279,26854.1088,28092.2367
33,0.5079,1.5739,1238.1279,1238.1279,2476.2558
34,0.5110,1.5612,1238.1279,1238.1279,2476.2558
35,0.5144,1.5500,1238.1279,1238.1279,2476.2558
36,0.5195,1.5362,1238.1279,26854.1088,28092.2367
37,0.5226,1.5242,1238.1279,1238.1279,2476.2558
38,0.5261,1.5155,1238.1279,1238.1279,2476.2558
39,0.5298,1.5047,1238.1279,1238.1279,2476.2558
40,0.5326,1.4923,1238.1279,26854.1088,28092.2367
41,0.5358,1.4810,1238.1279,1238.1279,2476.2558
42,0.5397,1.4722,1238.1279,1238.1279,2476.2558
43,0.5423,1.4632,1238.1279,1238.1279,2476.2558
44,0.5447,1.4526,1238.1279,26854.1088,28092.2367
45,0.5472,1.4427,1238.1279,1238.1279,2476.2558
46,0.5501,1.4340,1238.1279,1238.1279,2476.2558
47,0.5520,1.4232,1238.1279,1238.1279,2476.2558
48,0.5537,1.4123,1238.1279,26854.1088,28092.2367
49,0.5561,1.4052,1238.1279,1238.1279,2476.2558
50,0.5571,1.3967,1238.1279,1238.1279,2476.2558
51,0.5584,1.3887,1238.1279,1238.1279,2476.2558
52,0.5593,1.3808,1238.1279,26854.1088,28092.2367
53,0.5616,1.3725,1238.1279,1238.1279,2476.2558
54,0.5630,1.3649,1238.1279,1238.1279,2476.2558
55,0.5649,1.3575,1238.1279,1238.1279,2476.2558
56,0.5661,1.3503,1238.1279,26854.1088,28092.2367
57,0.5678,1.3427,1238.1279,1238.1279,2476.2558
58,0.5696,1.3358,1238.1279,1238.1279,2476.2558
59,0.5702,1.3274,1238.1279,1238.1279,2476.2558
60,0.5717,1.3220,1238.1279,26854.1088,28092.2367
61,0.5738,1.3135,1238.1279,1238.1279,2476.2558
62,0.5752,1.3080,1238.1279,1238.1279,2476.2558
63,0.5758,1.3008,1238.1279,1238.1279,2476.2558
64,0.5776,1.2933,1238.1279,26854.1088,28092.2367
65,0.5794,1.2873,1238.1279,1238.1279,2476.2558
66,0.5806,1.2786,1238.1279,1238.1279,2476.2558
67,0.5814,1.2751,1238.1279,1238.1279,2476.2558
68,0.5822,1.2672,1238.1279,26854.1088,28092.2367
69,0.5838,1.2609,1238.1279,1238.1279,2476.2558
70,0.5850,1.2545,1238.1279,1238.1279,2476.2558
71,0.5862,1.2478,1238.1279,1238.1279,2476.2558
72,0.5872,1.2440,1238.1279,26854.1088,28092.2367
73,0.5884,1.2374,1238.1279,1238.1279,2476.2558
74,0.5900,1.2329,1238.1279,1238.1279,2476.2558
75,0.5905,1.2278,1238.1279,1238.1279,2476.2558
76,0.5919,1.2197,1238.1279,26854.1088,28092.2367
77,0.5926,1.2157,1238.1279,1238.1279,2476.2558
78,0.5945,1.2094,1238.1279,1238.1279,2476.2558
79,0.5958,1.2030,1238.1279,1238.1279,2476.2558
80,0.5965,1.2018,1238.1279,26854.1088,28092.2367
81,0.5975,1.1955,1238.1279,1238.1279,2476.2558
82,0.5980,1.1880,1238.1279,1238.1279,2476.2558
83,0.5990,1.1861,1238.1279,1238.1279,2476.2558
84,0.6004,1.1791,1238.1279,26854.1088,28092.2367
85,0.6018,1.1741,1238.1279,1238.1279,2476.2558
86,0.6028,1.1694,1238.1279,1238.1279,2476.2558
87,0.6042,1.1645,1238.1279,1238.1279,2476.2558
88,0.6048,1.1621,1238.1279,26854.1088,28092.2367
89,0.6059,1.1559,1238.1279,1238.1279,2476.2558
90,0.6072,1.1522,1238.1279,1238.1279,2476.2558
91,0.6080,1.1487,1238.1279,1238.1279,2476.2558
92,0.6078,1.1447,1238.1279,26854.1088,28092.2367
93,0.6089,1.1390,1238.1279,1238.1279,2476.2558
94,0.6105,1.1334,1238.1279,1238.1279,2476.2558
95,0.6111,1.1310,1238.1279,1238.1279,2476.2558
96,0.6115,1.1253,1238.1279,26854.1088,28092.2367
97,0.6120,1.1218,1238.1279,1238.1279,2476.2558
98,0.6130,1.1169,1238.1279,1238.1279,2476.2558
99,0.6136,1.1162,1238.1279,1238.1279,2476.2558
100,0.6135,1.1120,1238.1279,26854.1088,28092.2367
