round,global_local_test_acc,global_global_test_acc,global_train_loss,personalized_local_test_acc,personalized_global_test_acc,personalized_train_loss,uplink_mb,downlink_mb,total_mb
1,0.1018,0.1018,2.3027,0.1018,0.1018,2.3027,0.00,78.55,78.55
2,0.2060,0.1697,2.2970,0.8864,0.1483,1.2502,78.55,78.55,157.09
3,0.2780,0.4139,2.1951,0.9456,0.1693,0.8111,78.55,78.55,157.09
4,0.3452,0.4603,2.0805,0.9614,0.1781,0.5645,78.55,78.55,157.09
5,0.3873,0.4735,1.9728,0.9749,0.1869,0.4713,78.55,78.55,157.09
6,0.4459,0.4864,1.8671,0.9791,0.1907,0.4271,78.55,78.55,157.09
7,0.4955,0.4933,1.7767,0.9827,0.1933,0.4013,78.55,78.55,157.09
8,0.5428,0.5026,1.6872,0.9840,0.1945,0.3833,78.55,78.55,157.09
9,0.5707,0.5088,1.6062,0.9849,0.1950,0.3730,78.55,78.55,157.09
10,0.5917,0.5124,1.5402,0.9866,0.1960,0.3580,78.55,78.55,157.09
11,0.6169,0.5178,1.4823,0.9872,0.1964,0.3472,78.55,78.55,157.09
12,0.6341,0.5192,1.4232,0.9874,0.1966,0.3374,78.55,78.55,157.09
13,0.6454,0.5209,1.3752,0.9878,0.1967,0.3298,78.55,78.55,157.09
14,0.6605,0.5202,1.3375,0.9883,0.1966,0.3213,78.55,78.55,157.09
15,0.6656,0.5224,1.2918,0.9862,0.1966,0.3155,78.55,78.55,157.09
16,0.6761,0.5236,1.2501,0.9888,0.1972,0.3019,78.55,78.55,157.09
17,0.6844,0.5265,1.2140,0.9894,0.1973,0.2939,78.55,78.55,157.09
18,0.6902,0.5254,1.1816,0.9898,0.1972,0.2880,78.55,78.55,157.09
19,0.6945,0.5227,1.1543,0.9901,0.1974,0.2787,78.55,78.55,157.09
20,0.6981,0.5246,1.1324,0.9899,0.1975,0.2726,78.55,78.55,157.09
21,0.7037,0.5230,1.1056,0.9897,0.1976,0.2681,78.55,78.55,157.09
22,0.7108,0.5245,1.0812,0.9902,0.1972,0.2605,78.55,78.55,157.09
23,0.7135,0.5226,1.0580,0.9905,0.1977,0.2563,78.55,78.55,157.09
24,0.7173,0.5222,1.0430,0.9908,0.1978,0.2485,78.55,78.55,157.09
25,0.7166,0.5234,1.0198,0.9907,0.1978,0.2437,78.55,78.55,157.09
26,0.7236,0.5174,1.0003,0.9888,0.1975,0.2458,78.55,78.55,157.09
27,0.7206,0.5208,0.9826,0.9905,0.1973,0.2341,78.55,78.55,157.09
28,0.7307,0.5229,0.9669,0.9913,0.1977,0.2295,78.55,78.55,157.09
29,0.7337,0.5185,0.9604,0.9881,0.1973,0.2357,78.55,78.55,157.09
30,0.7395,0.5187,0.9394,0.9911,0.1979,0.2215,78.55,78.55,157.09
31,0.7382,0.5187,0.9263,0.9907,0.1974,0.2208,78.55,78.55,157.09
32,0.7438,0.5237,0.9088,0.9915,0.1979,0.2121,78.55,78.55,157.09
33,0.7486,0.5237,0.8969,0.9909,0.1980,0.2105,78.55,78.55,157.09
34,0.7485,0.5206,0.8824,0.9915,0.1980,0.2061,78.55,78.55,157.09
35,0.7491,0.5212,0.8803,0.9914,0.1977,0.2032,78.55,78.55,157.09
36,0.7461,0.5208,0.8660,0.9920,0.1981,0.1979,78.55,78.55,157.09
37,0.7524,0.5164,0.8510,0.9919,0.1985,0.1948,78.55,78.55,157.09
38,0.7540,0.5173,0.8485,0.9909,0.1978,0.1952,78.55,78.55,157.09
39,0.7578,0.5162,0.8351,0.9919,0.1982,0.1880,78.55,78.55,157.09
40,0.7598,0.5148,0.8328,0.9925,0.1981,0.1851,78.55,78.55,157.09
41,0.7693,0.5166,0.8170,0.9918,0.1985,0.1835,78.55,78.55,157.09
42,0.7615,0.5144,0.8124,0.9883,0.1967,0.1905,78.55,78.55,157.09
43,0.7724,0.5128,0.7885,0.9923,0.1988,0.1783,78.55,78.55,157.09
44,0.7663,0.5134,0.7984,0.9898,0.1986,0.1854,78.55,78.55,157.09
45,0.7840,0.5191,0.7733,0.9921,0.1994,0.1730,78.55,78.55,157.09
