round,test_acc,train_loss,uplink_mb,downlink_mb
1,0.0954,2.4294,0.00,25615.98
2,0.4377,1.9528,25615.98,51231.96
3,0.5975,1.2956,51231.96,76847.94
4,0.6696,0.9966,76847.94,102463.92
5,0.7063,0.8582,102463.92,128079.90
6,0.7287,0.7779,128079.90,153695.89
7,0.7484,0.7098,153695.89,179311.87
8,0.7677,0.6488,179311.87,204927.85
9,0.7799,0.6107,204927.85,230543.83
10,0.7878,0.5841,230543.83,256159.81
11,0.8021,0.5430,256159.81,281775.79
12,0.8064,0.5181,281775.79,307391.77
13,0.8097,0.5010,307391.77,333007.75
14,0.8203,0.4694,333007.75,358623.73
15,0.8195,0.4586,358623.73,384239.71
16,0.8247,0.4396,384239.71,409855.69
17,0.8267,0.4305,409855.69,435471.68
18,0.8323,0.4130,435471.68,461087.66
19,0.8336,0.4001,461087.66,486703.64
20,0.8343,0.3938,486703.64,512319.62
21,0.8381,0.3765,512319.62,537935.60
22,0.8398,0.3687,537935.60,563551.58
23,0.8415,0.3556,563551.58,589167.56
24,0.8443,0.3430,589167.56,614783.54
25,0.8463,0.3314,614783.54,640399.52
26,0.8463,0.3283,640399.52,666015.50
27,0.8491,0.3146,666015.50,691631.48
28,0.8519,0.3037,691631.48,717247.47
29,0.8532,0.2960,717247.47,742863.45
30,0.8524,0.2968,742863.45,768479.43
31,0.8545,0.2844,768479.43,794095.41
32,0.8572,0.2709,794095.41,819711.39
33,0.8575,0.2655,819711.39,845327.37
34,0.8578,0.2633,845327.37,870943.35
35,0.8624,0.2509,870943.35,896559.33
36,0.8614,0.2446,896559.33,922175.31
37,0.8624,0.2356,922175.31,947791.29
38,0.8610,0.2378,947791.29,973407.27
39,0.8630,0.2245,973407.27,999023.26
40,0.8649,0.2214,999023.26,1024639.24
41,0.8634,0.2190,1024639.24,1050255.22
42,0.8655,0.2091,1050255.22,1075871.20
43,0.8667,0.1997,1075871.20,1101487.18
44,0.8663,0.1976,1101487.18,1127103.16
45,0.8662,0.1935,1127103.16,1152719.14
46,0.8674,0.1894,1152719.14,1178335.12
47,0.8674,0.1859,1178335.12,1203951.10
48,0.8677,0.1805,1203951.10,1229567.08
49,0.8677,0.1780,1229567.08,1255183.06
50,0.8691,0.1716,1255183.06,1280799.05
51,0.8704,0.1648,1280799.05,1306415.03
52,0.8719,0.1601,1306415.03,1332031.01
53,0.8718,0.1579,1332031.01,1357646.99
54,0.8700,0.1552,1357646.99,1383262.97
55,0.8703,0.1501,1383262.97,1408878.95
56,0.8716,0.1456,1408878.95,1434494.93
57,0.8710,0.1441,1434494.93,1460110.91
58,0.8735,0.1362,1460110.91,1485726.89
59,0.8730,0.1345,1485726.89,1511342.87
60,0.8738,0.1297,1511342.87,1536958.85
61,0.8722,0.1300,1536958.85,1562574.84
62,0.8737,0.1242,1562574.84,1588190.82
63,0.8739,0.1211,1588190.82,1613806.80
64,0.8751,0.1175,1613806.80,1639422.78
65,0.8744,0.1139,1639422.78,1665038.76
66,0.8742,0.1092,1665038.76,1690654.74
67,0.8726,0.1128,1690654.74,1716270.72
68,0.8736,0.1071,1716270.72,1741886.70
69,0.8744,0.1039,1741886.70,1767502.68
70,0.8750,0.1020,1767502.68,1793118.66
71,0.8742,0.0991,1793118.66,1818734.64
72,0.8755,0.0987,1818734.64,1844350.63
73,0.8743,0.0931,1844350.63,1869966.61
74,0.8749,0.0905,1869966.61,1895582.59
75,0.8750,0.0880,1895582.59,1921198.57
76,0.8743,0.0884,1921198.57,1946814.55
77,0.8756,0.0838,1946814.55,1972430.53
78,0.8752,0.0820,1972430.53,1998046.51
79,0.8757,0.0801,1998046.51,2023662.49
80,0.8746,0.0799,2023662.49,2049278.47
81,0.8763,0.0788,2049278.47,2074894.45
82,0.8755,0.0758,2074894.45,2100510.43
83,0.8757,0.0747,2100510.43,2126126.42
84,0.8771,0.0718,2126126.42,2151742.40
85,0.8760,0.0709,2151742.40,2177358.38
86,0.8762,0.0685,2177358.38,2202974.36
87,0.8750,0.0693,2202974.36,2228590.34
88,0.8769,0.0652,2228590.34,2254206.32
89,0.8772,0.0640,2254206.32,2279822.30
90,0.8765,0.0636,2279822.30,2305438.28
91,0.8759,0.0623,2305438.28,2331054.26
92,0.8759,0.0626,2331054.26,2356670.24
93,0.8757,0.0606,2356670.24,2382286.22
94,0.8754,0.0587,2382286.22,2407902.21
95,0.8773,0.0567,2407902.21,2433518.19
96,0.8771,0.0547,2433518.19,2459134.17
97,0.8778,0.0548,2459134.17,2484750.15
98,0.8783,0.0527,2484750.15,2510366.13
99,0.8777,0.0521,2510366.13,2535982.11
100,0.8773,0.0512,2535982.11,2561598.09
101,0.8785,0.0492,2561598.09,2587214.07
