round,local_test_acc,pm_local_test_acc,gm_local_test_acc,global_test_acc,gm_only_global_test_acc,pm_global_test_acc,train_loss,uplink_mb,downlink_mb,total_mb
0,0.4144,0.5581,0.1508,0.1454,0.1508,0.1308,1.6632,15.6453,31.2906,46.9359
1,0.5485,0.6242,0.1508,0.1409,0.1508,0.1289,1.3615,15.6453,15.6453,31.2906
2,0.5737,0.6450,0.1495,0.1464,0.1495,0.1307,1.2595,15.6453,31.2906,46.9359
3,0.5980,0.6584,0.1495,0.1459,0.1495,0.1326,1.2079,15.6453,15.6453,31.2906
4,0.5810,0.6681,0.1452,0.1499,0.1452,0.1341,1.1821,15.6453,31.2906,46.9359
5,0.5934,0.6766,0.1452,0.1512,0.1452,0.1358,1.1616,15.6453,15.6453,31.2906
6,0.5874,0.6859,0.1478,0.1554,0.1478,0.1376,1.1439,15.6453,31.2906,46.9359
7,0.5958,0.6932,0.1478,0.1567,0.1478,0.1389,1.1320,15.6453,15.6453,31.2906
8,0.5833,0.6990,0.1092,0.1434,0.1092,0.1402,1.1366,15.6453,31.2906,46.9359
9,0.5898,0.7059,0.1092,0.1445,0.1092,0.1415,1.1283,15.6453,15.6453,31.2906
10,0.5758,0.7108,0.1853,0.1823,0.1853,0.1424,1.0818,15.6453,31.2906,46.9359
11,0.5804,0.7155,0.1853,0.1829,0.1853,0.1432,1.0751,15.6453,15.6453,31.2906
12,0.5950,0.7184,0.1846,0.1803,0.1846,0.1439,1.0677,15.6453,31.2906,46.9359
13,0.6006,0.7220,0.1846,0.1805,0.1846,0.1445,1.0631,15.6453,15.6453,31.2906
14,0.6279,0.7254,0.1858,0.1819,0.1858,0.1452,1.0605,15.6453,31.2906,46.9359
15,0.6318,0.7282,0.1858,0.1824,0.1858,0.1456,1.0564,15.6453,15.6453,31.2906
16,0.6751,0.7321,0.1879,0.1782,0.1879,0.1465,1.0477,15.6453,31.2906,46.9359
17,0.6763,0.7335,0.1879,0.1783,0.1879,0.1468,1.0447,15.6453,15.6453,31.2906
18,0.6226,0.7351,0.1834,0.1889,0.1834,0.1471,1.0488,15.6453,31.2906,46.9359
19,0.6262,0.7370,0.1834,0.1891,0.1834,0.1475,1.0463,15.6453,15.6453,31.2906
20,0.5774,0.7392,0.1964,0.1850,0.1964,0.1479,1.0428,15.6453,31.2906,46.9359
