round,cluster_id,accuracy,samples
0,0,0.3005,2000
0,1,0.5265,2000
0,2,0.4567,1500
0,3,0.4927,1500
0,4,0.2820,1000
0,5,0.2980,500
0,6,0.3280,500
0,7,0.5060,500
0,8,0.4360,500
1,0,0.5820,2000
1,1,0.6070,2000
1,2,0.5667,1500
1,3,0.5700,1500
1,4,0.4040,1000
1,5,0.4060,500
1,6,0.4520,500
1,7,0.6020,500
1,8,0.5360,500
2,0,0.6807,1500
2,1,0.6045,2000
2,2,0.5470,2000
2,3,0.5755,2000
2,4,0.4680,1500
2,5,0.4600,500
2,9,0.6600,500
3,0,0.7073,1500
3,1,0.6165,2000
3,2,0.5710,2000
3,3,0.5995,2000
3,4,0.5067,1500
3,5,0.4780,500
3,9,0.6920,500
4,0,0.7520,500
4,1,0.5790,2000
4,2,0.5645,2000
4,3,0.5645,2000
4,4,0.4690,2000
4,9,0.7100,1000
4,10,0.7400,500
5,0,0.7680,500
5,1,0.5865,2000
5,2,0.5745,2000
5,3,0.5725,2000
5,4,0.4940,2000
5,9,0.7220,1000
5,10,0.7460,500
6,0,0.7700,500
6,1,0.5800,2000
6,2,0.5540,2000
6,3,0.5670,2000
6,4,0.4910,2000
6,9,0.7367,1500
7,0,0.7740,500
7,1,0.5885,2000
7,2,0.5620,2000
7,3,0.5725,2000
7,4,0.5075,2000
7,9,0.7400,1500
8,1,0.5425,2000
8,2,0.5400,2000
8,3,0.5905,2000
8,4,0.5773,1500
8,9,0.6690,2000
8,10,0.5660,500
9,1,0.5505,2000
9,2,0.5470,2000
9,3,0.6015,2000
9,4,0.5847,1500
9,9,0.6715,2000
9,10,0.5600,500
10,1,0.5893,1500
10,2,0.5620,2000
10,3,0.5787,1500
10,4,0.5260,1500
10,9,0.6147,1500
10,11,0.6140,500
10,12,0.6080,500
10,13,0.6100,500
10,14,0.5100,500
11,1,0.5933,1500
11,2,0.5665,2000
11,3,0.5813,1500
11,4,0.5340,1500
11,9,0.6200,1500
11,11,0.6180,500
11,12,0.6100,500
11,13,0.6120,500
11,14,0.5160,500
12,1,0.5905,2000
12,2,0.5930,2000
12,3,0.6360,1000
12,4,0.5310,2000
12,9,0.5965,2000
12,13,0.6920,1000
13,1,0.5935,2000
13,2,0.6000,2000
13,3,0.6410,1000
13,4,0.5390,2000
13,9,0.5985,2000
13,13,0.7030,1000
14,1,0.6320,2000
14,2,0.5950,2000
14,3,0.5840,2000
14,4,0.5555,2000
14,9,0.7813,1500
14,14,0.7480,500
15,1,0.6370,2000
15,2,0.6020,2000
15,3,0.5855,2000
15,4,0.5600,2000
15,9,0.7827,1500
15,14,0.7500,500
16,1,0.6590,2000
16,2,0.6740,2000
16,3,0.6695,2000
16,4,0.5960,2000
16,9,0.7770,2000
17,1,0.6605,2000
17,2,0.6775,2000
17,3,0.6720,2000
17,4,0.5950,2000
17,9,0.7765,2000
18,1,0.6280,2000
18,2,0.6060,2000
18,3,0.5625,2000
18,4,0.5415,2000
18,9,0.7740,1000
18,10,0.7760,1000
19,1,0.6305,2000
19,2,0.6105,2000
19,3,0.5655,2000
19,4,0.5465,2000
19,9,0.7750,1000
19,10,0.7810,1000
20,1,0.4700,2000
20,2,0.7000,1500
20,3,0.6225,2000
20,4,0.4060,2000
20,9,0.6870,2000
20,11,0.7060,500
