round,local_test_acc,pm_local_test_acc,gm_local_test_acc,global_test_acc,gm_only_global_test_acc,pm_global_test_acc,train_loss,uplink_mb,downlink_mb,total_mb
0,0.1676,0.1620,0.1591,0.1581,0.1591,0.1481,2.3981,5.2156,10.4312,15.6468
1,0.1686,0.1642,0.1591,0.1571,0.1591,0.1410,2.2152,5.2156,5.2156,10.4312
2,0.1831,0.1725,0.1763,0.1702,0.1763,0.1391,2.0678,5.2156,10.4312,15.6468
3,0.1849,0.1816,0.1763,0.1697,0.1763,0.1397,1.9737,5.2156,5.2156,10.4312
4,0.1722,0.1641,0.1816,0.1713,0.1816,0.1413,1.8874,5.2156,10.4312,15.6468
5,0.1750,0.1703,0.1816,0.1717,0.1816,0.1417,1.8427,5.2156,5.2156,10.4312
6,0.1989,0.1874,0.1984,0.1827,0.1984,0.1431,1.7705,5.2156,10.4312,15.6468
7,0.2070,0.2017,0.1984,0.1830,0.1984,0.1436,1.7391,5.2156,5.2156,10.4312
8,0.2229,0.2092,0.2167,0.1950,0.2167,0.1458,1.7111,5.2156,10.4312,15.6468
9,0.2262,0.2148,0.2167,0.1954,0.2167,0.1473,1.6941,5.2156,5.2156,10.4312
10,0.2405,0.2294,0.2282,0.2028,0.2282,0.1479,1.6857,5.2156,10.4312,15.6468
11,0.2437,0.2334,0.2282,0.2035,0.2282,0.1498,1.6760,5.2156,5.2156,10.4312
12,0.2212,0.2076,0.2199,0.2046,0.2199,0.1543,1.6948,5.2156,10.4312,15.6468
13,0.2221,0.2079,0.2199,0.2059,0.2199,0.1566,1.6890,5.2156,5.2156,10.4312
14,0.2412,0.2314,0.2309,0.2129,0.2309,0.1587,1.6622,5.2156,10.4312,15.6468
15,0.2505,0.2417,0.2309,0.2134,0.2309,0.1597,1.6485,5.2156,5.2156,10.4312
16,0.2564,0.2481,0.2358,0.2193,0.2358,0.1609,1.6429,5.2156,10.4312,15.6468
17,0.2585,0.2505,0.2358,0.2198,0.2358,0.1620,1.6366,5.2156,5.2156,10.4312
18,0.2575,0.2434,0.2388,0.2233,0.2388,0.1629,1.6440,5.2156,10.4312,15.6468
19,0.2585,0.2465,0.2388,0.2243,0.2388,0.1639,1.6433,5.2156,5.2156,10.4312
20,0.2597,0.2433,0.2403,0.2263,0.2403,0.1641,1.6455,5.2156,10.4312,15.6468
21,0.2613,0.2459,0.2403,0.2271,0.2403,0.1654,1.6443,5.2156,5.2156,10.4312
22,0.2649,0.2505,0.2401,0.2292,0.2401,0.1668,1.6395,5.2156,10.4312,15.6468
23,0.2664,0.2548,0.2401,0.2300,0.2401,0.1677,1.6333,5.2156,5.2156,10.4312
24,0.2691,0.2562,0.2410,0.2322,0.2410,0.1696,1.6369,5.2156,10.4312,15.6468
25,0.2704,0.2593,0.2410,0.2329,0.2410,0.1708,1.6352,5.2156,5.2156,10.4312
26,0.2732,0.2575,0.2405,0.2339,0.2405,0.1703,1.6795,5.2156,10.4312,15.6468
27,0.2743,0.2563,0.2405,0.2344,0.2405,0.1711,1.6726,5.2156,5.2156,10.4312
28,0.2770,0.2561,0.2414,0.2358,0.2414,0.1715,1.6673,5.2156,10.4312,15.6468
29,0.2793,0.2560,0.2414,0.2364,0.2414,0.1720,1.6654,5.2156,5.2156,10.4312
30,0.2788,0.2629,0.2403,0.2360,0.2403,0.1730,1.6704,5.2156,10.4312,15.6468
31,0.2798,0.2667,0.2403,0.2365,0.2403,0.1739,1.6699,5.2156,5.2156,10.4312
32,0.2826,0.2675,0.2441,0.2390,0.2441,0.1745,1.6650,5.2156,10.4312,15.6468
33,0.2832,0.2688,0.2441,0.2394,0.2441,0.1757,1.6634,5.2156,5.2156,10.4312
34,0.2834,0.2710,0.2457,0.2406,0.2457,0.1763,1.6589,5.2156,10.4312,15.6468
35,0.2831,0.2727,0.2457,0.2408,0.2457,0.1766,1.6563,5.2156,5.2156,10.4312
36,0.2833,0.2760,0.2474,0.2420,0.2474,0.1772,1.6483,5.2156,10.4312,15.6468
37,0.2835,0.2776,0.2474,0.2424,0.2474,0.1777,1.6482,5.2156,5.2156,10.4312
38,0.2841,0.2729,0.2455,0.2432,0.2455,0.1781,1.6554,5.2156,10.4312,15.6468
39,0.2846,0.2742,0.2455,0.2435,0.2455,0.1787,1.6568,5.2156,5.2156,10.4312
40,0.2819,0.2723,0.2453,0.2439,0.2453,0.1788,1.6621,5.2156,10.4312,15.6468
41,0.2820,0.2733,0.2453,0.2440,0.2453,0.1794,1.6580,5.2156,5.2156,10.4312
42,0.2819,0.2783,0.2446,0.2442,0.2446,0.1805,1.6604,5.2156,10.4312,15.6468
43,0.2825,0.2808,0.2446,0.2443,0.2446,0.1814,1.6581,5.2156,5.2156,10.4312
44,0.2914,0.2776,0.2443,0.2454,0.2443,0.1813,1.6992,5.2156,10.4312,15.6468
45,0.2932,0.2729,0.2443,0.2455,0.2443,0.1811,1.6903,5.2156,5.2156,10.4312
46,0.2901,0.2754,0.2443,0.2458,0.2443,0.1815,1.6760,5.2156,10.4312,15.6468
47,0.2886,0.2757,0.2443,0.2458,0.2443,0.1812,1.6668,5.2156,5.2156,10.4312
48,0.2892,0.2747,0.2488,0.2484,0.2488,0.1813,1.6572,5.2156,10.4312,15.6468
49,0.2879,0.2770,0.2488,0.2484,0.2488,0.1822,1.6504,5.2156,5.2156,10.4312
50,0.2969,0.2761,0.2662,0.2533,0.2662,0.1802,1.6151,5.2156,10.4312,15.6468
51,0.2981,0.2776,0.2662,0.2537,0.2662,0.1815,1.6159,5.2156,5.2156,10.4312
52,0.2982,0.2764,0.2654,0.2537,0.2654,0.1818,1.6134,5.2156,10.4312,15.6468
53,0.2986,0.2763,0.2654,0.2542,0.2654,0.1823,1.6112,5.2156,5.2156,10.4312
54,0.2831,0.2861,0.2609,0.2537,0.2609,0.1879,1.6717,5.2156,10.4312,15.6468
55,0.2845,0.2912,0.2609,0.2540,0.2609,0.1875,1.6634,5.2156,5.2156,10.4312
56,0.2829,0.2862,0.2583,0.2532,0.2583,0.1877,1.6496,5.2156,10.4312,15.6468
57,0.2844,0.2873,0.2583,0.2534,0.2583,0.1881,1.6404,5.2156,5.2156,10.4312
58,0.2848,0.2694,0.2587,0.2546,0.2587,0.1870,1.6440,5.2156,10.4312,15.6468
59,0.2859,0.2728,0.2587,0.2547,0.2587,0.1870,1.6410,5.2156,5.2156,10.4312
60,0.2938,0.2734,0.2620,0.2550,0.2621,0.1842,1.6111,5.2156,10.4312,15.6468
61,0.2957,0.2741,0.2620,0.2547,0.2621,0.1844,1.6060,5.2156,5.2156,10.4312
62,0.2967,0.2735,0.2628,0.2554,0.2628,0.1847,1.6006,5.2156,10.4312,15.6468
63,0.2975,0.2737,0.2628,0.2553,0.2628,0.1847,1.5951,5.2156,5.2156,10.4312
64,0.3022,0.2836,0.2646,0.2586,0.2646,0.1865,1.6200,5.2156,10.4312,15.6468
65,0.3010,0.2854,0.2646,0.2586,0.2646,0.1873,1.6142,5.2156,5.2156,10.4312
66,0.2911,0.2555,0.2644,0.2595,0.2644,0.1907,1.6346,5.2156,10.4312,15.6468
67,0.2912,0.2629,0.2644,0.2595,0.2644,0.1922,1.6280,5.2156,5.2156,10.4312
68,0.2995,0.2849,0.2629,0.2564,0.2629,0.1845,1.6207,5.2156,10.4312,15.6468
69,0.2994,0.2906,0.2629,0.2565,0.2629,0.1847,1.6156,5.2156,5.2156,10.4312
70,0.2852,0.2631,0.2571,0.2547,0.2571,0.1854,1.6462,5.2156,10.4312,15.6468
71,0.2837,0.2612,0.2571,0.2553,0.2571,0.1873,1.6416,5.2156,5.2156,10.4312
72,0.2870,0.2644,0.2599,0.2542,0.2599,0.1850,1.6236,5.2156,10.4312,15.6468
73,0.2879,0.2671,0.2599,0.2534,0.2599,0.1847,1.6121,5.2156,5.2156,10.4312
74,0.2923,0.2702,0.2614,0.2556,0.2614,0.1840,1.6184,5.2156,10.4312,15.6468
75,0.2929,0.2723,0.2614,0.2560,0.2614,0.1840,1.6150,5.2156,5.2156,10.4312
76,0.2918,0.2788,0.2645,0.2567,0.2645,0.1863,1.6030,5.2156,10.4312,15.6468
77,0.2933,0.2819,0.2645,0.2567,0.2645,0.1871,1.5939,5.2156,5.2156,10.4312
78,0.2946,0.2812,0.2632,0.2572,0.2632,0.1859,1.5937,5.2156,10.4312,15.6468
79,0.2958,0.2823,0.2632,0.2577,0.2632,0.1868,1.5913,5.2156,5.2156,10.4312
80,0.2852,0.2900,0.2568,0.2559,0.2568,0.1914,1.6443,5.2156,10.4312,15.6468
81,0.2858,0.2912,0.2568,0.2560,0.2568,0.1914,1.6354,5.2156,5.2156,10.4312
82,0.2885,0.2922,0.2603,0.2584,0.2603,0.1923,1.6127,5.2156,10.4312,15.6468
83,0.2902,0.2920,0.2603,0.2580,0.2603,0.1920,1.6015,5.2156,5.2156,10.4312
84,0.2910,0.2800,0.2654,0.2611,0.2654,0.1909,1.6128,5.2156,10.4312,15.6468
85,0.2911,0.2814,0.2654,0.2610,0.2654,0.1924,1.6116,5.2156,5.2156,10.4312
86,0.2969,0.2789,0.2647,0.2621,0.2647,0.1893,1.6099,5.2156,10.4312,15.6468
87,0.2971,0.2789,0.2647,0.2620,0.2647,0.1894,1.6070,5.2156,5.2156,10.4312
88,0.2929,0.2813,0.2647,0.2620,0.2647,0.1929,1.6160,5.2156,10.4312,15.6468
89,0.2931,0.2825,0.2647,0.2619,0.2647,0.1940,1.6132,5.2156,5.2156,10.4312
90,0.2948,0.2825,0.2649,0.2620,0.2649,0.1942,1.6070,5.2156,10.4312,15.6468
91,0.2963,0.2847,0.2649,0.2617,0.2649,0.1940,1.6023,5.2156,5.2156,10.4312
92,0.2986,0.3015,0.2638,0.2629,0.2638,0.2000,1.6572,5.2156,10.4312,15.6468
93,0.2993,0.3013,0.2638,0.2628,0.2638,0.2002,1.6441,5.2156,5.2156,10.4312
94,0.2981,0.2798,0.2684,0.2637,0.2684,0.1888,1.6250,5.2156,10.4312,15.6468
95,0.2989,0.2816,0.2684,0.2636,0.2684,0.1893,1.6262,5.2156,5.2156,10.4312
96,0.3003,0.2832,0.2638,0.2606,0.2638,0.1898,1.6498,5.2156,10.4312,15.6468
97,0.3009,0.2841,0.2638,0.2607,0.2638,0.1905,1.6380,5.2156,5.2156,10.4312
98,0.2947,0.2817,0.2628,0.2607,0.2628,0.1895,1.6430,5.2156,10.4312,15.6468
99,0.2959,0.2866,0.2628,0.2607,0.2628,0.1905,1.6390,5.2156,5.2156,10.4312
100,0.2981,0.2886,0.2637,0.2615,0.2637,0.1907,1.6245,5.2156,10.4312,15.6468
