algorithm,scenario,dataset,status,exit_code,start_utc,end_utc
FedCross,pat_nc20,Cifar100_pat_nc20,ok,0,2026-03-27T09:43:26Z,2026-03-27T11:06:53Z
FedCross,dir0.1_nc20,Cifar100_dir0.1_nc20,ok,0,2026-03-27T11:06:53Z,2026-03-27T13:14:14Z
FedCross,dir0.5_nc20,Cifar100_dir0.5_nc20,ok,0,2026-03-27T13:14:14Z,2026-03-27T15:23:33Z
FedCross,dir1.0_nc20,Cifar100_dir1.0_nc20,ok,0,2026-03-27T15:23:33Z,2026-03-27T17:13:48Z
FedCross,pat_nc50,Cifar100_pat_nc50,ok,0,2026-03-27T17:13:48Z,2026-03-27T21:07:37Z
FedCross,dir0.1_nc50,Cifar100_dir0.1_nc50,ok,0,2026-03-27T21:07:37Z,2026-03-27T23:55:51Z
FedCross,dir0.5_nc50,Cifar100_dir0.5_nc50,ok,0,2026-03-27T23:55:51Z,2026-03-28T02:44:00Z
FedCross,dir1.0_nc50,Cifar100_dir1.0_nc50,ok,0,2026-03-28T02:44:00Z,2026-03-28T05:19:54Z
GPFL,pat_nc20,Cifar100_pat_nc20,failed,1,2026-03-28T05:19:54Z,2026-03-28T05:20:14Z
GPFL,dir0.1_nc20,Cifar100_dir0.1_nc20,failed,1,2026-03-28T05:20:14Z,2026-03-28T05:20:34Z
GPFL,dir0.5_nc20,Cifar100_dir0.5_nc20,failed,1,2026-03-28T05:20:34Z,2026-03-28T05:20:58Z
GPFL,dir1.0_nc20,Cifar100_dir1.0_nc20,failed,1,2026-03-28T05:20:58Z,2026-03-28T05:21:20Z
GPFL,pat_nc50,Cifar100_pat_nc50,failed,1,2026-03-28T05:21:20Z,2026-03-28T05:21:43Z
GPFL,dir0.1_nc50,Cifar100_dir0.1_nc50,failed,1,2026-03-28T05:21:43Z,2026-03-28T05:22:04Z
GPFL,dir0.5_nc50,Cifar100_dir0.5_nc50,failed,1,2026-03-28T05:22:04Z,2026-03-28T05:22:28Z
GPFL,dir1.0_nc50,Cifar100_dir1.0_nc50,failed,1,2026-03-28T05:22:28Z,2026-03-28T05:22:54Z
