round,local_test_acc,global_test_acc,train_loss,id_test_acc,ood_test_acc,id_test_count,ood_test_count,id_client_std,ood_client_std,uplink_mb,downlink_mb,total_mb
1,0.1000,,2.3019,,,,,,,0.00,117.95,117.95
2,0.1118,,2.2405,,,,,,,117.95,117.95,235.90
3,0.1318,,2.0302,,,,,,,117.95,117.95,235.90
4,0.1666,,1.8415,,,,,,,117.95,117.95,235.90
5,0.1834,,1.7525,,,,,,,117.95,117.95,235.90
6,0.1893,,1.7075,,,,,,,117.95,117.95,235.90
7,0.1930,,1.6781,,,,,,,117.95,117.95,235.90
8,0.1984,,1.6570,,,,,,,117.95,117.95,235.90
9,0.2018,,1.6397,,,,,,,117.95,117.95,235.90
10,0.2062,,1.6258,,,,,,,117.95,117.95,235.90
11,0.2114,,1.6134,,,,,,,117.95,117.95,235.90
12,0.2126,,1.6024,,,,,,,117.95,117.95,235.90
13,0.2143,,1.5930,,,,,,,117.95,117.95,235.90
14,0.2139,,1.5841,,,,,,,117.95,117.95,235.90
15,0.2136,,1.5768,,,,,,,117.95,117.95,235.90
16,0.2113,,1.5694,,,,,,,117.95,117.95,235.90
17,0.2079,,1.5625,,,,,,,117.95,117.95,235.90
18,0.2084,,1.5557,,,,,,,117.95,117.95,235.90
19,0.2077,,1.5488,,,,,,,117.95,117.95,235.90
20,0.2056,,1.5434,,,,,,,117.95,117.95,235.90
21,0.2038,,1.5384,,,,,,,117.95,117.95,235.90
22,0.2035,,1.5326,,,,,,,117.95,117.95,235.90
23,0.2034,,1.5271,,,,,,,117.95,117.95,235.90
24,0.2017,,1.5228,,,,,,,117.95,117.95,235.90
25,0.2001,,1.5184,,,,,,,117.95,117.95,235.90
26,0.2001,,1.5136,,,,,,,117.95,117.95,235.90
27,0.2005,,1.5089,,,,,,,117.95,117.95,235.90
28,0.1987,,1.5052,,,,,,,117.95,117.95,235.90
29,0.1976,,1.5018,,,,,,,117.95,117.95,235.90
30,0.1987,,1.4980,,,,,,,117.95,117.95,235.90
31,0.2000,,1.4923,,,,,,,117.95,117.95,235.90
32,0.1981,,1.4895,,,,,,,117.95,117.95,235.90
33,0.1990,,1.4852,,,,,,,117.95,117.95,235.90
34,0.2007,,1.4802,,,,,,,117.95,117.95,235.90
35,0.2019,,1.4772,,,,,,,117.95,117.95,235.90
36,0.2031,,1.4717,,,,,,,117.95,117.95,235.90
37,0.2026,,1.4716,,,,,,,117.95,117.95,235.90
38,0.2026,,1.4656,,,,,,,117.95,117.95,235.90
39,0.2018,,1.4653,,,,,,,117.95,117.95,235.90
40,0.2009,,1.4623,,,,,,,117.95,117.95,235.90
41,0.2050,,1.4571,,,,,,,117.95,117.95,235.90
42,0.2033,,1.4565,,,,,,,117.95,117.95,235.90
43,0.2044,,1.4514,,,,,,,117.95,117.95,235.90
44,0.2093,,1.4425,,,,,,,117.95,117.95,235.90
45,0.2000,,1.4514,,,,,,,117.95,117.95,235.90
46,0.2041,,1.4433,,,,,,,117.95,117.95,235.90
47,0.2059,,1.4401,,,,,,,117.95,117.95,235.90
48,0.2073,,1.4351,,,,,,,117.95,117.95,235.90
49,0.2090,,1.4269,,,,,,,117.95,117.95,235.90
50,0.2096,,1.4253,,,,,,,117.95,117.95,235.90
51,0.2099,,1.4217,,,,,,,117.95,117.95,235.90
52,0.1651,,1.8184,,,,,,,117.95,196.58,314.53
53,0.1595,,2.2834,,,,,,,196.58,196.58,393.17
54,0.1707,,2.4311,,,,,,,196.58,196.58,393.17
55,0.1879,,2.2018,,,,,,,196.58,196.58,393.17
56,0.1972,,2.0753,,,,,,,196.58,196.58,393.17
57,0.2110,,2.0469,,,,,,,196.58,196.58,393.17
58,0.2154,,2.0366,,,,,,,196.58,196.58,393.17
59,0.2166,,2.0322,,,,,,,196.58,196.58,393.17
60,0.2206,,2.0263,,,,,,,196.58,196.58,393.17
61,0.2246,,2.0217,,,,,,,196.58,196.58,393.17
62,0.2285,,2.0138,,,,,,,196.58,196.58,393.17
63,0.2282,,2.0145,,,,,,,196.58,196.58,393.17
64,0.2290,,2.0097,,,,,,,196.58,196.58,393.17
65,0.2342,,2.0051,,,,,,,196.58,196.58,393.17
66,0.2339,,2.0007,,,,,,,196.58,196.58,393.17
67,0.2352,,1.9954,,,,,,,196.58,196.58,393.17
68,0.2366,,1.9937,,,,,,,196.58,196.58,393.17
69,0.2371,,1.9904,,,,,,,196.58,196.58,393.17
70,0.2404,,1.9872,,,,,,,196.58,196.58,393.17
71,0.2429,,1.9815,,,,,,,196.58,196.58,393.17
72,0.2441,,1.9805,,,,,,,196.58,196.58,393.17
73,0.2450,,1.9755,,,,,,,196.58,196.58,393.17
74,0.2468,,1.9734,,,,,,,196.58,196.58,393.17
75,0.2497,,1.9683,,,,,,,196.58,196.58,393.17
76,0.2513,,1.9649,,,,,,,196.58,196.58,393.17
77,0.2548,,1.9619,,,,,,,196.58,196.58,393.17
78,0.2563,,1.9596,,,,,,,196.58,196.58,393.17
79,0.2570,,1.9557,,,,,,,196.58,196.58,393.17
80,0.2573,,1.9523,,,,,,,196.58,196.58,393.17
81,0.2607,,1.9479,,,,,,,196.58,196.58,393.17
82,0.2645,,1.9422,,,,,,,196.58,196.58,393.17
83,0.2613,,1.9440,,,,,,,196.58,196.58,393.17
84,0.2651,,1.9426,,,,,,,196.58,196.58,393.17
85,0.2678,,1.9375,,,,,,,196.58,196.58,393.17
86,0.2692,,1.9326,,,,,,,196.58,196.58,393.17
87,0.2735,,1.9277,,,,,,,196.58,196.58,393.17
88,0.2748,,1.9219,,,,,,,196.58,196.58,393.17
89,0.2753,,1.9191,,,,,,,196.58,196.58,393.17
90,0.2781,,1.9143,,,,,,,196.58,196.58,393.17
91,0.2799,,1.9084,,,,,,,196.58,196.58,393.17
92,0.2830,,1.9036,,,,,,,196.58,196.58,393.17
93,0.2828,,1.9006,,,,,,,196.58,196.58,393.17
94,0.2855,,1.8974,,,,,,,196.58,196.58,393.17
95,0.2861,,1.8961,,,,,,,196.58,196.58,393.17
96,0.2855,,1.8954,,,,,,,196.58,196.58,393.17
97,0.2900,,1.8907,,,,,,,196.58,196.58,393.17
98,0.2919,,1.8863,,,,,,,196.58,196.58,393.17
99,0.2936,,1.8789,,,,,,,196.58,196.58,393.17
100,0.2932,,1.8796,,,,,,,196.58,196.58,393.17
101,0.2918,,1.8824,,,,,,,196.58,196.58,393.17
