round,local_test_acc,pm_local_test_acc,gm_local_test_acc,global_test_acc,gm_only_global_test_acc,pm_global_test_acc,train_loss,uplink_mb,downlink_mb,total_mb
0,0.2015,0.2021,0.1000,0.1006,0.1000,0.1007,2.2126,66.5919,71.8075,138.3994
1,0.2265,0.2131,0.1000,0.1104,0.1000,0.1063,2.1356,66.5919,66.5919,133.1837
2,0.2072,0.2359,0.1000,0.1031,0.1000,0.1176,2.0691,66.5919,71.8075,138.3994
