round,local_test_acc,pm_local_test_acc,gm_local_test_acc,global_test_acc,gm_only_global_test_acc,pm_global_test_acc,train_loss,uplink_mb,downlink_mb,total_mb
0,0.4597,0.5671,0.1651,0.1429,0.1651,0.1277,1.5769,20.8601,31.2906,52.1507
1,0.5921,0.6340,0.1651,0.1373,0.1651,0.1289,1.3128,20.8601,20.8601,41.7203
2,0.6347,0.6557,0.1907,0.1389,0.1907,0.1320,1.2077,20.8601,31.2906,52.1507
3,0.6536,0.6706,0.1907,0.1388,0.1907,0.1346,1.1642,20.8601,20.8601,41.7203
4,0.6707,0.6816,0.2063,0.1408,0.2063,0.1367,1.1276,20.8601,31.2906,52.1507
5,0.6813,0.6928,0.2063,0.1419,0.2063,0.1388,1.1098,20.8601,20.8601,41.7203
6,0.6949,0.7024,0.2157,0.1437,0.2157,0.1408,1.0911,20.8601,31.2906,52.1507
7,0.7008,0.7085,0.2156,0.1448,0.2157,0.1419,1.0809,20.8601,20.8601,41.7203
8,0.7096,0.7165,0.2253,0.1459,0.2253,0.1435,1.0681,20.8601,31.2906,52.1507
9,0.7147,0.7198,0.2253,0.1469,0.2253,0.1442,1.0608,20.8601,20.8601,41.7203
10,0.7194,0.7250,0.2321,0.1475,0.2321,0.1451,1.0530,20.8601,31.2906,52.1507
11,0.7220,0.7284,0.2321,0.1478,0.2321,0.1458,1.0468,20.8601,20.8601,41.7203
12,0.7259,0.7310,0.2373,0.1484,0.2372,0.1463,1.0405,20.8601,31.2906,52.1507
13,0.7279,0.7332,0.2373,0.1488,0.2372,0.1468,1.0362,20.8601,20.8601,41.7203
14,0.7311,0.7372,0.2435,0.1492,0.2435,0.1475,1.0317,20.8601,31.2906,52.1507
15,0.7337,0.7377,0.2435,0.1497,0.2435,0.1477,1.0280,20.8601,20.8601,41.7203
16,0.7359,0.7398,0.2494,0.1501,0.2494,0.1480,1.0236,20.8601,31.2906,52.1507
17,0.7380,0.7416,0.2494,0.1504,0.2494,0.1484,1.0207,20.8601,20.8601,41.7203
18,0.7395,0.7423,0.2515,0.1505,0.2515,0.1486,1.0168,20.8601,31.2906,52.1507
19,0.7409,0.7457,0.2515,0.1507,0.2515,0.1493,1.0145,20.8601,20.8601,41.7203
20,0.7444,0.7486,0.2556,0.1513,0.2556,0.1498,1.0109,20.8601,31.2906,52.1507
