round,local_test_acc,pm_local_test_acc,gm_local_test_acc,global_test_acc,gm_only_global_test_acc,pm_global_test_acc,local_pm_weight_mean,local_pm_weight_min,local_pm_weight_max,local_agree_pm,local_agree_gm,global_pm_weight_mean,global_pm_weight_min,global_pm_weight_max,global_agree_pm,global_agree_gm,train_loss,uplink_mb,downlink_mb,total_mb
0,0.1090,0.1073,0.1126,0.1090,0.1126,0.1073,0.8399,0.8078,0.8486,0.9893,0.9743,0.8399,0.8072,0.8490,0.9892,0.9743,2.6231,26.9305,78.5841,105.5147
1,0.1090,0.1073,0.1126,0.1090,0.1126,0.1073,0.8439,0.8075,0.8533,0.9894,0.9741,0.8438,0.8067,0.8544,0.9893,0.9742,2.6226,26.9305,26.9305,53.8611
2,0.1089,0.1073,0.1126,0.1089,0.1126,0.1073,0.8477,0.8069,0.8581,0.9897,0.9739,0.8476,0.8061,0.8596,0.9896,0.9739,2.6224,26.9305,78.5841,105.5147
3,0.1089,0.1073,0.1126,0.1089,0.1126,0.1073,0.8514,0.8063,0.8627,0.9899,0.9736,0.8513,0.8053,0.8645,0.9898,0.9737,2.6229,26.9305,26.9305,53.8611
4,0.1089,0.1073,0.1126,0.1089,0.1126,0.1073,0.8549,0.8055,0.8671,0.9901,0.9734,0.8547,0.8046,0.8691,0.9901,0.9734,2.6231,26.9305,78.5841,105.5147
5,0.1089,0.1073,0.1126,0.1089,0.1126,0.1073,0.8582,0.8048,0.8713,0.9903,0.9732,0.8579,0.8039,0.8734,0.9902,0.9732,2.6234,26.9305,26.9305,53.8611
