round,local_test_acc,pm_local_test_acc,gm_local_test_acc,global_test_acc,gm_only_global_test_acc,pm_global_test_acc,train_loss,uplink_mb,downlink_mb,total_mb
0,0.1468,0.4163,0.1349,0.1362,0.1349,0.1318,2.5156,78.6281,78.6281,157.2562
1,0.2134,0.5321,0.1351,0.1359,0.1351,0.1334,2.2925,78.6281,78.6281,157.2562
2,0.3011,0.6317,0.1361,0.1425,0.1361,0.1377,2.0654,78.6281,78.6281,157.2562
3,0.3988,0.6549,0.1357,0.1432,0.1357,0.1346,1.7363,78.6281,78.6281,157.2562
4,0.4906,0.6777,0.1366,0.1492,0.1366,0.1366,1.4583,78.6281,78.6281,157.2562
5,0.5479,0.6809,0.1397,0.1478,0.1397,0.1367,1.2363,78.6281,78.6281,157.2562
6,0.6106,0.6738,0.1411,0.1459,0.1411,0.1350,0.9847,78.6281,78.6281,157.2562
7,0.6335,0.6699,0.1422,0.1439,0.1422,0.1342,0.8809,78.6281,78.6281,157.2562
8,0.6917,0.7144,0.1435,0.1492,0.1435,0.1429,0.7767,78.6281,78.6281,157.2562
9,0.7038,0.7161,0.1453,0.1472,0.1453,0.1432,0.7044,78.6281,78.6281,157.2562
10,0.7231,0.7324,0.1470,0.1500,0.1470,0.1465,0.6685,78.6281,78.6281,157.2562
11,0.7222,0.7283,0.1491,0.1483,0.1491,0.1458,0.6419,78.6281,78.6281,157.2562
12,0.7318,0.7353,0.1481,0.1483,0.1481,0.1468,0.6131,78.6281,78.6281,157.2562
13,0.7299,0.7330,0.1557,0.1477,0.1557,0.1465,0.5975,78.6281,78.6281,157.2562
14,0.7402,0.7430,0.1559,0.1496,0.1559,0.1487,0.5852,78.6281,78.6281,157.2562
15,0.7612,0.7631,0.1564,0.1530,0.1564,0.1526,0.5603,78.6281,78.6281,157.2562
16,0.7561,0.7576,0.1596,0.1518,0.1596,0.1515,0.5575,78.6281,78.6281,157.2562
17,0.7654,0.7668,0.1603,0.1537,0.1603,0.1534,0.5415,78.6281,78.6281,157.2562
18,0.7586,0.7597,0.1641,0.1524,0.1641,0.1522,0.5420,78.6281,78.6281,157.2562
19,0.7686,0.7700,0.1650,0.1543,0.1650,0.1542,0.5243,78.6281,78.6281,157.2562
20,0.7697,0.7707,0.1665,0.1544,0.1665,0.1543,0.5205,78.6281,78.6281,157.2562
21,0.7802,0.7812,0.1691,0.1561,0.1691,0.1561,0.5061,78.6281,78.6281,157.2562
