round,local_test_acc,pm_local_test_acc,gm_local_test_acc,global_test_acc,gm_only_global_test_acc,pm_global_test_acc,train_loss,uplink_mb,downlink_mb,total_mb
0,0.4190,0.5669,0.1519,0.1459,0.1519,0.1291,1.6133,23.4676,31.2906,54.7581
1,0.5528,0.6323,0.1519,0.1426,0.1519,0.1289,1.3373,23.4676,23.4676,46.9351
2,0.5055,0.6532,0.1826,0.1667,0.1826,0.1316,1.2275,23.4676,31.2906,54.7581
3,0.5349,0.6669,0.1826,0.1655,0.1826,0.1341,1.1794,23.4676,23.4676,46.9351
4,0.5192,0.6771,0.1866,0.1726,0.1866,0.1359,1.1453,23.4676,31.2906,54.7581
5,0.5351,0.6896,0.1866,0.1738,0.1866,0.1383,1.1256,23.4676,23.4676,46.9351
6,0.5210,0.7012,0.1968,0.1825,0.1968,0.1405,1.1039,23.4676,31.2906,54.7581
7,0.5331,0.7083,0.1968,0.1835,0.1968,0.1419,1.0923,23.4676,23.4676,46.9351
8,0.5289,0.7139,0.2082,0.1903,0.2082,0.1430,1.0739,23.4676,31.2906,54.7581
9,0.5385,0.7188,0.2082,0.1908,0.2082,0.1441,1.0654,23.4676,23.4676,46.9351
10,0.5380,0.7228,0.2137,0.1964,0.2137,0.1446,1.0565,23.4676,31.2906,54.7581
11,0.5417,0.7266,0.2137,0.1965,0.2137,0.1453,1.0496,23.4676,23.4676,46.9351
12,0.5472,0.7301,0.2237,0.2002,0.2237,0.1459,1.0403,23.4676,31.2906,54.7581
13,0.5516,0.7325,0.2237,0.2003,0.2237,0.1466,1.0356,23.4676,23.4676,46.9351
14,0.5564,0.7360,0.2364,0.2053,0.2364,0.1473,1.0255,23.4676,31.2906,54.7581
15,0.5618,0.7388,0.2364,0.2051,0.2364,0.1477,1.0209,23.4676,23.4676,46.9351
16,0.5631,0.7402,0.2459,0.2111,0.2459,0.1479,1.0090,23.4676,31.2906,54.7581
17,0.5652,0.7411,0.2459,0.2109,0.2459,0.1483,1.0057,23.4676,23.4676,46.9351
18,0.5613,0.7419,0.2528,0.2176,0.2528,0.1484,0.9981,23.4676,31.2906,54.7581
19,0.5661,0.7454,0.2528,0.2176,0.2528,0.1491,0.9957,23.4676,23.4676,46.9351
20,0.5746,0.7470,0.2566,0.2186,0.2566,0.1494,0.9893,23.4676,31.2906,54.7581
