round,local_test_acc,global_test_acc,train_loss,id_test_acc,ood_test_acc,id_test_count,ood_test_count,id_client_std,ood_client_std,uplink_mb,downlink_mb,total_mb
88,0.1676,,0.0000,,,,,,,221.88,221.88,443.75
89,0.1672,,0.0000,,,,,,,221.88,221.88,443.75
90,0.1680,,0.0000,,,,,,,221.88,221.88,443.75
91,0.1682,,0.0000,,,,,,,221.88,221.88,443.75
92,0.1686,,0.0000,,,,,,,221.88,221.88,443.75
93,0.1691,,0.0000,,,,,,,221.88,221.88,443.75
94,0.1688,,0.0000,,,,,,,221.88,221.88,443.75
95,0.1691,,0.0000,,,,,,,221.88,221.88,443.75
96,0.1687,,0.0000,,,,,,,221.88,221.88,443.75
97,0.1697,,0.0000,,,,,,,221.88,221.88,443.75
98,0.1699,,0.0000,,,,,,,221.88,221.88,443.75
99,0.1698,,0.0000,,,,,,,221.88,221.88,443.75
100,0.1702,,0.0000,,,,,,,221.88,221.88,443.75
101,0.1704,,0.0000,,,,,,,221.88,221.88,443.75
