round,local_test_acc,global_test_acc,gm_only_global_test_acc,train_loss,uplink_mb,downlink_mb,total_mb
0,0.1001,0.0925,0.1001,2.3368,495.2512,9619.0019,10114.2531
1,0.1082,0.0929,0.1001,2.2872,495.2512,495.2512,990.5023
2,0.1778,0.1014,0.1001,2.2158,495.2512,495.2512,990.5023
3,0.2262,0.1044,0.1001,2.1729,495.2512,495.2512,990.5023
