round,local_test_acc,pm_local_test_acc,gm_local_test_acc,global_test_acc,gm_only_global_test_acc,pm_global_test_acc,train_loss,uplink_mb,downlink_mb,total_mb
0,0.5074,0.6535,0.1671,0.1516,0.1671,0.1315,1.4871,26.0750,31.2906,57.3656
1,0.6366,0.6942,0.1671,0.1446,0.1671,0.1390,0.9171,26.0750,26.0750,52.1500
2,0.6915,0.7132,0.1818,0.1464,0.1818,0.1425,0.7380,26.0750,31.2906,57.3656
3,0.7138,0.7241,0.1818,0.1477,0.1818,0.1448,0.6360,26.0750,26.0750,52.1500
4,0.7230,0.7313,0.2120,0.1507,0.2120,0.1462,0.6109,26.0750,31.2906,57.3656
5,0.7316,0.7371,0.2120,0.1510,0.2120,0.1473,0.5817,26.0750,26.0750,52.1500
6,0.7390,0.7437,0.2362,0.1528,0.2362,0.1485,0.5716,26.0750,31.2906,57.3656
7,0.7414,0.7448,0.2362,0.1521,0.2362,0.1491,0.5544,26.0750,26.0750,52.1500
8,0.7476,0.7507,0.2486,0.1524,0.2487,0.1500,0.5461,26.0750,31.2906,57.3656
9,0.7507,0.7531,0.2486,0.1522,0.2487,0.1505,0.5342,26.0750,26.0750,52.1500
10,0.7552,0.7570,0.2544,0.1526,0.2544,0.1513,0.5255,26.0750,31.2906,57.3656
11,0.7561,0.7575,0.2544,0.1524,0.2544,0.1516,0.5175,26.0750,26.0750,52.1500
12,0.7592,0.7601,0.2671,0.1526,0.2671,0.1520,0.5131,26.0750,31.2906,57.3656
13,0.7621,0.7628,0.2671,0.1527,0.2671,0.1524,0.5071,26.0750,26.0750,52.1500
14,0.7631,0.7635,0.2760,0.1530,0.2760,0.1527,0.5037,26.0750,31.2906,57.3656
15,0.7653,0.7654,0.2760,0.1533,0.2760,0.1531,0.4994,26.0750,26.0750,52.1500
16,0.7667,0.7668,0.2771,0.1535,0.2771,0.1534,0.4957,26.0750,31.2906,57.3656
17,0.7693,0.7694,0.2771,0.1539,0.2771,0.1539,0.4930,26.0750,26.0750,52.1500
18,0.7711,0.7712,0.2815,0.1542,0.2815,0.1541,0.4897,26.0750,31.2906,57.3656
19,0.7720,0.7720,0.2815,0.1544,0.2815,0.1543,0.4863,26.0750,26.0750,52.1500
20,0.7744,0.7744,0.2807,0.1549,0.2807,0.1549,0.4842,26.0750,31.2906,57.3656
21,0.7751,0.7751,0.2807,0.1550,0.2807,0.1550,0.4818,26.0750,26.0750,52.1500
22,0.7745,0.7745,0.2797,0.1550,0.2796,0.1550,0.4787,26.0750,31.2906,57.3656
23,0.7757,0.7757,0.2797,0.1553,0.2796,0.1553,0.4771,26.0750,26.0750,52.1500
24,0.7815,0.7815,0.2828,0.1561,0.2828,0.1561,0.4736,26.0750,31.2906,57.3656
25,0.7804,0.7804,0.2828,0.1559,0.2828,0.1559,0.4722,26.0750,26.0750,52.1500
26,0.7795,0.7795,0.2825,0.1561,0.2825,0.1561,0.4692,26.0750,31.2906,57.3656
27,0.7806,0.7806,0.2825,0.1562,0.2825,0.1562,0.4681,26.0750,26.0750,52.1500
28,0.7806,0.7806,0.2836,0.1563,0.2836,0.1563,0.4661,26.0750,31.2906,57.3656
29,0.7831,0.7831,0.2836,0.1567,0.2836,0.1567,0.4635,26.0750,26.0750,52.1500
30,0.7857,0.7857,0.2841,0.1571,0.2841,0.1571,0.4618,26.0750,31.2906,57.3656
31,0.7868,0.7868,0.2841,0.1573,0.2841,0.1573,0.4596,26.0750,26.0750,52.1500
32,0.7864,0.7864,0.2869,0.1572,0.2869,0.1572,0.4588,26.0750,31.2906,57.3656
33,0.7877,0.7877,0.2869,0.1576,0.2869,0.1576,0.4566,26.0750,26.0750,52.1500
34,0.7880,0.7880,0.2884,0.1576,0.2885,0.1576,0.4551,26.0750,31.2906,57.3656
35,0.7888,0.7888,0.2884,0.1577,0.2885,0.1578,0.4531,26.0750,26.0750,52.1500
36,0.7891,0.7891,0.2905,0.1578,0.2905,0.1578,0.4518,26.0750,31.2906,57.3656
37,0.7901,0.7901,0.2905,0.1580,0.2905,0.1580,0.4494,26.0750,26.0750,52.1500
38,0.7924,0.7924,0.2915,0.1585,0.2915,0.1585,0.4488,26.0750,31.2906,57.3656
39,0.7915,0.7915,0.2915,0.1582,0.2915,0.1582,0.4468,26.0750,26.0750,52.1500
40,0.7940,0.7940,0.2928,0.1588,0.2927,0.1588,0.4460,26.0750,31.2906,57.3656
41,0.7922,0.7922,0.2928,0.1584,0.2927,0.1584,0.4438,26.0750,26.0750,52.1500
42,0.7933,0.7933,0.2896,0.1586,0.2896,0.1586,0.4425,26.0750,31.2906,57.3656
43,0.7936,0.7936,0.2896,0.1586,0.2896,0.1586,0.4408,26.0750,26.0750,52.1500
44,0.7935,0.7935,0.2917,0.1588,0.2918,0.1588,0.4407,26.0750,31.2906,57.3656
45,0.7947,0.7947,0.2917,0.1589,0.2918,0.1589,0.4389,26.0750,26.0750,52.1500
46,0.7957,0.7957,0.2951,0.1593,0.2951,0.1593,0.4381,26.0750,31.2906,57.3656
47,0.7967,0.7967,0.2951,0.1594,0.2951,0.1594,0.4355,26.0750,26.0750,52.1500
48,0.7979,0.7979,0.2980,0.1595,0.2980,0.1595,0.4353,26.0750,31.2906,57.3656
49,0.7976,0.7976,0.2980,0.1595,0.2980,0.1595,0.4337,26.0750,26.0750,52.1500
50,0.7992,0.7992,0.2935,0.1598,0.2935,0.1598,0.4319,26.0750,31.2906,57.3656
51,0.7978,0.7978,0.2935,0.1596,0.2935,0.1596,0.4303,26.0750,26.0750,52.1500
52,0.7988,0.7988,0.2972,0.1598,0.2972,0.1598,0.4289,26.0750,31.2906,57.3656
53,0.7991,0.7991,0.2972,0.1598,0.2972,0.1598,0.4275,26.0750,26.0750,52.1500
54,0.8008,0.8008,0.2946,0.1601,0.2946,0.1601,0.4268,26.0750,31.2906,57.3656
55,0.8015,0.8015,0.2946,0.1602,0.2946,0.1602,0.4250,26.0750,26.0750,52.1500
56,0.8024,0.8024,0.2959,0.1605,0.2959,0.1605,0.4251,26.0750,31.2906,57.3656
57,0.8027,0.8027,0.2959,0.1605,0.2959,0.1605,0.4240,26.0750,26.0750,52.1500
58,0.8007,0.8007,0.2988,0.1603,0.2988,0.1603,0.4226,26.0750,31.2906,57.3656
59,0.8027,0.8027,0.2988,0.1605,0.2988,0.1605,0.4210,26.0750,26.0750,52.1500
60,0.8054,0.8054,0.3005,0.1611,0.3006,0.1611,0.4194,26.0750,31.2906,57.3656
61,0.8038,0.8038,0.3005,0.1607,0.3006,0.1607,0.4183,26.0750,26.0750,52.1500
62,0.8047,0.8047,0.3018,0.1608,0.3018,0.1608,0.4184,26.0750,31.2906,57.3656
63,0.8061,0.8061,0.3018,0.1611,0.3018,0.1611,0.4173,26.0750,26.0750,52.1500
64,0.8054,0.8054,0.3049,0.1610,0.3049,0.1610,0.4156,26.0750,31.2906,57.3656
65,0.8072,0.8072,0.3049,0.1614,0.3049,0.1614,0.4143,26.0750,26.0750,52.1500
66,0.8082,0.8082,0.3007,0.1616,0.3007,0.1616,0.4145,26.0750,31.2906,57.3656
67,0.8090,0.8090,0.3007,0.1618,0.3007,0.1618,0.4128,26.0750,26.0750,52.1500
68,0.8075,0.8075,0.3059,0.1615,0.3058,0.1615,0.4119,26.0750,31.2906,57.3656
69,0.8078,0.8078,0.3059,0.1616,0.3058,0.1616,0.4096,26.0750,26.0750,52.1500
70,0.8071,0.8071,0.3034,0.1617,0.3034,0.1617,0.4089,26.0750,31.2906,57.3656
71,0.8105,0.8105,0.3034,0.1620,0.3034,0.1620,0.4075,26.0750,26.0750,52.1500
72,0.8116,0.8116,0.3049,0.1623,0.3049,0.1623,0.4076,26.0750,31.2906,57.3656
73,0.8109,0.8109,0.3049,0.1622,0.3049,0.1622,0.4070,26.0750,26.0750,52.1500
74,0.8104,0.8104,0.3093,0.1622,0.3093,0.1622,0.4061,26.0750,31.2906,57.3656
75,0.8115,0.8115,0.3093,0.1623,0.3093,0.1623,0.4046,26.0750,26.0750,52.1500
76,0.8120,0.8120,0.3070,0.1623,0.3070,0.1623,0.4039,26.0750,31.2906,57.3656
77,0.8106,0.8106,0.3070,0.1621,0.3070,0.1621,0.4031,26.0750,26.0750,52.1500
78,0.8110,0.8110,0.3049,0.1621,0.3049,0.1621,0.4019,26.0750,31.2906,57.3656
79,0.8143,0.8143,0.3049,0.1628,0.3049,0.1628,0.4008,26.0750,26.0750,52.1500
80,0.8128,0.8128,0.3065,0.1626,0.3065,0.1626,0.4009,26.0750,31.2906,57.3656
81,0.8121,0.8121,0.3065,0.1625,0.3065,0.1625,0.3986,26.0750,26.0750,52.1500
82,0.8162,0.8162,0.3051,0.1632,0.3051,0.1632,0.3991,26.0750,31.2906,57.3656
83,0.8145,0.8145,0.3051,0.1630,0.3051,0.1630,0.3973,26.0750,26.0750,52.1500
84,0.8142,0.8142,0.3065,0.1629,0.3065,0.1629,0.3974,26.0750,31.2906,57.3656
85,0.8133,0.8133,0.3065,0.1627,0.3065,0.1627,0.3957,26.0750,26.0750,52.1500
86,0.8156,0.8156,0.3091,0.1631,0.3091,0.1631,0.3947,26.0750,31.2906,57.3656
87,0.8122,0.8122,0.3091,0.1627,0.3091,0.1627,0.3938,26.0750,26.0750,52.1500
88,0.8156,0.8156,0.3038,0.1633,0.3037,0.1633,0.3937,26.0750,31.2906,57.3656
89,0.8151,0.8151,0.3038,0.1633,0.3037,0.1633,0.3928,26.0750,26.0750,52.1500
90,0.8170,0.8170,0.3105,0.1633,0.3105,0.1633,0.3915,26.0750,31.2906,57.3656
91,0.8139,0.8139,0.3105,0.1629,0.3105,0.1629,0.3906,26.0750,26.0750,52.1500
92,0.8155,0.8155,0.3117,0.1631,0.3118,0.1631,0.3901,26.0750,31.2906,57.3656
93,0.8146,0.8146,0.3117,0.1630,0.3118,0.1630,0.3881,26.0750,26.0750,52.1500
94,0.8175,0.8175,0.3090,0.1634,0.3090,0.1634,0.3878,26.0750,31.2906,57.3656
95,0.8166,0.8166,0.3090,0.1633,0.3090,0.1633,0.3866,26.0750,26.0750,52.1500
96,0.8180,0.8180,0.3085,0.1635,0.3084,0.1635,0.3875,26.0750,31.2906,57.3656
97,0.8178,0.8178,0.3085,0.1636,0.3084,0.1636,0.3855,26.0750,26.0750,52.1500
98,0.8177,0.8177,0.3125,0.1635,0.3125,0.1635,0.3852,26.0750,31.2906,57.3656
99,0.8197,0.8197,0.3125,0.1639,0.3125,0.1639,0.3839,26.0750,26.0750,52.1500
100,0.8196,0.8196,0.3123,0.1639,0.3122,0.1639,0.3837,26.0750,31.2906,57.3656
