round,local_test_acc,pm_local_test_acc,gm_local_test_acc,global_test_acc,gm_only_global_test_acc,pm_global_test_acc,train_loss,uplink_mb,downlink_mb,total_mb
0,0.4618,0.5725,0.1609,0.1446,0.1609,0.1289,1.5859,26.0750,31.2906,57.3656
1,0.5910,0.6368,0.1609,0.1382,0.1609,0.1296,1.3220,26.0750,26.0750,52.1500
2,0.6400,0.6582,0.1881,0.1404,0.1881,0.1323,1.2139,26.0750,31.2906,57.3656
3,0.6557,0.6715,0.1881,0.1397,0.1881,0.1347,1.1682,26.0750,26.0750,52.1500
4,0.6717,0.6823,0.2038,0.1411,0.2038,0.1367,1.1298,26.0750,31.2906,57.3656
5,0.6822,0.6922,0.2038,0.1418,0.2038,0.1387,1.1111,26.0750,26.0750,52.1500
6,0.6935,0.7031,0.2166,0.1435,0.2166,0.1409,1.0911,26.0750,31.2906,57.3656
7,0.7009,0.7100,0.2166,0.1446,0.2166,0.1421,1.0802,26.0750,26.0750,52.1500
8,0.7105,0.7155,0.2262,0.1462,0.2262,0.1431,1.0668,26.0750,31.2906,57.3656
9,0.7146,0.7203,0.2262,0.1467,0.2262,0.1441,1.0591,26.0750,26.0750,52.1500
10,0.7202,0.7237,0.2337,0.1476,0.2337,0.1449,1.0510,26.0750,31.2906,57.3656
11,0.7228,0.7276,0.2337,0.1479,0.2337,0.1456,1.0447,26.0750,26.0750,52.1500
12,0.7272,0.7316,0.2400,0.1486,0.2400,0.1463,1.0380,26.0750,31.2906,57.3656
13,0.7285,0.7353,0.2400,0.1489,0.2400,0.1471,1.0335,26.0750,26.0750,52.1500
14,0.7325,0.7378,0.2463,0.1495,0.2463,0.1476,1.0291,26.0750,31.2906,57.3656
15,0.7352,0.7404,0.2463,0.1498,0.2463,0.1481,1.0251,26.0750,26.0750,52.1500
16,0.7383,0.7450,0.2491,0.1503,0.2491,0.1489,1.0207,26.0750,31.2906,57.3656
17,0.7404,0.7471,0.2491,0.1506,0.2491,0.1494,1.0178,26.0750,26.0750,52.1500
18,0.7421,0.7473,0.2548,0.1507,0.2548,0.1494,1.0136,26.0750,31.2906,57.3656
19,0.7445,0.7490,0.2548,0.1513,0.2548,0.1498,1.0112,26.0750,26.0750,52.1500
20,0.7476,0.7522,0.2611,0.1517,0.2611,0.1505,1.0078,26.0750,31.2906,57.3656
