round,cluster_id,accuracy,samples
0,0,0.9060,500
0,1,0.7820,500
0,2,0.8280,500
0,3,0.7860,500
0,4,0.7720,500
0,5,0.9280,500
0,6,0.9000,500
0,7,0.8700,500
0,8,0.9140,500
0,9,0.8000,500
0,10,0.7800,500
0,11,0.8680,500
0,12,0.9080,500
0,13,0.8260,500
0,14,0.8720,500
0,15,0.9200,500
0,16,0.9260,500
0,17,0.8260,500
0,18,0.8580,500
0,19,0.9300,500
1,0,0.9240,500
1,1,0.8720,500
1,2,0.8600,500
1,3,0.8680,500
1,4,0.8640,500
1,5,0.9360,500
1,6,0.9160,500
1,7,0.8680,500
1,8,0.9360,500
1,9,0.8140,500
1,10,0.7660,500
1,11,0.8900,500
1,12,0.8920,500
1,13,0.7900,500
1,14,0.8800,500
1,15,0.9240,500
1,16,0.9340,500
1,17,0.8540,500
1,18,0.8740,500
1,19,0.9420,500
2,0,0.9320,500
2,1,0.8540,500
2,2,0.8747,1500
2,5,0.9480,500
2,6,0.9320,500
2,7,0.8780,500
2,8,0.9380,500
2,9,0.8120,500
2,10,0.7840,500
2,11,0.8900,500
2,12,0.9100,500
2,13,0.8600,500
2,14,0.8700,500
2,15,0.9200,500
2,16,0.9360,500
2,17,0.8580,500
2,18,0.8540,500
2,19,0.9460,500
3,0,0.9320,500
3,1,0.8140,500
3,2,0.8520,1500
3,5,0.9440,500
3,6,0.9260,500
3,7,0.8840,500
3,8,0.9340,500
3,9,0.8180,500
3,10,0.8040,500
3,11,0.8840,500
3,12,0.8940,500
3,13,0.8620,500
3,14,0.8780,500
3,15,0.9300,500
3,16,0.9300,500
3,17,0.8600,500
3,18,0.8560,500
3,19,0.9400,500
4,0,0.9373,1500
4,2,0.8825,2000
4,5,0.9460,500
4,7,0.8920,500
4,9,0.8260,500
4,10,0.8270,1000
4,11,0.8790,1000
4,12,0.9340,1500
4,13,0.8520,500
4,14,0.8760,500
4,15,0.9300,500
5,0,0.9387,1500
5,2,0.8910,2000
5,5,0.9540,500
5,7,0.8760,500
5,9,0.8340,500
5,10,0.8390,1000
5,11,0.8780,1000
5,12,0.9367,1500
5,13,0.8100,500
5,14,0.8760,500
5,15,0.9360,500
6,0,0.9300,500
6,2,0.8907,1500
6,5,0.9520,500
6,7,0.8940,500
6,9,0.8360,500
6,10,0.7840,500
6,11,0.8720,500
6,12,0.9340,500
6,13,0.8500,500
6,14,0.8860,500
6,15,0.9400,1000
6,16,0.8720,500
6,17,0.9460,500
6,18,0.9360,500
6,19,0.8640,500
6,20,0.8800,500
6,21,0.9000,500
7,0,0.9260,500
7,2,0.8913,1500
7,5,0.9520,500
7,7,0.8980,500
7,9,0.8260,500
7,10,0.8100,500
7,11,0.8760,500
7,12,0.9320,500
7,13,0.8280,500
7,14,0.8760,500
7,15,0.9360,1000
7,16,0.9020,500
7,17,0.9360,500
7,18,0.9400,500
7,19,0.8660,500
7,20,0.8920,500
7,21,0.9260,500
8,0,0.9340,500
8,2,0.9040,500
8,5,0.9560,500
8,7,0.8740,500
8,9,0.8300,500
8,10,0.8040,500
8,11,0.8760,500
8,12,0.9180,500
8,13,0.8500,500
8,14,0.8860,500
8,15,0.9280,500
8,16,0.8920,500
8,17,0.9460,500
8,18,0.9360,500
8,19,0.8520,500
8,20,0.8680,500
8,21,0.9060,500
8,22,0.8760,500
8,23,0.8840,500
8,24,0.9500,500
9,0,0.9320,500
9,2,0.8960,500
9,5,0.9440,500
9,7,0.8920,500
9,9,0.8340,500
9,10,0.8100,500
9,11,0.8820,500
9,12,0.9240,500
9,13,0.8580,500
9,14,0.8840,500
9,15,0.9360,500
9,16,0.8740,500
9,17,0.9440,500
9,18,0.9380,500
9,19,0.8620,500
9,20,0.8760,500
9,21,0.9020,500
9,22,0.8480,500
9,23,0.8860,500
9,24,0.9520,500
10,0,0.9300,500
10,2,0.8660,500
10,5,0.9400,500
10,7,0.8860,500
10,9,0.8200,500
10,10,0.8160,500
10,11,0.8840,500
10,12,0.9310,1000
10,13,0.8620,500
10,14,0.8740,500
10,15,0.9400,500
10,16,0.8950,1000
10,17,0.9500,500
10,18,0.9340,500
10,19,0.8660,500
10,20,0.8940,500
10,22,0.8800,500
10,24,0.9460,500
11,0,0.9320,500
11,2,0.8240,500
11,5,0.9580,500
11,7,0.8860,500
11,9,0.8120,500
11,10,0.8140,500
11,11,0.8740,500
11,12,0.9210,1000
11,13,0.8620,500
11,14,0.8800,500
11,15,0.9440,500
11,16,0.9000,1000
11,17,0.9480,500
11,18,0.9340,500
11,19,0.8660,500
11,20,0.8980,500
11,22,0.8640,500
11,24,0.9480,500
12,0,0.9480,1000
12,7,0.9000,1000
12,9,0.8180,500
12,10,0.8060,500
12,11,0.8810,1000
12,12,0.9280,500
12,13,0.8500,500
12,15,0.9440,1500
12,16,0.8960,2000
12,17,0.9460,1000
12,19,0.8240,500
13,0,0.9410,1000
13,7,0.8820,1000
13,9,0.8260,500
13,10,0.8100,500
13,11,0.8800,1000
13,12,0.9240,500
13,13,0.8500,500
13,15,0.9420,1500
13,16,0.8975,2000
13,17,0.9450,1000
13,19,0.8620,500
