round,global_local_test_acc,global_global_test_acc,global_train_loss,personalized_local_test_acc,personalized_global_test_acc,personalized_train_loss,uplink_mb,downlink_mb,total_mb
1,0.0101,0.0101,4.6058,0.0101,0.0101,4.6058,0.00,201.00,201.00
2,0.0356,0.0093,4.6015,0.0946,0.0103,4.5958,201.00,201.00,401.99
3,0.0411,0.0115,4.5931,0.1862,0.0127,4.2064,201.00,201.00,401.99
4,0.0473,0.0179,4.5838,0.2321,0.0143,3.8125,201.00,201.00,401.99
5,0.0505,0.0214,4.5717,0.2694,0.0163,3.5937,201.00,201.00,401.99
6,0.0543,0.0241,4.5566,0.2994,0.0183,3.4529,201.00,201.00,401.99
7,0.0561,0.0274,4.5407,0.3218,0.0203,3.3307,201.00,201.00,401.99
8,0.0593,0.0324,4.5241,0.3383,0.0220,3.2089,201.00,201.00,401.99
9,0.0646,0.0380,4.5081,0.3539,0.0233,3.0836,201.00,201.00,401.99
10,0.0677,0.0429,4.4922,0.3642,0.0242,2.9616,201.00,201.00,401.99
11,0.0722,0.0477,4.4772,0.3746,0.0250,2.8489,201.00,201.00,401.99
12,0.0786,0.0527,4.4631,0.3839,0.0259,2.7509,201.00,201.00,401.99
13,0.0840,0.0586,4.4493,0.3924,0.0265,2.6658,201.00,201.00,401.99
14,0.0910,0.0642,4.4361,0.3989,0.0271,2.5937,201.00,201.00,401.99
15,0.0979,0.0685,4.4224,0.4103,0.0280,2.5335,201.00,201.00,401.99
16,0.1007,0.0721,4.4107,0.4154,0.0286,2.4823,201.00,201.00,401.99
17,0.1045,0.0754,4.3994,0.4210,0.0290,2.4368,201.00,201.00,401.99
18,0.1073,0.0773,4.3870,0.4252,0.0297,2.4004,201.00,201.00,401.99
19,0.1082,0.0789,4.3754,0.4310,0.0302,2.3650,201.00,201.00,401.99
20,0.1095,0.0804,4.3637,0.4364,0.0308,2.3371,201.00,201.00,401.99
21,0.1103,0.0822,4.3524,0.4386,0.0313,2.3130,201.00,201.00,401.99
22,0.1102,0.0835,4.3404,0.4425,0.0315,2.2852,201.00,201.00,401.99
23,0.1089,0.0852,4.3289,0.4479,0.0322,2.2629,201.00,201.00,401.99
24,0.1099,0.0858,4.3174,0.4529,0.0325,2.2443,201.00,201.00,401.99
25,0.1116,0.0876,4.3059,0.4553,0.0327,2.2265,201.00,201.00,401.99
26,0.1119,0.0886,4.2948,0.4549,0.0335,2.2077,201.00,201.00,401.99
27,0.1146,0.0900,4.2831,0.4612,0.0336,2.1910,201.00,201.00,401.99
28,0.1126,0.0914,4.2709,0.4682,0.0343,2.1718,201.00,201.00,401.99
29,0.1135,0.0919,4.2602,0.4597,0.0343,2.1647,201.00,201.00,401.99
30,0.1125,0.0930,4.2481,0.4703,0.0349,2.1466,201.00,201.00,401.99
31,0.1139,0.0944,4.2377,0.4665,0.0348,2.1350,201.00,201.00,401.99
