round,local_test_acc,pm_local_test_acc,gm_local_test_acc,global_test_acc,gm_only_global_test_acc,pm_global_test_acc,train_loss,uplink_mb,downlink_mb,total_mb
0,0.4327,0.5620,0.1559,0.1461,0.1559,0.1301,1.6182,18.2527,31.2906,49.5433
1,0.5669,0.6278,0.1559,0.1396,0.1559,0.1289,1.3416,18.2527,18.2527,36.5054
2,0.5821,0.6529,0.1538,0.1460,0.1538,0.1320,1.2465,18.2527,31.2906,49.5433
3,0.6085,0.6671,0.1538,0.1470,0.1538,0.1342,1.1976,18.2527,18.2527,36.5054
4,0.5873,0.6796,0.1439,0.1544,0.1439,0.1366,1.1736,18.2527,31.2906,49.5433
5,0.5979,0.6897,0.1439,0.1554,0.1439,0.1384,1.1536,18.2527,18.2527,36.5054
6,0.5469,0.6977,0.1373,0.1608,0.1373,0.1400,1.1464,18.2527,31.2906,49.5433
7,0.5569,0.7041,0.1373,0.1620,0.1373,0.1411,1.1348,18.2527,18.2527,36.5054
8,0.5818,0.7111,0.1665,0.1711,0.1665,0.1425,1.1059,18.2527,31.2906,49.5433
9,0.5881,0.7167,0.1665,0.1722,0.1665,0.1436,1.0979,18.2527,18.2527,36.5054
10,0.5770,0.7210,0.1977,0.1888,0.1977,0.1442,1.0638,18.2527,31.2906,49.5433
11,0.5835,0.7236,0.1977,0.1894,0.1977,0.1449,1.0572,18.2527,18.2527,36.5054
12,0.5827,0.7268,0.2055,0.1901,0.2055,0.1454,1.0462,18.2527,31.2906,49.5433
13,0.5872,0.7278,0.2055,0.1901,0.2055,0.1458,1.0417,18.2527,18.2527,36.5054
14,0.5943,0.7289,0.2104,0.1967,0.2104,0.1461,1.0338,18.2527,31.2906,49.5433
15,0.5967,0.7309,0.2104,0.1964,0.2104,0.1466,1.0298,18.2527,18.2527,36.5054
16,0.6053,0.7344,0.2104,0.1962,0.2104,0.1470,1.0259,18.2527,31.2906,49.5433
17,0.6081,0.7367,0.2104,0.1961,0.2104,0.1475,1.0230,18.2527,18.2527,36.5054
18,0.6233,0.7387,0.2177,0.1970,0.2177,0.1479,1.0188,18.2527,31.2906,49.5433
19,0.6268,0.7408,0.2177,0.1977,0.2177,0.1483,1.0166,18.2527,18.2527,36.5054
20,0.5609,0.7439,0.2102,0.1959,0.2102,0.1490,1.0317,18.2527,31.2906,49.5433
