round,cluster_id,accuracy,samples
0,0,0.5470,2000
0,1,0.4735,2000
0,2,0.3405,2000
0,3,0.4833,1500
0,4,0.3130,1000
0,5,0.3480,500
0,6,0.4740,500
0,7,0.3120,500
1,0,0.6165,2000
1,1,0.5730,2000
1,2,0.6235,2000
1,3,0.5820,1500
1,4,0.4290,1000
1,5,0.4700,500
1,6,0.5700,500
1,7,0.4420,500
2,0,0.6025,2000
2,1,0.5640,2000
2,2,0.7200,1500
2,3,0.5620,2000
2,4,0.4700,1500
2,7,0.4560,500
2,8,0.7020,500
3,0,0.6205,2000
3,1,0.5930,2000
3,2,0.7373,1500
3,3,0.5920,2000
3,4,0.5080,1500
3,7,0.4960,500
3,8,0.7160,500
4,0,0.5810,2000
4,1,0.5700,2000
4,2,0.7480,500
4,3,0.5780,2000
4,4,0.4610,2000
4,8,0.7370,1000
4,9,0.7640,500
5,0,0.5865,2000
5,1,0.5870,2000
5,2,0.7520,500
5,3,0.5885,2000
5,4,0.4775,2000
5,8,0.7370,1000
5,9,0.7740,500
6,0,0.5275,2000
6,1,0.5520,2000
6,3,0.5900,2000
6,4,0.4265,2000
6,8,0.6267,1500
6,9,0.6740,500
7,0,0.5310,2000
7,1,0.5605,2000
7,3,0.6015,2000
7,4,0.4435,2000
7,8,0.6373,1500
7,9,0.6800,500
8,0,0.5535,2000
8,1,0.5300,2000
8,3,0.5555,2000
8,4,0.5233,1500
8,8,0.7567,1500
8,10,0.5020,500
8,11,0.7380,500
9,0,0.5585,2000
9,1,0.5385,2000
9,3,0.5625,2000
9,4,0.5360,1500
9,8,0.7600,1500
9,10,0.4960,500
9,11,0.7400,500
10,0,0.5727,1500
10,1,0.5980,1000
10,3,0.5835,2000
10,4,0.5133,1500
10,8,0.6210,1000
10,11,0.6280,500
10,12,0.6440,500
10,13,0.5800,500
10,14,0.4960,500
10,15,0.6140,500
10,16,0.5480,500
11,0,0.5773,1500
11,1,0.6010,1000
11,3,0.5920,2000
11,4,0.5193,1500
11,8,0.6310,1000
11,11,0.6400,500
11,12,0.6400,500
11,13,0.5880,500
11,14,0.5060,500
11,15,0.6240,500
11,16,0.5500,500
12,0,0.5330,2000
12,1,0.5880,1000
12,3,0.5900,2000
12,4,0.5360,1000
12,8,0.6580,500
12,11,0.6313,1500
12,14,0.5340,1000
12,15,0.6470,1000
13,0,0.5345,2000
13,1,0.5900,1000
13,3,0.6010,2000
13,4,0.5440,1000
13,8,0.6760,500
13,11,0.6353,1500
13,14,0.5270,1000
13,15,0.6490,1000
14,0,0.5545,2000
14,1,0.5880,500
14,3,0.5835,2000
14,4,0.5490,1000
14,11,0.6500,1500
14,14,0.5410,1000
14,15,0.6600,1500
14,16,0.6360,500
15,0,0.5565,2000
15,1,0.5860,500
15,3,0.5915,2000
15,4,0.5490,1000
15,11,0.6527,1500
15,14,0.5410,1000
15,15,0.6600,1500
15,16,0.6380,500
16,0,0.5640,2000
16,3,0.6075,2000
16,4,0.5490,2000
16,11,0.6555,2000
16,15,0.6505,2000
17,0,0.5670,2000
17,3,0.6140,2000
17,4,0.5505,2000
17,11,0.6590,2000
17,15,0.6500,2000
18,0,0.5975,2000
18,3,0.6375,2000
18,4,0.5330,2000
18,11,0.7430,1000
18,15,0.6055,2000
18,16,0.7430,1000
19,0,0.6010,2000
19,3,0.6440,2000
19,4,0.5350,2000
19,11,0.7430,1000
19,15,0.6100,2000
19,16,0.7450,1000
20,0,0.4455,2000
20,3,0.7173,1500
20,4,0.3835,2000
20,11,0.6580,2000
20,15,0.5975,2000
20,17,0.7280,500
