round,test_acc,train_loss,uplink_mb,downlink_mb,total_mb
0,0.1867,2.2386,1238.1279,26854.1088,28092.2367
1,0.2840,2.1614,1238.1279,1238.1279,2476.2558
2,0.3625,2.0811,1238.1279,1238.1279,2476.2558
3,0.4538,1.9965,1238.1279,1238.1279,2476.2558
4,0.5509,1.9089,1238.1279,26854.1088,28092.2367
5,0.6053,1.8203,1238.1279,1238.1279,2476.2558
6,0.6490,1.7310,1238.1279,1238.1279,2476.2558
7,0.6826,1.6413,1238.1279,1238.1279,2476.2558
8,0.7622,1.5514,1238.1279,26854.1088,28092.2367
9,0.7771,1.4625,1238.1279,1238.1279,2476.2558
10,0.7860,1.3759,1238.1279,1238.1279,2476.2558
11,0.7930,1.2924,1238.1279,1238.1279,2476.2558
12,0.7913,1.2128,1238.1279,26854.1088,28092.2367
13,0.7952,1.1382,1238.1279,1238.1279,2476.2558
14,0.8003,1.0686,1238.1279,1238.1279,2476.2558
15,0.8065,1.0043,1238.1279,1238.1279,2476.2558
16,0.8049,0.9475,1238.1279,26854.1088,28092.2367
17,0.8163,0.8931,1238.1279,1238.1279,2476.2558
18,0.8267,0.8437,1238.1279,1238.1279,2476.2558
19,0.8343,0.7985,1238.1279,1238.1279,2476.2558
20,0.8373,0.7556,1238.1279,26854.1088,28092.2367
21,0.8427,0.7183,1238.1279,1238.1279,2476.2558
22,0.8467,0.6843,1238.1279,1238.1279,2476.2558
23,0.8509,0.6539,1238.1279,1238.1279,2476.2558
24,0.8547,0.6262,1238.1279,26854.1088,28092.2367
25,0.8574,0.6014,1238.1279,1238.1279,2476.2558
26,0.8585,0.5790,1238.1279,1238.1279,2476.2558
27,0.8601,0.5593,1238.1279,1238.1279,2476.2558
28,0.8591,0.5414,1238.1279,26854.1088,28092.2367
29,0.8619,0.5248,1238.1279,1238.1279,2476.2558
30,0.8619,0.5100,1238.1279,1238.1279,2476.2558
31,0.8631,0.4967,1238.1279,1238.1279,2476.2558
32,0.8627,0.4849,1238.1279,26854.1088,28092.2367
33,0.8646,0.4735,1238.1279,1238.1279,2476.2558
34,0.8647,0.4633,1238.1279,1238.1279,2476.2558
35,0.8653,0.4538,1238.1279,1238.1279,2476.2558
36,0.8662,0.4458,1238.1279,26854.1088,28092.2367
37,0.8675,0.4377,1238.1279,1238.1279,2476.2558
38,0.8683,0.4302,1238.1279,1238.1279,2476.2558
39,0.8684,0.4230,1238.1279,1238.1279,2476.2558
40,0.8693,0.4173,1238.1279,26854.1088,28092.2367
41,0.8699,0.4109,1238.1279,1238.1279,2476.2558
42,0.8702,0.4051,1238.1279,1238.1279,2476.2558
43,0.8709,0.3999,1238.1279,1238.1279,2476.2558
44,0.8723,0.3946,1238.1279,26854.1088,28092.2367
45,0.8728,0.3896,1238.1279,1238.1279,2476.2558
46,0.8735,0.3851,1238.1279,1238.1279,2476.2558
47,0.8736,0.3809,1238.1279,1238.1279,2476.2558
48,0.8741,0.3771,1238.1279,26854.1088,28092.2367
49,0.8743,0.3731,1238.1279,1238.1279,2476.2558
50,0.8747,0.3691,1238.1279,1238.1279,2476.2558
51,0.8750,0.3660,1238.1279,1238.1279,2476.2558
52,0.8751,0.3624,1238.1279,26854.1088,28092.2367
53,0.8762,0.3589,1238.1279,1238.1279,2476.2558
54,0.8768,0.3557,1238.1279,1238.1279,2476.2558
55,0.8769,0.3530,1238.1279,1238.1279,2476.2558
56,0.8775,0.3507,1238.1279,26854.1088,28092.2367
57,0.8777,0.3479,1238.1279,1238.1279,2476.2558
58,0.8780,0.3452,1238.1279,1238.1279,2476.2558
59,0.8783,0.3429,1238.1279,1238.1279,2476.2558
60,0.8792,0.3405,1238.1279,26854.1088,28092.2367
61,0.8801,0.3381,1238.1279,1238.1279,2476.2558
62,0.8801,0.3359,1238.1279,1238.1279,2476.2558
63,0.8805,0.3337,1238.1279,1238.1279,2476.2558
64,0.8801,0.3320,1238.1279,26854.1088,28092.2367
65,0.8813,0.3300,1238.1279,1238.1279,2476.2558
66,0.8821,0.3280,1238.1279,1238.1279,2476.2558
67,0.8823,0.3261,1238.1279,1238.1279,2476.2558
68,0.8817,0.3242,1238.1279,26854.1088,28092.2367
69,0.8828,0.3224,1238.1279,1238.1279,2476.2558
70,0.8832,0.3205,1238.1279,1238.1279,2476.2558
71,0.8835,0.3192,1238.1279,1238.1279,2476.2558
72,0.8828,0.3177,1238.1279,26854.1088,28092.2367
73,0.8838,0.3162,1238.1279,1238.1279,2476.2558
74,0.8840,0.3147,1238.1279,1238.1279,2476.2558
75,0.8844,0.3133,1238.1279,1238.1279,2476.2558
76,0.8850,0.3120,1238.1279,26854.1088,28092.2367
77,0.8851,0.3105,1238.1279,1238.1279,2476.2558
78,0.8852,0.3092,1238.1279,1238.1279,2476.2558
79,0.8857,0.3080,1238.1279,1238.1279,2476.2558
80,0.8853,0.3065,1238.1279,26854.1088,28092.2367
81,0.8857,0.3055,1238.1279,1238.1279,2476.2558
82,0.8859,0.3040,1238.1279,1238.1279,2476.2558
83,0.8861,0.3029,1238.1279,1238.1279,2476.2558
84,0.8868,0.3022,1238.1279,26854.1088,28092.2367
85,0.8866,0.3011,1238.1279,1238.1279,2476.2558
86,0.8869,0.2998,1238.1279,1238.1279,2476.2558
87,0.8873,0.2987,1238.1279,1238.1279,2476.2558
88,0.8877,0.2978,1238.1279,26854.1088,28092.2367
89,0.8875,0.2965,1238.1279,1238.1279,2476.2558
90,0.8883,0.2957,1238.1279,1238.1279,2476.2558
91,0.8888,0.2949,1238.1279,1238.1279,2476.2558
92,0.8886,0.2938,1238.1279,26854.1088,28092.2367
93,0.8894,0.2931,1238.1279,1238.1279,2476.2558
94,0.8895,0.2918,1238.1279,1238.1279,2476.2558
95,0.8896,0.2911,1238.1279,1238.1279,2476.2558
96,0.8894,0.2902,1238.1279,26854.1088,28092.2367
97,0.8901,0.2895,1238.1279,1238.1279,2476.2558
98,0.8899,0.2888,1238.1279,1238.1279,2476.2558
99,0.8903,0.2877,1238.1279,1238.1279,2476.2558
100,0.8909,0.2871,1238.1279,26854.1088,28092.2367
