round,local_test_acc,pm_local_test_acc,gm_local_test_acc,global_test_acc,gm_only_global_test_acc,pm_global_test_acc,train_loss,uplink_mb,downlink_mb,total_mb
0,0.1682,0.1620,0.1610,0.1590,0.1610,0.1480,2.4090,5.2156,10.4312,15.6468
1,0.1686,0.1645,0.1610,0.1582,0.1610,0.1405,2.2245,5.2156,5.2156,10.4312
2,0.1875,0.1713,0.1822,0.1755,0.1822,0.1385,2.0765,5.2156,10.4312,15.6468
3,0.1901,0.1804,0.1822,0.1750,0.1822,0.1390,1.9835,5.2156,5.2156,10.4312
4,0.1760,0.1645,0.1828,0.1741,0.1828,0.1407,1.8982,5.2156,10.4312,15.6468
5,0.1769,0.1700,0.1828,0.1740,0.1828,0.1410,1.8522,5.2156,5.2156,10.4312
6,0.1996,0.1867,0.1994,0.1855,0.1994,0.1426,1.7830,5.2156,10.4312,15.6468
7,0.2062,0.2014,0.1994,0.1856,0.1994,0.1437,1.7514,5.2156,5.2156,10.4312
8,0.2219,0.2097,0.2178,0.1966,0.2178,0.1460,1.7198,5.2156,10.4312,15.6468
9,0.2245,0.2150,0.2178,0.1973,0.2178,0.1475,1.7024,5.2156,5.2156,10.4312
10,0.2346,0.2228,0.2295,0.2012,0.2295,0.1502,1.6845,5.2156,10.4312,15.6468
11,0.2361,0.2268,0.2295,0.2020,0.2295,0.1520,1.6727,5.2156,5.2156,10.4312
12,0.2186,0.2051,0.2223,0.2050,0.2223,0.1565,1.6807,5.2156,10.4312,15.6468
13,0.2196,0.2087,0.2223,0.2055,0.2223,0.1579,1.6712,5.2156,5.2156,10.4312
14,0.2421,0.2314,0.2395,0.2136,0.2395,0.1592,1.6418,5.2156,10.4312,15.6468
15,0.2503,0.2409,0.2395,0.2137,0.2395,0.1599,1.6294,5.2156,5.2156,10.4312
16,0.2587,0.2461,0.2450,0.2208,0.2450,0.1610,1.6230,5.2156,10.4312,15.6468
17,0.2619,0.2505,0.2450,0.2219,0.2450,0.1619,1.6158,5.2156,5.2156,10.4312
18,0.2633,0.2440,0.2491,0.2261,0.2491,0.1629,1.6233,5.2156,10.4312,15.6468
19,0.2657,0.2457,0.2491,0.2274,0.2491,0.1643,1.6233,5.2156,5.2156,10.4312
20,0.2655,0.2429,0.2485,0.2290,0.2485,0.1644,1.6265,5.2156,10.4312,15.6468
21,0.2669,0.2462,0.2485,0.2301,0.2485,0.1657,1.6249,5.2156,5.2156,10.4312
22,0.2712,0.2500,0.2477,0.2324,0.2477,0.1668,1.6187,5.2156,10.4312,15.6468
23,0.2721,0.2545,0.2477,0.2330,0.2477,0.1678,1.6135,5.2156,5.2156,10.4312
24,0.2718,0.2562,0.2484,0.2356,0.2484,0.1697,1.6188,5.2156,10.4312,15.6468
25,0.2724,0.2592,0.2484,0.2365,0.2484,0.1712,1.6185,5.2156,5.2156,10.4312
26,0.2567,0.2305,0.2433,0.2364,0.2433,0.1733,1.6791,5.2156,10.4312,15.6468
27,0.2567,0.2291,0.2433,0.2368,0.2433,0.1735,1.6725,5.2156,5.2156,10.4312
28,0.2597,0.2295,0.2452,0.2388,0.2452,0.1738,1.6655,5.2156,10.4312,15.6468
29,0.2604,0.2289,0.2452,0.2390,0.2452,0.1737,1.6640,5.2156,5.2156,10.4312
30,0.2744,0.2553,0.2499,0.2408,0.2499,0.1741,1.6497,5.2156,10.4312,15.6468
31,0.2800,0.2650,0.2499,0.2410,0.2499,0.1741,1.6451,5.2156,5.2156,10.4312
32,0.2857,0.2573,0.2532,0.2423,0.2532,0.1701,1.6850,5.2156,10.4312,15.6468
33,0.2864,0.2575,0.2532,0.2431,0.2532,0.1723,1.6873,5.2156,5.2156,10.4312
34,0.2841,0.2540,0.2578,0.2453,0.2578,0.1750,1.6741,5.2156,10.4312,15.6468
35,0.2864,0.2577,0.2578,0.2459,0.2578,0.1759,1.6729,5.2156,5.2156,10.4312
36,0.2875,0.2581,0.2577,0.2465,0.2577,0.1777,1.6625,5.2156,10.4312,15.6468
37,0.2896,0.2581,0.2577,0.2470,0.2577,0.1779,1.6633,5.2156,5.2156,10.4312
38,0.2862,0.2585,0.2618,0.2488,0.2618,0.1775,1.6456,5.2156,10.4312,15.6468
