round,cluster_id,accuracy,samples
0,0,0.2157,853
0,1,0.0855,866
0,2,0.0149,939
0,3,0.1258,819
0,4,0.1214,519
0,5,0.0726,716
0,6,0.2198,878
0,7,0.0598,652
0,8,0.1388,569
0,9,0.0773,750
0,10,0.2570,755
0,11,0.2375,779
0,12,0.1664,769
0,13,0.1241,830
0,14,0.0228,833
0,15,0.0549,783
0,16,0.0905,409
0,17,0.1985,529
0,18,0.1840,826
0,19,0.0932,933
1,0,0.2227,853
1,1,0.0866,866
1,2,0.0149,939
1,3,0.1514,819
1,4,0.1426,519
1,5,0.0754,716
1,6,0.4055,878
1,7,0.0966,652
1,8,0.1933,569
1,9,0.0827,750
1,10,0.2848,755
1,11,0.3145,779
1,12,0.2094,769
1,13,0.1434,830
1,14,0.0228,833
1,15,0.0651,783
1,16,0.1002,409
1,17,0.2609,529
1,18,0.1985,826
1,19,0.0932,933
2,0,0.2462,853
2,1,0.0170,939
2,2,0.0924,866
2,3,0.1380,652
2,4,0.0880,716
2,5,0.2408,569
2,6,0.1580,519
2,7,0.0867,750
2,8,0.3073,755
2,9,0.5490,878
2,10,0.2497,769
2,11,0.4185,779
2,12,0.1627,830
2,13,0.1125,409
2,14,0.1770,819
2,15,0.3327,529
2,16,0.0240,833
2,17,0.0920,783
2,18,0.1061,933
2,19,0.2252,826
3,0,0.2603,853
3,1,0.0330,939
3,2,0.1236,866
3,3,0.1733,652
3,4,0.1271,716
3,5,0.2882,569
3,6,0.1715,519
3,7,0.1227,750
3,8,0.3338,755
3,9,0.5854,878
3,10,0.2653,769
3,11,0.4865,779
3,12,0.1892,830
3,13,0.1296,409
3,14,0.2015,819
3,15,0.3724,529
3,16,0.0288,833
3,17,0.1111,783
3,18,0.1404,933
3,19,0.2458,826
4,0,0.1688,853
4,1,0.2079,866
4,2,0.5262,878
4,3,0.0266,939
4,4,0.1503,519
4,5,0.1600,750
4,6,0.3040,569
4,7,0.2807,716
4,8,0.0781,819
4,9,0.0383,652
4,10,0.1417,769
4,11,0.1762,755
4,12,0.3422,529
4,13,0.5571,779
4,14,0.0978,409
4,15,0.2554,830
4,16,0.2906,826
4,17,0.1162,783
4,18,0.0804,833
4,19,0.0868,933
5,0,0.1970,853
5,1,0.2552,866
5,2,0.5945,878
5,3,0.0383,939
5,4,0.1811,519
5,5,0.2320,750
5,6,0.3058,569
5,7,0.3142,716
5,8,0.0989,819
5,9,0.0491,652
5,10,0.1782,769
5,11,0.1881,755
5,12,0.3459,529
5,13,0.5571,779
5,14,0.1076,409
5,15,0.2711,830
5,16,0.3063,826
5,17,0.1162,783
5,18,0.1044,833
5,19,0.1254,933
6,0,0.2227,853
6,1,0.2979,866
6,2,0.0660,939
6,3,0.6276,878
6,4,0.2119,519
6,5,0.2042,769
6,6,0.3366,716
6,7,0.3076,569
6,8,0.5571,779
6,9,0.1947,755
6,10,0.0613,652
6,11,0.2760,750
6,12,0.1198,409
6,13,0.1294,819
6,14,0.1188,833
6,15,0.2928,830
6,16,0.3422,529
6,17,0.3160,826
6,18,0.1175,783
6,19,0.1522,933
7,0,0.2485,853
7,1,0.3268,866
7,2,0.1321,939
7,3,0.6219,878
7,4,0.2370,519
7,5,0.2237,769
7,6,0.3352,716
7,7,0.2970,569
7,8,0.5571,779
7,9,0.2026,755
7,10,0.0966,652
7,11,0.3053,750
7,12,0.1369,409
7,13,0.1490,819
7,14,0.1393,833
7,15,0.3133,830
7,16,0.3459,529
7,17,0.3293,826
7,18,0.1175,783
7,19,0.2219,933
8,0,0.3693,853
8,1,0.4099,866
8,2,0.3506,716
8,3,0.5843,878
8,4,0.2652,939
8,5,0.2625,819
8,6,0.3487,519
8,7,0.2533,833
8,8,0.4344,755
8,9,0.5133,750
8,10,0.3227,409
8,11,0.3673,569
8,12,0.3316,769
8,13,0.5892,779
8,14,0.2730,652
8,15,0.3241,830
8,16,0.3894,529
8,17,0.3414,826
8,18,0.3462,933
8,19,0.2516,783
9,0,0.3775,853
9,1,0.4469,866
9,2,0.3436,716
9,3,0.5831,878
9,4,0.3376,939
9,5,0.2808,819
9,6,0.3699,519
9,7,0.2917,833
9,8,0.4477,755
9,9,0.5173,750
9,10,0.3619,409
9,11,0.3708,569
9,12,0.3420,769
9,13,0.5828,779
9,14,0.2745,652
9,15,0.3578,830
9,16,0.3837,529
9,17,0.3402,826
9,18,0.3666,933
9,19,0.2720,783
10,0,0.3857,853
10,1,0.3845,939
10,2,0.4596,866
10,3,0.3911,519
10,4,0.3779,569
10,5,0.2955,819
10,6,0.3422,716
10,7,0.2776,652
10,8,0.3181,833
10,9,0.3814,409
10,10,0.3472,769
10,11,0.5751,779
10,12,0.4490,755
10,13,0.3735,830
10,14,0.5854,878
10,15,0.5213,750
10,16,0.2925,783
10,17,0.3751,933
10,18,0.3743,529
10,19,0.3402,826
11,0,0.3880,853
11,1,0.4292,939
11,2,0.4688,866
11,3,0.4046,519
11,4,0.3866,569
11,5,0.3028,819
11,6,0.3436,716
11,7,0.2791,652
11,8,0.3325,833
11,9,0.4010,409
11,10,0.3563,769
11,11,0.5661,779
11,12,0.4543,755
11,13,0.3940,830
11,14,0.5843,878
11,15,0.5360,750
11,16,0.3142,783
11,17,0.3998,933
11,18,0.3686,529
11,19,0.3378,826
12,0,0.2907,853
12,1,0.4515,939
12,2,0.4931,866
12,3,0.3534,716
12,4,0.1758,819
12,5,0.3410,519
12,6,0.3173,769
12,7,0.2623,652
12,8,0.4358,755
12,9,0.5841,779
12,10,0.3392,569
12,11,0.5774,878
12,12,0.4083,529
12,13,0.4181,830
12,14,0.2861,409
12,15,0.5840,750
12,16,0.2989,783
12,17,0.3217,833
12,18,0.4319,933
12,19,0.3160,826
13,0,0.2966,853
13,1,0.4750,939
13,2,0.5000,866
13,3,0.3492,716
13,4,0.2015,819
13,5,0.3603,519
13,6,0.3264,769
13,7,0.2699,652
13,8,0.4411,755
13,9,0.5802,779
13,10,0.3550,569
13,11,0.5774,878
13,12,0.4026,529
13,13,0.4398,830
13,14,0.3399,409
13,15,0.5813,750
13,16,0.3321,783
13,17,0.3445,833
13,18,0.4341,933
13,19,0.3196,826
14,0,0.2978,853
14,1,0.4984,939
14,2,0.5035,866
14,3,0.5774,878
14,4,0.2247,819
14,5,0.3873,519
14,6,0.3478,716
14,7,0.2684,652
14,8,0.5813,750
14,9,0.3208,826
14,10,0.3355,769
14,11,0.3814,409
14,12,0.3620,569
14,13,0.4437,755
14,14,0.4494,830
14,15,0.5751,779
14,16,0.3601,833
14,17,0.3704,783
14,18,0.4448,933
14,19,0.4008,529
15,0,0.3025,853
15,1,0.5197,939
15,2,0.5046,866
15,3,0.5774,878
15,4,0.2369,819
15,5,0.4123,519
15,6,0.3450,716
15,7,0.2669,652
15,8,0.5840,750
15,9,0.3208,826
15,10,0.3472,769
15,11,0.4059,409
15,12,0.3761,569
15,13,0.4490,755
15,14,0.4554,830
15,15,0.5738,779
15,16,0.3721,833
15,17,0.3819,783
15,18,0.4577,933
15,19,0.3989,529
16,0,0.3200,853
16,1,0.5023,866
16,2,0.5240,939
16,3,0.3450,716
16,4,0.5786,878
16,5,0.4112,569
16,6,0.2684,652
16,7,0.4644,519
16,8,0.3602,769
16,9,0.3741,409
16,10,0.4649,755
16,11,0.4434,830
16,12,0.5680,750
16,13,0.5905,779
16,14,0.3950,833
16,15,0.3970,529
16,16,0.2943,819
16,17,0.4437,933
16,18,0.3908,783
16,19,0.3269,826
17,0,0.3259,853
17,1,0.5035,866
17,2,0.5378,939
17,3,0.3450,716
17,4,0.5809,878
17,5,0.4165,569
17,6,0.2699,652
17,7,0.4798,519
17,8,0.3654,769
17,9,0.4010,409
17,10,0.4675,755
17,11,0.4494,830
17,12,0.5680,750
17,13,0.5879,779
17,14,0.3974,833
17,15,0.3970,529
17,16,0.3040,819
17,17,0.4587,933
17,18,0.4049,783
17,19,0.3317,826
18,0,0.5251,1872
18,1,0.5046,866
18,2,0.3318,853
18,3,0.5809,878
18,4,0.3732,769
18,5,0.3450,716
18,6,0.2745,652
18,7,0.3150,819
18,8,0.4200,569
18,9,0.5640,750
18,10,0.4377,409
18,11,0.4798,519
18,12,0.4768,755
18,13,0.5879,779
18,14,0.4494,830
18,15,0.3970,529
18,16,0.4022,833
18,17,0.3305,826
18,18,0.4138,783
19,0,0.5288,1872
19,1,0.5104,866
19,2,0.3447,853
19,3,0.5809,878
19,4,0.3758,769
19,5,0.3450,716
19,6,0.2776,652
19,7,0.3199,819
19,8,0.4218,569
19,9,0.5613,750
