round,cluster_id,accuracy,samples
0,0,0.2310,303
0,1,0.0023,856
0,2,0.0676,74
0,3,0.1953,128
0,4,0.0817,1004
0,5,0.1651,521
0,6,0.4749,339
0,7,0.3486,109
0,8,0.4382,251
0,9,0.0927,604
0,10,0.1911,738
0,11,0.0821,134
0,12,0.2923,195
0,13,0.0518,946
0,14,0.6991,678
0,15,0.1873,566
0,16,0.5368,870
0,17,0.0654,321
0,18,0.0114,789
0,19,0.1220,574
1,0,0.2409,303
1,1,0.0023,856
1,2,0.0405,74
1,3,0.3281,128
1,4,0.0797,1004
1,5,0.2553,521
1,6,0.4720,339
1,7,0.3211,109
1,8,0.4263,251
1,9,0.0646,604
1,10,0.2371,738
1,11,0.0821,134
1,12,0.2103,195
1,13,0.0370,946
1,14,0.7640,678
1,15,0.2085,566
1,16,0.4678,870
1,17,0.0280,321
1,18,0.0051,789
1,19,0.1237,574
2,0,0.4544,1173
2,1,0.0012,856
2,2,0.1351,74
2,3,0.0459,1132
2,5,0.3937,630
2,6,0.3156,339
2,8,0.1873,251
2,9,0.0778,604
2,10,0.1883,738
2,11,0.0746,134
2,12,0.1538,195
2,13,0.0465,946
2,14,0.7670,678
2,15,0.1254,566
2,17,0.1963,321
2,18,0.0025,789
2,19,0.0662,574
3,0,0.4356,1173
3,1,0.0012,856
3,2,0.1081,74
3,3,0.0486,1132
3,5,0.4571,630
3,6,0.3156,339
3,8,0.1793,251
3,9,0.0397,604
3,10,0.2127,738
3,11,0.0746,134
3,12,0.1487,195
3,13,0.0402,946
3,14,0.7670,678
3,15,0.1714,566
3,17,0.1620,321
3,18,0.0025,789
3,19,0.0662,574
4,0,0.4066,1173
4,1,0.0023,856
4,2,0.1486,74
4,3,0.0491,1793
4,5,0.4971,521
4,6,0.2684,339
4,8,0.2204,953
4,9,0.0083,604
4,10,0.2114,738
4,11,0.0896,134
4,12,0.1436,195
4,13,0.0307,946
4,14,0.7684,678
4,15,0.1820,566
4,17,0.2305,321
4,20,0.3119,109
5,0,0.3905,1173
5,1,0.0023,856
5,2,0.1486,74
5,3,0.0468,1793
5,5,0.5221,521
5,6,0.2684,339
5,8,0.2288,953
5,9,0.0066,604
5,10,0.2154,738
5,11,0.0821,134
5,12,0.1333,195
5,13,0.0296,946
5,14,0.7684,678
5,15,0.2138,566
5,17,0.2212,321
5,20,0.3028,109
6,0,0.3666,1173
6,1,0.0023,856
6,2,0.1622,74
6,3,0.0591,1793
6,5,0.5270,630
