round,local_test_acc,pm_local_test_acc,gm_local_test_acc,global_test_acc,gm_only_global_test_acc,pm_global_test_acc,train_loss,uplink_mb,downlink_mb,total_mb
0,0.5798,0.6290,0.1813,0.1453,0.1813,0.1293,1.2977,5.6146,10.4312,16.0458
1,0.6406,0.6653,0.1813,0.1404,0.1813,0.1338,1.1603,5.6146,5.2156,10.8302
2,0.6437,0.6868,0.2057,0.1558,0.2057,0.1378,1.0909,5.6146,10.4312,16.0458
3,0.6656,0.7085,0.2057,0.1580,0.2057,0.1420,1.0665,5.6146,5.2156,10.8302
4,0.6420,0.7166,0.2297,0.1765,0.2297,0.1435,1.0316,5.6146,10.4312,16.0458
5,0.6522,0.7250,0.2297,0.1770,0.2297,0.1453,1.0200,5.6146,5.2156,10.8302
6,0.6119,0.7321,0.2404,0.1973,0.2404,0.1465,1.0028,5.6146,10.4312,16.0458
7,0.6206,0.7380,0.2404,0.1977,0.2404,0.1477,0.9956,5.6146,5.2156,10.8302
8,0.5789,0.7406,0.2462,0.2131,0.2462,0.1481,0.9854,5.6146,10.4312,16.0458
9,0.5830,0.7468,0.2462,0.2132,0.2462,0.1494,0.9806,5.6146,5.2156,10.8302
10,0.5481,0.7499,0.2512,0.2236,0.2512,0.1500,0.9752,5.6146,10.4312,16.0458
11,0.5515,0.7544,0.2512,0.2230,0.2512,0.1510,0.9714,5.6146,5.2156,10.8302
12,0.5331,0.7576,0.2519,0.2277,0.2519,0.1515,0.9672,5.6146,10.4312,16.0458
13,0.5368,0.7608,0.2519,0.2280,0.2519,0.1521,0.9629,5.6146,5.2156,10.8302
14,0.5200,0.7631,0.2513,0.2313,0.2513,0.1526,0.9594,5.6146,10.4312,16.0458
15,0.5226,0.7661,0.2513,0.2314,0.2513,0.1531,0.9559,5.6146,5.2156,10.8302
16,0.5085,0.7671,0.2513,0.2342,0.2513,0.1535,0.9539,5.6146,10.4312,16.0458
17,0.5111,0.7694,0.2513,0.2341,0.2513,0.1538,0.9507,5.6146,5.2156,10.8302
18,0.5023,0.7695,0.2524,0.2366,0.2524,0.1539,0.9472,5.6146,10.4312,16.0458
19,0.5055,0.7712,0.2524,0.2367,0.2524,0.1541,0.9452,5.6146,5.2156,10.8302
20,0.4966,0.7736,0.2534,0.2390,0.2534,0.1547,0.9431,5.6146,10.4312,16.0458
21,0.4992,0.7746,0.2534,0.2390,0.2534,0.1549,0.9409,5.6146,5.2156,10.8302
22,0.4918,0.7764,0.2545,0.2407,0.2545,0.1552,0.9385,5.6146,10.4312,16.0458
23,0.4945,0.7790,0.2545,0.2409,0.2545,0.1557,0.9351,5.6146,5.2156,10.8302
24,0.4861,0.7796,0.2554,0.2428,0.2554,0.1559,0.9338,5.6146,10.4312,16.0458
25,0.4885,0.7803,0.2554,0.2426,0.2554,0.1562,0.9313,5.6146,5.2156,10.8302
26,0.4834,0.7821,0.2569,0.2444,0.2569,0.1564,0.9302,5.6146,10.4312,16.0458
27,0.4838,0.7826,0.2569,0.2441,0.2569,0.1565,0.9274,5.6146,5.2156,10.8302
28,0.4800,0.7827,0.2573,0.2454,0.2573,0.1568,0.9257,5.6146,10.4312,16.0458
29,0.4816,0.7842,0.2573,0.2453,0.2573,0.1571,0.9243,5.6146,5.2156,10.8302
30,0.4784,0.7862,0.2586,0.2469,0.2586,0.1573,0.9215,5.6146,10.4312,16.0458
31,0.4792,0.7881,0.2586,0.2470,0.2586,0.1576,0.9203,5.6146,5.2156,10.8302
32,0.4752,0.7873,0.2585,0.2476,0.2585,0.1575,0.9178,5.6146,10.4312,16.0458
33,0.4769,0.7874,0.2585,0.2476,0.2585,0.1576,0.9165,5.6146,5.2156,10.8302
34,0.4715,0.7893,0.2585,0.2487,0.2585,0.1579,0.9154,5.6146,10.4312,16.0458
35,0.4737,0.7903,0.2585,0.2490,0.2585,0.1581,0.9138,5.6146,5.2156,10.8302
36,0.4715,0.7898,0.2588,0.2498,0.2588,0.1580,0.9116,5.6146,10.4312,16.0458
37,0.4728,0.7900,0.2588,0.2501,0.2588,0.1581,0.9096,5.6146,5.2156,10.8302
38,0.4683,0.7911,0.2598,0.2506,0.2598,0.1582,0.9083,5.6146,10.4312,16.0458
39,0.4712,0.7928,0.2598,0.2511,0.2598,0.1584,0.9073,5.6146,5.2156,10.8302
40,0.4657,0.7925,0.2612,0.2511,0.2612,0.1586,0.9053,5.6146,10.4312,16.0458
41,0.4683,0.7931,0.2612,0.2516,0.2612,0.1588,0.9034,5.6146,5.2156,10.8302
42,0.4685,0.7949,0.2606,0.2532,0.2606,0.1590,0.9025,5.6146,10.4312,16.0458
43,0.4697,0.7951,0.2606,0.2531,0.2606,0.1591,0.9005,5.6146,5.2156,10.8302
44,0.4666,0.7958,0.2611,0.2534,0.2611,0.1592,0.8998,5.6146,10.4312,16.0458
45,0.4670,0.7974,0.2611,0.2532,0.2611,0.1595,0.8980,5.6146,5.2156,10.8302
46,0.4663,0.7978,0.2618,0.2537,0.2618,0.1597,0.8971,5.6146,10.4312,16.0458
47,0.4676,0.7974,0.2618,0.2540,0.2618,0.1597,0.8955,5.6146,5.2156,10.8302
48,0.4655,0.7996,0.2621,0.2546,0.2621,0.1600,0.8948,5.6146,10.4312,16.0458
49,0.4663,0.7993,0.2621,0.2546,0.2621,0.1601,0.8926,5.6146,5.2156,10.8302
50,0.4653,0.8000,0.2642,0.2552,0.2642,0.1601,0.8930,5.6146,10.4312,16.0458
