round,local_test_acc,pm_local_test_acc,gm_local_test_acc,global_test_acc,gm_only_global_test_acc,pm_global_test_acc,train_loss,uplink_mb,downlink_mb,total_mb
0,0.2726,0.3948,0.1544,0.1541,0.1544,0.1439,2.2106,5.2156,10.4312,15.6468
1,0.3706,0.5381,0.1544,0.1513,0.1544,0.1330,1.8099,5.2156,5.2156,10.4312
2,0.3697,0.5919,0.1641,0.1590,0.1641,0.1299,1.6845,5.2156,10.4312,15.6468
3,0.4345,0.6133,0.1641,0.1552,0.1641,0.1293,1.4574,5.2156,5.2156,10.4312
4,0.4040,0.6311,0.1877,0.1753,0.1877,0.1302,1.4529,5.2156,10.4312,15.6468
5,0.4394,0.6390,0.1877,0.1735,0.1877,0.1305,1.3387,5.2156,5.2156,10.4312
6,0.4159,0.6472,0.1976,0.1864,0.1976,0.1312,1.3627,5.2156,10.4312,15.6468
7,0.4351,0.6525,0.1976,0.1859,0.1976,0.1319,1.2941,5.2156,5.2156,10.4312
8,0.4277,0.6591,0.2001,0.1922,0.2001,0.1329,1.2921,5.2156,10.4312,15.6468
9,0.4412,0.6637,0.2001,0.1921,0.2001,0.1338,1.2497,5.2156,5.2156,10.4312
10,0.4401,0.6702,0.2064,0.1991,0.2064,0.1349,1.2398,5.2156,10.4312,15.6468
11,0.4494,0.6760,0.2064,0.1988,0.2064,0.1360,1.2137,5.2156,5.2156,10.4312
12,0.4525,0.6805,0.2115,0.2030,0.2115,0.1369,1.2016,5.2156,10.4312,15.6468
13,0.4589,0.6853,0.2115,0.2028,0.2115,0.1377,1.1862,5.2156,5.2156,10.4312
14,0.4584,0.6899,0.2156,0.2065,0.2156,0.1387,1.1835,5.2156,10.4312,15.6468
15,0.4638,0.6945,0.2156,0.2065,0.2156,0.1395,1.1728,5.2156,5.2156,10.4312
16,0.4660,0.6980,0.2201,0.2112,0.2201,0.1403,1.1700,5.2156,10.4312,15.6468
17,0.4673,0.7009,0.2201,0.2109,0.2201,0.1408,1.1647,5.2156,5.2156,10.4312
18,0.4590,0.7058,0.2229,0.2139,0.2229,0.1416,1.1689,5.2156,10.4312,15.6468
19,0.4607,0.7083,0.2229,0.2141,0.2229,0.1421,1.1659,5.2156,5.2156,10.4312
20,0.4619,0.7107,0.2258,0.2169,0.2258,0.1425,1.1634,5.2156,10.4312,15.6468
