round,local_test_acc,pm_local_test_acc,gm_local_test_acc,global_test_acc,gm_only_global_test_acc,pm_global_test_acc,train_loss,uplink_mb,downlink_mb,total_mb
0,0.1667,0.1604,0.1613,0.1588,0.1613,0.1468,2.4129,5.2156,10.4312,15.6468
1,0.1706,0.1618,0.1613,0.1584,0.1613,0.1406,2.2367,5.2156,5.2156,10.4312
2,0.1878,0.1712,0.1805,0.1751,0.1805,0.1389,2.0879,5.2156,10.4312,15.6468
3,0.1894,0.1789,0.1805,0.1748,0.1805,0.1394,1.9951,5.2156,5.2156,10.4312
4,0.1759,0.1637,0.1810,0.1743,0.1810,0.1412,1.9087,5.2156,10.4312,15.6468
5,0.1773,0.1684,0.1810,0.1743,0.1810,0.1417,1.8596,5.2156,5.2156,10.4312
6,0.1990,0.1855,0.1985,0.1857,0.1985,0.1430,1.7853,5.2156,10.4312,15.6468
7,0.2063,0.2001,0.1985,0.1857,0.1985,0.1436,1.7526,5.2156,5.2156,10.4312
8,0.2221,0.2078,0.2192,0.1969,0.2192,0.1457,1.7214,5.2156,10.4312,15.6468
9,0.2263,0.2150,0.2192,0.1974,0.2192,0.1472,1.7035,5.2156,5.2156,10.4312
10,0.2368,0.2238,0.2302,0.2048,0.2302,0.1492,1.6760,5.2156,10.4312,15.6468
11,0.2405,0.2273,0.2302,0.2053,0.2302,0.1510,1.6636,5.2156,5.2156,10.4312
12,0.2464,0.2302,0.2354,0.2111,0.2354,0.1530,1.6640,5.2156,10.4312,15.6468
13,0.2490,0.2341,0.2354,0.2123,0.2354,0.1550,1.6595,5.2156,5.2156,10.4312
14,0.2539,0.2402,0.2398,0.2165,0.2398,0.1570,1.6471,5.2156,10.4312,15.6468
15,0.2567,0.2434,0.2398,0.2175,0.2398,0.1585,1.6395,5.2156,5.2156,10.4312
16,0.2611,0.2471,0.2419,0.2225,0.2419,0.1602,1.6328,5.2156,10.4312,15.6468
17,0.2624,0.2496,0.2419,0.2234,0.2419,0.1615,1.6277,5.2156,5.2156,10.4312
18,0.2641,0.2458,0.2430,0.2261,0.2430,0.1616,1.6274,5.2156,10.4312,15.6468
19,0.2644,0.2484,0.2430,0.2270,0.2430,0.1628,1.6259,5.2156,5.2156,10.4312
20,0.2647,0.2423,0.2462,0.2295,0.2462,0.1639,1.6373,5.2156,10.4312,15.6468
21,0.2665,0.2444,0.2462,0.2305,0.2462,0.1654,1.6376,5.2156,5.2156,10.4312
22,0.2673,0.2492,0.2455,0.2324,0.2455,0.1666,1.6321,5.2156,10.4312,15.6468
23,0.2699,0.2530,0.2455,0.2329,0.2455,0.1677,1.6275,5.2156,5.2156,10.4312
24,0.2666,0.2605,0.2429,0.2354,0.2429,0.1720,1.6862,5.2156,10.4312,15.6468
25,0.2689,0.2652,0.2429,0.2364,0.2429,0.1730,1.6802,5.2156,5.2156,10.4312
26,0.2712,0.2532,0.2460,0.2372,0.2460,0.1710,1.6632,5.2156,10.4312,15.6468
27,0.2714,0.2544,0.2460,0.2371,0.2460,0.1704,1.6534,5.2156,5.2156,10.4312
28,0.2744,0.2567,0.2473,0.2383,0.2473,0.1707,1.6411,5.2156,10.4312,15.6468
29,0.2741,0.2571,0.2473,0.2388,0.2473,0.1713,1.6393,5.2156,5.2156,10.4312
30,0.2766,0.2613,0.2478,0.2399,0.2478,0.1726,1.6405,5.2156,10.4312,15.6468
31,0.2776,0.2628,0.2478,0.2404,0.2478,0.1735,1.6407,5.2156,5.2156,10.4312
32,0.2818,0.2662,0.2505,0.2415,0.2505,0.1713,1.6535,5.2156,10.4312,15.6468
33,0.2834,0.2680,0.2505,0.2427,0.2505,0.1730,1.6535,5.2156,5.2156,10.4312
34,0.2791,0.2646,0.2512,0.2434,0.2512,0.1752,1.6542,5.2156,10.4312,15.6468
35,0.2792,0.2674,0.2512,0.2436,0.2512,0.1757,1.6503,5.2156,5.2156,10.4312
36,0.2801,0.2643,0.2497,0.2440,0.2497,0.1758,1.6584,5.2156,10.4312,15.6468
37,0.2792,0.2666,0.2497,0.2444,0.2497,0.1774,1.6617,5.2156,5.2156,10.4312
38,0.2821,0.2662,0.2453,0.2425,0.2453,0.1763,1.6549,5.2156,10.4312,15.6468
39,0.2834,0.2663,0.2453,0.2431,0.2453,0.1763,1.6500,5.2156,5.2156,10.4312
40,0.2817,0.2686,0.2497,0.2450,0.2497,0.1775,1.6473,5.2156,10.4312,15.6468
41,0.2816,0.2702,0.2497,0.2452,0.2497,0.1781,1.6410,5.2156,5.2156,10.4312
42,0.2815,0.2745,0.2503,0.2466,0.2503,0.1798,1.6447,5.2156,10.4312,15.6468
43,0.2824,0.2780,0.2503,0.2469,0.2503,0.1809,1.6425,5.2156,5.2156,10.4312
44,0.2964,0.2765,0.2587,0.2526,0.2587,0.1806,1.6660,5.2156,10.4312,15.6468
45,0.2982,0.2729,0.2587,0.2531,0.2587,0.1811,1.6578,5.2156,5.2156,10.4312
46,0.2986,0.2688,0.2655,0.2555,0.2655,0.1791,1.6387,5.2156,10.4312,15.6468
47,0.2966,0.2706,0.2655,0.2552,0.2655,0.1789,1.6292,5.2156,5.2156,10.4312
48,0.2961,0.2692,0.2662,0.2560,0.2663,0.1787,1.6302,5.2156,10.4312,15.6468
49,0.2960,0.2702,0.2662,0.2563,0.2663,0.1800,1.6241,5.2156,5.2156,10.4312
50,0.2984,0.2779,0.2697,0.2560,0.2697,0.1812,1.6126,5.2156,10.4312,15.6468
51,0.2990,0.2782,0.2697,0.2564,0.2697,0.1817,1.6115,5.2156,5.2156,10.4312
52,0.2974,0.2751,0.2698,0.2571,0.2698,0.1816,1.6118,5.2156,10.4312,15.6468
53,0.2977,0.2754,0.2698,0.2574,0.2698,0.1821,1.6083,5.2156,5.2156,10.4312
54,0.2890,0.2855,0.2681,0.2589,0.2681,0.1873,1.6582,5.2156,10.4312,15.6468
55,0.2903,0.2899,0.2681,0.2590,0.2681,0.1872,1.6502,5.2156,5.2156,10.4312
56,0.2886,0.2858,0.2661,0.2583,0.2661,0.1874,1.6356,5.2156,10.4312,15.6468
57,0.2902,0.2873,0.2661,0.2584,0.2661,0.1872,1.6275,5.2156,5.2156,10.4312
58,0.2893,0.2691,0.2626,0.2579,0.2626,0.1866,1.6330,5.2156,10.4312,15.6468
59,0.2913,0.2728,0.2626,0.2578,0.2626,0.1868,1.6297,5.2156,5.2156,10.4312
60,0.3013,0.2737,0.2722,0.2608,0.2722,0.1841,1.6013,5.2156,10.4312,15.6468
61,0.3015,0.2746,0.2722,0.2606,0.2722,0.1845,1.5957,5.2156,5.2156,10.4312
62,0.3006,0.2755,0.2732,0.2606,0.2732,0.1850,1.5889,5.2156,10.4312,15.6468
63,0.3007,0.2782,0.2732,0.2601,0.2732,0.1855,1.5812,5.2156,5.2156,10.4312
64,0.3059,0.2880,0.2752,0.2634,0.2751,0.1865,1.6052,5.2156,10.4312,15.6468
65,0.3055,0.2891,0.2752,0.2635,0.2751,0.1871,1.5999,5.2156,5.2156,10.4312
66,0.3052,0.2826,0.2741,0.2646,0.2741,0.1885,1.5958,5.2156,10.4312,15.6468
67,0.3043,0.2831,0.2741,0.2641,0.2741,0.1888,1.5887,5.2156,5.2156,10.4312
68,0.3082,0.2882,0.2740,0.2618,0.2740,0.1838,1.5930,5.2156,10.4312,15.6468
69,0.3104,0.2919,0.2740,0.2627,0.2740,0.1847,1.5927,5.2156,5.2156,10.4312
70,0.3107,0.2944,0.2759,0.2629,0.2759,0.1872,1.5808,5.2156,10.4312,15.6468
71,0.3091,0.2916,0.2759,0.2627,0.2759,0.1879,1.5745,5.2156,5.2156,10.4312
72,0.3089,0.2847,0.2770,0.2639,0.2770,0.1865,1.5700,5.2156,10.4312,15.6468
73,0.3089,0.2848,0.2770,0.2637,0.2770,0.1871,1.5659,5.2156,5.2156,10.4312
74,0.3085,0.2820,0.2765,0.2651,0.2765,0.1870,1.5700,5.2156,10.4312,15.6468
75,0.3085,0.2820,0.2765,0.2651,0.2765,0.1875,1.5690,5.2156,5.2156,10.4312
76,0.3066,0.2852,0.2771,0.2659,0.2771,0.1888,1.5679,5.2156,10.4312,15.6468
77,0.3067,0.2865,0.2771,0.2656,0.2771,0.1896,1.5621,5.2156,5.2156,10.4312
78,0.3082,0.2848,0.2792,0.2662,0.2792,0.1884,1.5684,5.2156,10.4312,15.6468
79,0.3082,0.2853,0.2792,0.2664,0.2792,0.1890,1.5681,5.2156,5.2156,10.4312
80,0.3046,0.2963,0.2741,0.2664,0.2741,0.1935,1.6085,5.2156,10.4312,15.6468
81,0.3054,0.2992,0.2741,0.2664,0.2741,0.1938,1.6016,5.2156,5.2156,10.4312
82,0.3051,0.2959,0.2738,0.2665,0.2738,0.1929,1.5834,5.2156,10.4312,15.6468
83,0.3063,0.2956,0.2738,0.2661,0.2738,0.1927,1.5762,5.2156,5.2156,10.4312
84,0.3029,0.2787,0.2745,0.2678,0.2745,0.1916,1.5932,5.2156,10.4312,15.6468
85,0.3017,0.2803,0.2745,0.2679,0.2745,0.1938,1.5963,5.2156,5.2156,10.4312
86,0.3055,0.2835,0.2733,0.2679,0.2733,0.1907,1.5876,5.2156,10.4312,15.6468
87,0.3064,0.2828,0.2733,0.2674,0.2733,0.1903,1.5849,5.2156,5.2156,10.4312
88,0.3057,0.2876,0.2744,0.2679,0.2744,0.1924,1.5812,5.2156,10.4312,15.6468
89,0.3059,0.2920,0.2744,0.2676,0.2744,0.1936,1.5757,5.2156,5.2156,10.4312
90,0.3066,0.2917,0.2742,0.2672,0.2742,0.1942,1.5715,5.2156,10.4312,15.6468
91,0.3069,0.2914,0.2742,0.2673,0.2742,0.1943,1.5694,5.2156,5.2156,10.4312
92,0.3061,0.3040,0.2736,0.2689,0.2736,0.2002,1.6262,5.2156,10.4312,15.6468
93,0.3057,0.3049,0.2736,0.2690,0.2736,0.2010,1.6187,5.2156,5.2156,10.4312
94,0.3047,0.2857,0.2760,0.2686,0.2760,0.1928,1.5887,5.2156,10.4312,15.6468
