round,test_acc,train_loss,uplink_mb,downlink_mb,total_mb
0,0.1375,2.2921,495.2512,10741.6435,11236.8947
1,0.1640,2.2678,495.2512,495.2512,990.5023
2,0.1871,2.2436,495.2512,495.2512,990.5023
3,0.2100,2.2194,495.2512,495.2512,990.5023
4,0.2444,2.1935,495.2512,10741.6435,11236.8947
5,0.2679,2.1689,495.2512,495.2512,990.5023
6,0.2854,2.1498,495.2512,495.2512,990.5023
7,0.3108,2.1262,495.2512,495.2512,990.5023
8,0.3364,2.0980,495.2512,10741.6435,11236.8947
9,0.3568,2.0738,495.2512,495.2512,990.5023
10,0.3731,2.0508,495.2512,495.2512,990.5023
11,0.3870,2.0281,495.2512,495.2512,990.5023
12,0.4060,2.0034,495.2512,10741.6435,11236.8947
13,0.4134,1.9831,495.2512,495.2512,990.5023
14,0.3977,1.9799,495.2512,495.2512,990.5023
15,0.4046,1.9620,495.2512,495.2512,990.5023
16,0.4147,1.9411,495.2512,10741.6435,11236.8947
17,0.4226,1.9226,495.2512,495.2512,990.5023
18,0.4278,1.9038,495.2512,495.2512,990.5023
19,0.4335,1.8868,495.2512,495.2512,990.5023
20,0.4323,1.8823,495.2512,10741.6435,11236.8947
21,0.4355,1.8673,495.2512,495.2512,990.5023
22,0.4334,1.8552,495.2512,495.2512,990.5023
23,0.4351,1.8406,495.2512,495.2512,990.5023
24,0.4390,1.8243,495.2512,10741.6435,11236.8947
25,0.4427,1.8096,495.2512,495.2512,990.5023
26,0.4455,1.7949,495.2512,495.2512,990.5023
27,0.4503,1.7806,495.2512,495.2512,990.5023
28,0.4523,1.7635,495.2512,10741.6435,11236.8947
29,0.4548,1.7508,495.2512,495.2512,990.5023
30,0.4571,1.7374,495.2512,495.2512,990.5023
31,0.4599,1.7255,495.2512,495.2512,990.5023
32,0.4633,1.7108,495.2512,10741.6435,11236.8947
33,0.4671,1.6998,495.2512,495.2512,990.5023
34,0.4697,1.6883,495.2512,495.2512,990.5023
35,0.4727,1.6770,495.2512,495.2512,990.5023
36,0.4770,1.6637,495.2512,10741.6435,11236.8947
37,0.4801,1.6536,495.2512,495.2512,990.5023
38,0.4822,1.6429,495.2512,495.2512,990.5023
39,0.4844,1.6321,495.2512,495.2512,990.5023
40,0.4860,1.6216,495.2512,10741.6435,11236.8947
41,0.4885,1.6125,495.2512,495.2512,990.5023
42,0.4913,1.6026,495.2512,495.2512,990.5023
43,0.4928,1.5928,495.2512,495.2512,990.5023
44,0.4948,1.5835,495.2512,10741.6435,11236.8947
45,0.4966,1.5748,495.2512,495.2512,990.5023
46,0.4978,1.5657,495.2512,495.2512,990.5023
47,0.4996,1.5585,495.2512,495.2512,990.5023
48,0.5022,1.5482,495.2512,10741.6435,11236.8947
49,0.5048,1.5397,495.2512,495.2512,990.5023
50,0.5064,1.5319,495.2512,495.2512,990.5023
51,0.5083,1.5240,495.2512,495.2512,990.5023
52,0.5009,1.5363,495.2512,10741.6435,11236.8947
53,0.5035,1.5297,495.2512,495.2512,990.5023
54,0.5054,1.5373,495.2512,495.2512,990.5023
55,0.5079,1.5294,495.2512,495.2512,990.5023
56,0.5121,1.5159,495.2512,10741.6435,11236.8947
57,0.5143,1.5062,495.2512,495.2512,990.5023
58,0.5177,1.4962,495.2512,495.2512,990.5023
59,0.5203,1.4902,495.2512,495.2512,990.5023
60,0.5224,1.4795,495.2512,10741.6435,11236.8947
61,0.5253,1.4723,495.2512,495.2512,990.5023
62,0.5276,1.4646,495.2512,495.2512,990.5023
63,0.5298,1.4580,495.2512,495.2512,990.5023
64,0.5307,1.4491,495.2512,10741.6435,11236.8947
65,0.5332,1.4428,495.2512,495.2512,990.5023
66,0.5365,1.4370,495.2512,495.2512,990.5023
67,0.5393,1.4300,495.2512,495.2512,990.5023
68,0.5403,1.4229,495.2512,10741.6435,11236.8947
69,0.5425,1.4173,495.2512,495.2512,990.5023
70,0.5445,1.4111,495.2512,495.2512,990.5023
71,0.5461,1.4045,495.2512,495.2512,990.5023
72,0.5470,1.3991,495.2512,10741.6435,11236.8947
73,0.5497,1.3911,495.2512,495.2512,990.5023
74,0.5522,1.3883,495.2512,495.2512,990.5023
75,0.5539,1.3813,495.2512,495.2512,990.5023
76,0.5549,1.3760,495.2512,10741.6435,11236.8947
77,0.5565,1.3704,495.2512,495.2512,990.5023
78,0.5573,1.3648,495.2512,495.2512,990.5023
79,0.5594,1.3609,495.2512,495.2512,990.5023
80,0.5600,1.3549,495.2512,10741.6435,11236.8947
81,0.5623,1.3499,495.2512,495.2512,990.5023
82,0.5627,1.3451,495.2512,495.2512,990.5023
83,0.5643,1.3401,495.2512,495.2512,990.5023
84,0.5658,1.3344,495.2512,10741.6435,11236.8947
85,0.5670,1.3289,495.2512,495.2512,990.5023
86,0.5684,1.3248,495.2512,495.2512,990.5023
87,0.5701,1.3204,495.2512,495.2512,990.5023
88,0.5714,1.3154,495.2512,10741.6435,11236.8947
89,0.5723,1.3106,495.2512,495.2512,990.5023
90,0.5738,1.3067,495.2512,495.2512,990.5023
91,0.5753,1.3016,495.2512,495.2512,990.5023
92,0.5766,1.2973,495.2512,10741.6435,11236.8947
93,0.5779,1.2925,495.2512,495.2512,990.5023
94,0.5793,1.2885,495.2512,495.2512,990.5023
95,0.5803,1.2840,495.2512,495.2512,990.5023
96,0.5809,1.2821,495.2512,10741.6435,11236.8947
97,0.5824,1.2771,495.2512,495.2512,990.5023
98,0.5833,1.2723,495.2512,495.2512,990.5023
99,0.5847,1.2690,495.2512,495.2512,990.5023
100,0.5855,1.2653,495.2512,10741.6435,11236.8947
