round,local_test_acc,global_test_acc,train_loss,id_test_acc,ood_test_acc,id_test_count,ood_test_count,id_client_std,ood_client_std,uplink_mb,downlink_mb,total_mb
88,0.4678,,0.5960,,,,,,,196.10,196.10,392.19
89,0.4693,,0.5879,,,,,,,196.10,196.10,392.19
90,0.4699,,0.5759,,,,,,,196.10,196.10,392.19
91,0.4698,,0.5627,,,,,,,196.10,196.10,392.19
92,0.4676,,0.5564,,,,,,,196.10,196.10,392.19
93,0.4691,,0.5490,,,,,,,196.10,196.10,392.19
94,0.4682,,0.5388,,,,,,,196.10,196.10,392.19
95,0.4675,,0.5265,,,,,,,196.10,196.10,392.19
96,0.4684,,0.5237,,,,,,,196.10,196.10,392.19
97,0.4702,,0.5066,,,,,,,196.10,196.10,392.19
98,0.4694,,0.5037,,,,,,,196.10,196.10,392.19
99,0.4691,,0.4952,,,,,,,196.10,196.10,392.19
100,0.4671,,0.4913,,,,,,,196.10,196.10,392.19
101,0.4694,,0.4774,,,,,,,196.10,196.10,392.19
