round,cluster_id,accuracy,samples
0,0,0.1725,2000
0,1,0.3795,2000
0,2,0.3480,1000
0,3,0.2813,1500
0,4,0.1055,2000
0,5,0.2460,500
0,6,0.3500,1000
1,0,0.2315,2000
1,1,0.4300,2000
1,2,0.4280,1000
1,3,0.4333,1500
1,4,0.2065,2000
1,5,0.4420,500
1,6,0.4490,1000
2,0,0.2970,2000
2,1,0.4190,2000
2,2,0.4680,2000
2,3,0.4100,2000
2,4,0.1830,2000
3,0,0.3985,2000
3,1,0.4635,2000
3,2,0.5060,2000
3,3,0.4665,2000
3,4,0.2470,2000
4,0,0.4625,2000
4,1,0.4790,2000
4,2,0.5195,2000
4,3,0.4460,2000
4,4,0.2420,2000
5,0,0.5135,2000
5,1,0.5080,2000
5,2,0.5480,2000
5,3,0.4830,2000
5,4,0.2850,2000
6,0,0.5340,2000
6,1,0.5225,2000
6,2,0.5585,2000
6,3,0.4820,2000
6,4,0.2670,1000
6,5,0.3210,1000
7,0,0.5605,2000
7,1,0.5385,2000
7,2,0.5685,2000
7,3,0.4985,2000
7,4,0.2940,1000
7,5,0.3440,1000
8,0,0.5693,1500
8,1,0.5480,1500
8,2,0.5740,2000
8,3,0.4960,1000
8,4,0.3187,1500
8,5,0.3360,500
8,6,0.5580,500
8,7,0.5520,500
8,8,0.4980,1000
9,0,0.5867,1500
9,1,0.5560,1500
9,2,0.5795,2000
9,3,0.5090,1000
9,4,0.3400,1500
9,5,0.3520,500
9,6,0.5600,500
9,7,0.5740,500
9,8,0.5150,1000
10,0,0.6160,500
10,1,0.5690,2000
10,2,0.5920,1500
10,3,0.5180,1500
10,4,0.3410,1000
10,5,0.3610,1000
10,7,0.5780,1000
10,8,0.4820,500
10,9,0.5680,500
10,10,0.5680,500
11,0,0.6360,500
11,1,0.5750,2000
11,2,0.5967,1500
11,3,0.5227,1500
11,4,0.3560,1000
11,5,0.3720,1000
11,7,0.5940,1000
11,8,0.4880,500
11,9,0.5800,500
11,10,0.5660,500
12,1,0.5765,2000
12,2,0.5915,2000
12,3,0.5215,2000
12,4,0.3733,1500
12,5,0.3660,500
12,7,0.6060,2000
13,1,0.5750,2000
13,2,0.5960,2000
13,3,0.5270,2000
13,4,0.3833,1500
13,5,0.3860,500
13,7,0.6130,2000
14,1,0.5700,2000
14,2,0.6030,2000
14,3,0.5320,1500
14,4,0.3750,1000
14,5,0.4040,1000
14,7,0.6180,1000
14,8,0.6180,1000
14,9,0.5140,500
15,1,0.5750,2000
15,2,0.6035,2000
15,3,0.5353,1500
15,4,0.3900,1000
15,5,0.4160,1000
15,7,0.6260,1000
15,8,0.6240,1000
15,9,0.5100,500
16,1,0.5700,2000
16,2,0.6095,2000
16,3,0.5387,1500
16,4,0.3920,1000
16,5,0.4170,1000
16,7,0.6470,1000
16,8,0.6150,1000
16,9,0.5180,500
17,1,0.5655,2000
17,2,0.6110,2000
17,3,0.5407,1500
17,4,0.4030,1000
17,5,0.4240,1000
17,7,0.6520,1000
17,8,0.6180,1000
17,9,0.5160,500
18,1,0.5680,2000
18,2,0.6135,2000
18,3,0.5350,2000
18,4,0.4150,1000
18,5,0.4340,1000
18,7,0.6365,2000
19,1,0.5645,2000
19,2,0.6135,2000
19,3,0.5330,2000
19,4,0.4250,1000
19,5,0.4270,1000
19,7,0.6355,2000
20,1,0.5640,2000
20,2,0.6120,2000
20,3,0.5315,2000
20,4,0.4170,1000
20,5,0.4260,1000
20,7,0.6365,2000
21,1,0.5625,2000
21,2,0.6120,2000
21,3,0.5305,2000
21,4,0.4220,1000
21,5,0.4300,1000
21,7,0.6375,2000
22,1,0.5753,1500
22,2,0.6080,1000
22,3,0.5275,2000
22,4,0.4305,2000
22,7,0.6640,1000
22,8,0.6240,1000
22,9,0.5340,500
22,10,0.6060,1000
23,1,0.5747,1500
23,2,0.6070,1000
23,3,0.5260,2000
23,4,0.4305,2000
23,7,0.6640,1000
23,8,0.6220,1000
23,9,0.5300,500
23,10,0.6020,1000
24,1,0.5580,2000
24,2,0.6025,2000
24,3,0.5127,1500
24,4,0.4300,1000
24,7,0.6465,2000
24,11,0.5300,500
24,12,0.4280,1000
25,1,0.5570,2000
25,2,0.6020,2000
25,3,0.5087,1500
25,4,0.4250,1000
25,7,0.6440,2000
25,11,0.5220,500
25,12,0.4280,1000
26,1,0.5507,1500
26,2,0.6005,2000
26,3,0.5145,2000
26,4,0.4315,2000
26,7,0.6425,2000
26,13,0.5620,500
27,1,0.5460,1500
27,2,0.6005,2000
27,3,0.5140,2000
27,4,0.4275,2000
27,7,0.6410,2000
27,13,0.5500,500
28,1,0.5485,2000
28,2,0.5995,2000
28,3,0.5067,1500
28,4,0.4280,1500
28,7,0.6355,2000
28,14,0.5260,500
28,15,0.4300,500
29,1,0.5480,2000
29,2,0.6030,2000
29,3,0.5013,1500
29,4,0.4227,1500
29,7,0.6345,2000
29,14,0.5260,500
29,15,0.4280,500
30,1,0.5470,2000
30,2,0.5990,2000
30,3,0.5090,2000
30,4,0.4310,2000
30,7,0.6385,2000
31,1,0.5440,2000
31,2,0.5980,2000
31,3,0.5075,2000
31,4,0.4330,2000
31,7,0.6380,2000
32,1,0.5440,1000
32,2,0.5920,2000
32,3,0.5180,1000
32,4,0.4290,1000
32,7,0.6313,1500
32,8,0.4410,1000
32,9,0.6500,500
32,10,0.4930,1000
32,11,0.5330,1000
33,1,0.5460,1000
33,2,0.5905,2000
33,3,0.5150,1000
33,4,0.4280,1000
33,7,0.6313,1500
33,8,0.4420,1000
33,9,0.6460,500
33,10,0.4860,1000
33,11,0.5310,1000
34,1,0.5365,2000
34,2,0.5920,2000
34,3,0.4960,1500
34,4,0.4285,2000
34,7,0.6353,1500
34,9,0.6440,500
34,10,0.5060,500
35,1,0.5330,2000
35,2,0.5925,2000
35,3,0.4953,1500
35,4,0.4325,2000
35,7,0.6320,1500
35,9,0.6380,500
35,10,0.5080,500
36,1,0.5570,1000
36,2,0.5900,2000
36,3,0.4970,2000
36,4,0.4225,2000
36,7,0.6380,1500
36,9,0.6360,500
36,11,0.5180,1000
37,1,0.5540,1000
37,2,0.5920,2000
37,3,0.4970,2000
37,4,0.4200,2000
37,7,0.6340,1500
37,9,0.6320,500
37,11,0.5140,1000
38,1,0.5210,1000
38,2,0.5900,2000
38,3,0.4985,2000
38,4,0.4265,2000
38,7,0.6440,1000
38,9,0.6340,1000
38,11,0.5430,1000
39,1,0.5210,1000
39,2,0.5900,2000
39,3,0.4960,2000
39,4,0.4235,2000
39,7,0.6460,1000
39,9,0.6360,1000
39,11,0.5460,1000
40,1,0.5355,2000
40,2,0.5865,2000
40,3,0.4827,1500
40,4,0.4220,1500
40,7,0.6380,2000
40,12,0.5100,500
40,13,0.4280,500
41,1,0.5365,2000
41,2,0.5870,2000
41,3,0.4807,1500
41,4,0.4233,1500
41,7,0.6380,2000
41,12,0.5120,500
41,13,0.4200,500
42,1,0.5340,2000
42,2,0.5885,2000
42,3,0.4790,1000
42,4,0.4160,2000
42,7,0.6385,2000
42,12,0.5030,1000
43,1,0.5335,2000
43,2,0.5895,2000
43,3,0.4790,1000
43,4,0.4175,2000
43,7,0.6380,2000
43,12,0.5030,1000
44,1,0.5460,1000
44,2,0.5880,2000
44,3,0.4890,2000
44,4,0.4140,2000
44,7,0.6380,1000
44,13,0.5240,1000
44,14,0.6400,1000
45,1,0.5420,1000
45,2,0.5860,2000
45,3,0.4900,2000
45,4,0.4120,2000
45,7,0.6350,1000
45,13,0.5250,1000
45,14,0.6410,1000
46,1,0.5553,1500
46,2,0.5875,2000
46,3,0.4867,1500
46,4,0.4125,2000
46,7,0.6400,1000
46,13,0.4780,500
46,14,0.6360,500
46,15,0.6660,500
46,16,0.4940,500
47,1,0.5580,1500
47,2,0.5885,2000
47,3,0.4880,1500
47,4,0.4150,2000
47,7,0.6410,1000
47,13,0.4800,500
47,14,0.6320,500
47,15,0.6660,500
47,16,0.4880,500
48,1,0.5220,1500
48,2,0.5905,2000
48,3,0.4890,2000
48,4,0.4120,1000
48,7,0.6400,1000
48,15,0.6510,1000
48,17,0.4190,1000
48,18,0.5680,500
49,1,0.5213,1500
49,2,0.5905,2000
49,3,0.4880,2000
49,4,0.4100,1000
49,7,0.6390,1000
49,15,0.6520,1000
49,17,0.4160,1000
49,18,0.5700,500
50,1,0.5345,2000
50,2,0.5925,2000
50,3,0.4913,1500
50,4,0.4140,2000
50,7,0.6485,2000
50,19,0.4920,500
51,1,0.5370,2000
51,2,0.5905,2000
51,3,0.4933,1500
51,4,0.4145,2000
51,7,0.6510,2000
51,19,0.4900,500
52,1,0.5345,2000
52,2,0.5905,2000
52,3,0.4993,1500
52,4,0.4120,2000
52,7,0.6567,1500
52,20,0.4620,500
52,21,0.6380,500
53,1,0.5350,2000
53,2,0.5920,2000
53,3,0.5000,1500
53,4,0.4105,2000
53,7,0.6567,1500
53,20,0.4580,500
53,21,0.6400,500
54,1,0.5345,2000
54,2,0.5920,2000
54,3,0.4895,2000
54,4,0.4120,1000
54,7,0.6600,1500
54,22,0.4170,1000
54,23,0.6360,500
55,1,0.5345,2000
55,2,0.5915,2000
55,3,0.4920,2000
55,4,0.4120,1000
55,7,0.6593,1500
55,22,0.4140,1000
55,23,0.6380,500
56,1,0.5513,1500
56,2,0.5780,1000
56,3,0.4913,1500
56,4,0.4075,2000
56,7,0.6575,2000
56,24,0.4900,500
56,25,0.4940,500
56,26,0.6120,1000
57,1,0.5533,1500
57,2,0.5810,1000
57,3,0.4920,1500
57,4,0.4095,2000
57,7,0.6585,2000
57,24,0.4820,500
