round,cluster_id,accuracy,samples
0,0,0.5720,500
0,1,0.6570,1000
0,2,0.6140,1000
0,3,0.5680,500
0,4,0.6290,1000
0,5,0.6040,500
0,6,0.6160,500
0,7,0.5760,500
0,8,0.7140,500
0,9,0.6760,500
0,10,0.7220,500
0,11,0.7260,500
0,12,0.6360,500
0,13,0.5940,500
0,14,0.5480,500
0,15,0.5820,500
0,16,0.7160,500
1,0,0.6280,500
1,1,0.6730,1000
1,2,0.6490,1000
1,3,0.6700,500
1,4,0.6570,1000
1,5,0.6460,500
1,6,0.6520,500
1,7,0.6320,500
1,8,0.7400,500
1,9,0.6760,500
1,10,0.7200,500
1,11,0.7440,500
1,12,0.6280,500
1,13,0.6240,500
1,14,0.6300,500
1,15,0.6220,500
1,16,0.7220,500
2,0,0.6340,2000
2,1,0.6920,500
2,2,0.6600,500
2,4,0.6600,1000
2,5,0.6340,1000
2,6,0.6360,500
2,8,0.7080,1000
2,9,0.6520,1000
2,10,0.7020,500
2,11,0.7280,500
2,13,0.6020,1000
2,17,0.6280,500
3,0,0.6500,2000
3,1,0.6640,500
3,2,0.6720,500
3,4,0.6720,1000
3,5,0.6530,1000
3,6,0.6560,500
3,8,0.7130,1000
3,9,0.6600,1000
3,10,0.7100,500
3,11,0.7380,500
3,13,0.6210,1000
3,17,0.6420,500
4,0,0.5967,1500
4,1,0.6280,1000
4,2,0.6260,1500
4,4,0.6060,500
4,5,0.5413,1500
4,6,0.5920,500
4,8,0.6805,2000
4,9,0.6060,500
4,13,0.5240,500
4,18,0.5840,500
5,0,0.5993,1500
5,1,0.6230,1000
5,2,0.6293,1500
5,4,0.6200,500
5,5,0.5580,1500
5,6,0.5980,500
5,8,0.6840,2000
5,9,0.6340,500
5,13,0.5580,500
5,18,0.6100,500
6,0,0.5640,1000
6,1,0.5880,500
6,2,0.5680,500
6,4,0.5920,1000
6,5,0.4900,500
6,6,0.5440,500
6,8,0.6560,1000
6,9,0.5580,500
6,13,0.4580,1000
6,18,0.5480,500
6,19,0.5480,500
6,20,0.6020,500
6,21,0.6620,500
6,22,0.5940,500
6,23,0.6260,500
6,24,0.4480,500
7,0,0.5610,1000
7,1,0.6080,500
7,2,0.5680,500
7,4,0.5880,1000
7,5,0.4820,500
7,6,0.5480,500
7,8,0.6630,1000
7,9,0.5680,500
7,13,0.4670,1000
7,18,0.5600,500
7,19,0.5460,500
7,20,0.6040,500
7,21,0.6720,500
7,22,0.6000,500
7,23,0.6440,500
7,24,0.4460,500
8,0,0.5500,500
8,1,0.5520,500
8,2,0.5747,1500
8,4,0.5780,500
8,5,0.4160,500
8,6,0.5020,500
8,8,0.5900,500
8,9,0.5220,500
8,13,0.3900,500
8,18,0.5440,500
8,19,0.5280,500
8,21,0.6220,500
8,22,0.5520,500
8,23,0.6240,500
8,24,0.3880,500
8,25,0.5640,500
8,26,0.4080,500
8,27,0.6200,500
9,0,0.5520,500
9,1,0.5600,500
9,2,0.5793,1500
9,4,0.5820,500
9,5,0.4200,500
9,6,0.5020,500
9,8,0.5940,500
9,9,0.5280,500
9,13,0.4000,500
9,18,0.5420,500
9,19,0.5240,500
9,21,0.6420,500
9,22,0.5560,500
9,23,0.6220,500
9,24,0.4040,500
9,25,0.5560,500
9,26,0.4200,500
9,27,0.6300,500
10,0,0.5433,1500
10,1,0.5200,500
10,2,0.5660,1000
10,4,0.5760,1000
10,5,0.3760,1500
10,6,0.4440,500
10,8,0.5420,500
10,9,0.4800,500
10,13,0.3360,500
10,18,0.5420,500
10,21,0.5920,500
10,22,0.5220,500
10,23,0.5860,500
10,27,0.6100,500
11,0,0.5387,1500
11,1,0.5080,500
11,2,0.5740,1000
11,4,0.5880,1000
11,5,0.3807,1500
11,6,0.4600,500
11,8,0.5680,500
11,9,0.5040,500
11,13,0.3680,500
11,18,0.5520,500
11,21,0.6020,500
